line	token	word	case
1	2	io	nominative
1	3	ti	dative
2	5	che	nominative
2	8	si	reflexive
4	2	ti	reflexive
4	5	ciò	nominative
5	4	che	nominative
7	1	Io	nominative
9	1	che	nominative
11	6	quella	genitive
12	3	che	nominative
13	1	Tu	nominative
14	4	si	reflexive
17	5	che	nominative
19	4	che	accusative
21	4	quel	accusative
21	5	ch'	nominative
23	2	che	ablative
25	2	ti	dative
25	5	tu	nominative
27	5	tu	nominative
30	3	io	nominative
31	2	che	accusative
32	5	quel	accusative
32	6	c'	accusative
34	1	Tu	nominative
35	6	ciò	ablative
36	7	i'	nominative
36	8	t'	dative
38	6	c'	accusative
40	7	io	nominative
40	8	ti	dative
41	2	fermalvi	accusative+locative
43	3	si	reflexive
44	5	una	nominative
44	7	quella	nominative
45	2	che	ablative
45	3	si	reflexive
45	6	altr'	nominative
46	6	si	reflexive
47	7	lei	ablative
48	5	si	reflexive
50	2	l'	accusative
52	3	che	nominative
52	6	t'	dative
53	7	si	reflexive
54	5	si	reflexive
56	4	alcun	accusative
63	3	si	reflexive
65	5	ciò	ablative
67	1	cui	dative
67	3	si	reflexive
71	5	sé	genitive
72	1	ch'	nominative
73	4	muovervi	reflexive
75	7	vi	accusative
77	7	che	nominative
77	8	vi	accusative
78	1	questo	nominative
78	2	vi	dative
79	4	altro	accusative
79	5	vi	dative
81	6	voi	ablative
81	8	voi	ablative
82	5	che	nominative
84	1	seco	ablative
85	4	me	ablative
85	6	ïo	nominative
86	2	si	reflexive
90	1	che	nominative
94	6	io	nominative
95	7	si	reflexive
96	4	se	reflexive
96	5	ne	ablative
97	5	si	reflexive
98	1	qual	accusative
98	2	mi	reflexive
98	4	io	nominative
101	5	ciò	ablative
101	6	che	nominative
102	4	lo	accusative
103	3	io	nominative
104	3	noi	ablative
104	6	ciascun	ablative
104	7	s'	reflexive
105	2	chi	nominative
106	4	ciascuno	nominative
106	6	noi	ablative
107	1	vedeasi	reflexive
108	4	che	nominative
108	6	lei	ablative
109	4	quel	nominative
109	5	che	nominative
109	7	s'	reflexive
110	4	tu	nominative
112	3	te	ablative
112	7	questi	ablative
113	1	m'	dative
113	7	lor	genitive
114	6	mi	dative
115	5	cui	ablative
117	5	s'	reflexive
118	3	che	nominative
118	8	si	reflexive
119	1	noi	nominative
120	2	noi	ablative
120	3	chiarirti	dative
120	7	ti	accusative
121	3	un	ablative
122	2	mi	dative
124	1	Io	nominative
124	6	tu	nominative
124	7	t'	reflexive
125	9	il	accusative
126	2	e'	nominative
126	6	tu	nominative
127	4	chi	nominative
127	5	tu	nominative
129	1	che	nominative
129	2	si	reflexive
130	1	Questo	accusative
130	3	io	nominative
131	1	che	nominative
131	3	m'	dative
131	7	ella	nominative
132	5	quel	ablative
132	7	ell'	nominative
133	5	che	nominative
133	6	si	reflexive
133	8	elli	accusative
136	5	mi	dative
136	6	si	reflexive
138	5	mi	dative
139	3	che	accusative
