line	token	word	case
2	1	ci	dative
4	7	noi	ablative
5	3	farsi	reflexive
8	8	si	reflexive
10	5	che	nominative
11	5	che	nominative
11	6	mi	accusative
12	5	ch'	accusative
12	6	elli	nominative
13	8	si	reflexive
15	1	nulla	accusative
15	5	mi	accusative
16	2	quanto	nominative
16	7	lei	ablative
16	8	si	reflexive
17	3	tutto	nominative
19	3	ch'	accusative
19	4	io	nominative
19	6	si	reflexive
20	6	noi	ablative
20	9	io	nominative
21	7	la	accusative
22	5	mi	reflexive
25	6	che	nominative
27	5	me	ablative
28	5	i'	nominative
30	2	m'	dative
34	3	io	nominative
35	2	quel	accusative
35	7	che	nominative
38	2	Noi	nominative
39	6	ch'	nominative
42	2	che	nominative
43	4	una	accusative
44	5	una	accusative
45	1	che	accusative
45	2	tu	nominative
46	4	che	nominative
49	2	mi	accusative
50	2	lasciommi	accusative
51	5	nulla	nominative
51	6	m'	dative
52	4	che	nominative
53	3	sé	ablative
55	7	me	ablative
56	5	io	nominative
57	1	me	accusative
58	5	mi	reflexive
60	6	si	reflexive
65	5	si	reflexive
66	3	che	nominative
68	2	sé	reflexive
69	2	s'	reflexive
69	3	una	nominative
69	7	n'	ablative
70	4	che	nominative
70	6	t'	accusative
71	5	ciò	ablative
71	6	che	accusative
71	7	tu	nominative
72	2	mi	dative
73	7	tu	nominative
74	6	te	ablative
74	7	si	reflexive
75	2	mi	dative
77	1	ch'	nominative
78	3	lor	genitive
79	4	sé	reflexive
82	4	che	nominative
83	7	si	reflexive
85	3	io	nominative
87	1	che	nominative
87	2	si	reflexive
87	6	s'	reflexive
88	5	lei	ablative
89	6	mi	dative
92	1	che	nominative
92	3	altro	nominative
92	7	si	reflexive
93	6	che	ablative
94	2	mi	dative
94	3	si	reflexive
95	8	io	nominative
97	6	cu'	ablative
97	7	io	nominative
99	1	dammi	dative
99	6	ïo	nominative
99	7	il	accusative
100	5	che	nominative
102	1	che	nominative
102	4	lui	ablative
103	2	si	reflexive
108	1	che	nominative
110	1	si	reflexive
114	1	quanto	nominative
114	3	noi	ablative
115	7	sé	ablative
119	2	si	reflexive
123	4	nulla	accusative
125	1	che	nominative
125	2	si	reflexive
126	6	che	nominative
127	1	qual	nominative
127	3	colui	nominative
127	4	che	nominative
128	1	mi	accusative
130	5	ella	nominative
132	5	ci	locative
132	6	si	reflexive
133	7	che	ablative
133	8	tu	nominative
134	4	che	nominative
135	3	tu	nominative
136	4	che	nominative
137	5	ch'	nominative
138	5	ella	nominative
139	4	che	nominative
139	5	v'	accusative
140	3	v'	accusative
141	1	che	nominative
144	4	lui	ablative
146	5	el	nominative
148	3	quel	accusative
