line	token	word	case
3	3	m'	accusative
4	1	Ciò	nominative
4	2	ch'	accusative
4	3	io	nominative
4	5	mi	dative
11	4	quella	nominative
11	5	che	nominative
12	3	farsi	reflexive
14	5	elli	nominative
16	3	che	nominative
19	2	ïo	nominative
19	5	io	nominative
19	6	mi	reflexive
20	2	ti	reflexive
20	6	io	nominative
21	4	costoro	accusative
22	1	Quelli	nominative
22	2	ch'	nominative
23	7	che	nominative
27	1	che	nominative
27	8	si	reflexive
28	4	che	accusative
30	2	ïo	nominative
31	5	che	nominative
32	2	sé	ablative
33	4	si	reflexive
38	5	sé	ablative
39	5	si	reflexive
41	7	quel	genitive
49	5	che	nominative
49	6	mi	dative
51	1	che	nominative
52	3	io	nominative
54	2	io	nominative
56	1	si	reflexive
59	1	s'	reflexive
60	2	che	ablative
60	7	tu	nominative
61	5	che	nominative
63	5	io	nominative
64	2	tu	nominative
64	4	che	nominative
66	4	quel	accusative
66	5	ch'	accusative
66	6	io	nominative
69	8	si	reflexive
70	4	io	nominative
72	1	che	nominative
72	5	noi	ablative
75	1	li	accusative
76	4	che	nominative
76	5	mi	accusative
77	6	mi	dative
78	6	tu	nominative
79	5	ïo	nominative
80	1	i'	nominative
80	4	me	accusative
81	1	che	nominative
82	3	io	nominative
84	2	qual	ablative
84	3	si	reflexive
85	3	mi	dative
88	4	che	nominative
90	2	essa	dative
94	4	nïente	nominative
95	5	che	nominative
95	6	mi	dative
96	2	mi	reflexive
97	4	che	accusative
97	7	m'	dative
98	6	mi	accusative
99	5	m'	accusative
101	5	i'	nominative
102	5	mi	accusative
103	2	ella	nominative
103	3	che	nominative
106	5	che	nominative
110	6	che	ablative
110	7	s'	reflexive
111	3	che	nominative
111	4	'l	accusative
111	9	ch'	accusative
111	10	ei	nominative
112	7	lui	accusative
113	3	questo	nominative
114	1	colui	nominative
114	2	che	nominative
114	3	'l	accusative
116	7	questo	ablative
120	3	te	dative
121	3	che	nominative
122	3	te	ablative
122	5	nessuno	nominative
128	5	ciascuna	nominative
131	1	che	nominative
134	4	che	nominative
135	4	vederla	accusative
136	2	si	reflexive
138	3	ch'	nominative
139	1	Tu	nominative
139	4	ti	dative
140	7	chi	nominative
142	6	si	reflexive
143	4	ch'	nominative
145	4	che	nominative
145	6	s'	reflexive
