line	token	word	case
2	4	te	ablative
4	4	mi	dative
5	6	si	reflexive
6	4	io	nominative
6	5	me	reflexive
6	6	ne	ablative
7	3	tu	nominative
7	5	che	nominative
8	5	s'	reflexive
10	2	voi	ablative
10	3	che	nominative
10	7	s'	reflexive
11	2	che	ablative
13	3	ch'	nominative
14	3	quella	accusative
14	4	che	nominative
16	1	Io	nominative
16	3	Voi	nominative
17	1	voi	nominative
17	2	mi	dative
18	1	voi	nominative
18	2	mi	accusative
18	6	i'	nominative
18	10	io	nominative
19	4	s'	reflexive
20	6	sé	ablative
21	6	si	reflexive
22	1	Ditemi	dative
24	1	che	nominative
24	2	si	reflexive
25	1	ditemi	dative
26	5	chi	nominative
27	2	esso	ablative
28	2	s'	reflexive
29	6	io	nominative
31	7	si	reflexive
34	1	dissemi	dative
35	4	che	ablative
35	7	ch'	nominative
36	1	s'	reflexive
36	4	me	ablative
36	5	ond'	ablative
40	5	io	nominative
41	2	si	reflexive
42	2	quei	ablative
42	3	che	nominative
43	6	udirne	ablative
43	7	questo	accusative
44	1	chi	nominative
44	2	ei	nominative
44	3	si	reflexive
46	2	color	nominative
46	3	ch'	nominative
48	5	quei	ablative
48	6	ch'	nominative
49	4	ch'	nominative
53	3	ch'	accusative
53	4	io	nominative
55	2	averle	accusative
56	6	quel	ablative
57	1	che	nominative
58	4	ch'	nominative
62	2	si	reflexive
69	6	che	nominative
69	7	s'	reflexive
73	2	tu	nominative
74	6	se	reflexive
74	7	ne	ablative
75	4	esse	ablative
76	5	si	reflexive
77	2	ti	dative
80	3	voi	nominative
81	1	che	nominative
86	1	ciò	nominative
86	3	io	nominative
87	1	onde	ablative
88	1	Io	nominative
92	2	quel	ablative
92	6	quel	ablative
94	4	ch'	nominative
97	4	ond'	ablative
100	1	Quel	nominative
101	2	si	reflexive
105	4	quei	nominative
105	5	ch'	nominative
106	4	che	ablative
109	2	quali	accusative
109	3	io	nominative
109	5	quei	accusative
109	6	che	nominative
112	6	coloro	genitive
113	1	che	nominative
114	1	si	reflexive
115	4	che	nominative
115	5	s'	reflexive
116	3	chi	ablative
116	7	chi	dative
117	7	si	reflexive
120	5	il	accusative
120	7	lor	genitive
124	1	Io	nominative
125	4	s'	reflexive
126	1	che	nominative
126	2	si	reflexive
126	5	quei	ablative
127	1	Ciascun	nominative
127	2	che	nominative
128	5	cui	genitive
128	9	cui	genitive
130	2	esso	ablative
131	5	si	reflexive
132	2	colui	nominative
132	3	che	nominative
136	4	che	ablative
137	5	che	nominative
137	6	v'	accusative
139	3	essa	nominative
142	4	che	nominative
143	3	t'	dative
146	1	che	nominative
146	5	che	nominative
148	8	esse	ablative
149	2	io	nominative
150	5	onde	ablative
151	5	io	nominative
