line	token	word	case
1	2	chi	nominative
2	1	quel	accusative
2	2	ch'	accusative
2	3	i'	nominative
3	3	io	nominative
4	3	che	nominative
7	5	cu'	dative
11	1	che	nominative
11	2	si	reflexive
12	2	cui	dative
13	4	sé	genitive
14	1	qual	accusative
16	3	un	nominative
16	6	altro	nominative
17	2	amendue	nominative
18	3	uno	nominative
18	9	altro	nominative
21	1	che	nominative
21	6	io	nominative
24	1	si	reflexive
24	5	che	nominative
25	2	si	reflexive
27	5	essa	nominative
29	4	noi	ablative
30	2	sé	reflexive
32	5	che	ablative
36	7	m'	accusative
37	1	Tu	nominative
38	1	si	reflexive
39	2	cui	genitive
40	3	quel	ablative
40	4	che	nominative
45	4	che	nominative
46	5	ciò	ablative
46	7	io	nominative
48	3	che	nominative
49	6	quel	dative
49	8	io	nominative
49	9	ti	dative
52	1	Ciò	nominative
52	2	che	nominative
52	6	ciò	nominative
52	7	che	nominative
54	1	che	nominative
55	5	che	nominative
56	4	che	nominative
56	6	si	reflexive
57	2	lui	ablative
57	7	ch'	nominative
57	9	lor	dative
57	10	s'	reflexive
60	2	rimanendosi	reflexive
65	4	che	accusative
67	4	costoro	genitive
67	6	chi	nominative
67	7	la	accusative
70	2	elli	nominative
72	2	voi	nominative
76	4	la	accusative
78	1	ch'	nominative
78	10	che	nominative
81	5	s'	reflexive
85	3	io	nominative
88	3	i'	nominative
89	3	costui	nominative
91	5	ciò	nominative
91	6	che	nominative
92	2	chi	nominative
92	7	che	nominative
92	8	'l	accusative
94	6	tu	nominative
95	4	el	nominative
95	7	che	nominative
97	7	che	ablative
100	2	si	reflexive
101	7	si	reflexive
103	3	ciò	accusative
103	4	ch'	accusative
103	5	io	nominative
103	8	questo	accusative
105	2	che	ablative
108	3	che	nominative
110	6	quel	ablative
110	7	che	accusative
112	2	questo	nominative
112	3	ti	dative
113	2	farti	accusative
114	8	tu	nominative
115	2	quelli	nominative
116	1	che	nominative
117	3	un	ablative
118	2	elli	nominative
118	4	che	nominative
121	7	si	reflexive
122	7	si	reflexive
123	1	chi	nominative
124	3	ciò	ablative
126	2	quali	nominative
128	1	che	nominative
131	5	quei	nominative
131	6	che	nominative
133	2	i'	nominative
141	1	vederli	accusative
142	2	quel	nominative
142	6	quel	nominative
