line	token	word	case
1	4	che	ablative
1	5	si	reflexive
2	4	che	nominative
6	1	che	accusative
8	3	che	nominative
8	5	darmi	dative
9	2	io	nominative
9	3	le	accusative
10	6	si	reflexive
11	1	chi	nominative
11	6	che	nominative
12	4	si	reflexive
15	4	che	nominative
17	7	ond'	ablative
17	9	s'	reflexive
18	1	nulla	nominative
18	2	sen	reflexive+ablative
18	5	esso	nominative
19	7	si	reflexive
22	2	si	reflexive
24	1	che	nominative
25	7	si	reflexive
27	6	s'	reflexive
29	4	tibi	dative
29	5	cui	dative
31	4	ond'	ablative
31	5	io	nominative
31	6	m'	reflexive
31	9	lui	ablative
35	3	io	nominative
39	2	io	nominative
39	4	lo	accusative
40	4	mi	dative
40	5	si	reflexive
42	6	si	reflexive
46	4	che	nominative
46	6	me	ablative
46	7	s'	reflexive
47	3	tu	nominative
51	3	si	reflexive
53	3	io	nominative
53	4	ti	dative
53	8	colei	genitive
54	1	ch'	nominative
54	6	ti	dative
55	1	Tu	nominative
55	5	me	dative
56	3	ch'	nominative
57	5	si	reflexive
58	4	io	nominative
58	5	mi	reflexive
58	9	io	nominative
59	4	te	dative
59	6	mi	accusative
61	1	Tu	nominative
63	2	che	ablative
64	7	che	ablative
64	8	io	nominative
65	5	che	nominative
65	6	m'	accusative
66	4	s'	reflexive
70	1	Io	nominative
70	2	mi	reflexive
70	7	quella	nominative
71	3	io	nominative
72	1	che	nominative
74	5	v'	dative
75	5	ciascun	ablative
75	7	voi	genitive
75	8	si	reflexive
76	5	che	nominative
76	6	v'	accusative
80	4	ch'	nominative
80	6	voi	dative
82	2	io	nominative
82	3	che	nominative
82	6	mi	reflexive
85	3	io	nominative
85	5	te	ablative
87	2	mi	accusative
88	5	che	ablative
88	6	io	nominative
89	3	io	nominative
91	2	mi	dative
91	4	Quel	nominative
91	6	cui	ablative
91	7	si	reflexive
95	2	si	reflexive
96	1	tu	nominative
96	2	li	dative
98	1	ond'	ablative
98	2	ella	nominative
99	1	si	reflexive
102	1	che	nominative
104	5	che	nominative
107	2	v'	locative
108	3	ciò	accusative
108	4	che	nominative
108	7	si	reflexive
110	4	che	nominative
112	4	io	nominative
115	3	quel	accusative
115	8	quel	accusative
118	3	ciascuna	nominative
119	7	nulla	nominative
121	2	una	nominative
123	1	che	nominative
129	1	qual	nominative
133	2	mi	dative
137	5	me	ablative
138	6	si	reflexive
140	2	el	nominative
140	3	mi	accusative
141	5	li	accusative
142	2	li	ablative
143	5	cui	genitive
145	3	io	nominative
147	2	cui	genitive
