line	token	word	case
4	6	lei	dative
8	1	quella	accusative
8	5	questo	accusative
9	4	el	nominative
10	3	costei	ablative
10	4	ond'	ablative
10	5	io	nominative
12	1	che	accusative
13	1	Io	nominative
13	3	m'	reflexive
13	8	ella	ablative
14	3	esservi	locative
14	5	mi	dative
15	4	ch'	accusative
15	5	i'	nominative
16	6	si	reflexive
17	6	si	reflexive
18	2	una	nominative
18	6	altra	nominative
19	2	io	nominative
19	4	essa	ablative
20	1	muoversi	reflexive
21	5	lor	genitive
25	2	chi	dative
26	3	noi	dative
28	4	quei	ablative
28	5	che	nominative
31	2	si	reflexive
31	5	un	nominative
31	9	noi	ablative
33	6	noi	ablative
33	7	ti	reflexive
34	1	Noi	nominative
34	2	ci	reflexive
36	2	quali	dative
36	3	tu	nominative
37	1	Voi	nominative
37	2	che	nominative
38	9	piacerti	dative
40	6	si	reflexive
41	7	essa	nominative
42	2	li	accusative
42	5	sé	genitive
43	5	che	nominative
44	2	s'	reflexive
44	6	chi	nominative
46	6	io	nominative
46	7	lei	accusative
47	4	che	nominative
47	5	s'	reflexive
49	3	mi	dative
49	7	m'	accusative
51	5	che	nominative
52	4	mi	dative
52	5	ti	accusative
53	2	mi	dative
53	6	mi	accusative
55	2	m'	accusative
56	3	io	nominative
56	7	io	nominative
56	8	ti	dative
58	4	che	nominative
58	5	si	reflexive
60	6	m'	accusative
61	6	che	nominative
61	7	s'	reflexive
64	1	Fulgeami	dative
65	4	che	accusative
67	5	che	nominative
69	1	che	nominative
72	3	me	ablative
73	4	che	nominative
76	5	questo	accusative
78	5	li	accusative
80	2	lui	ablative
80	5	altrui	ablative
81	6	si	reflexive
82	4	che	nominative
85	3	i'	nominative
86	1	che	nominative
86	5	m'	dative
87	5	si	reflexive
87	8	s'	reflexive
88	2	te	ablative
88	3	si	reflexive
88	6	la	accusative
88	8	io	nominative
89	2	m'	dative
89	7	quest'	accusative
90	2	'l	accusative
91	2	m'	accusative
91	7	mi	dative
92	6	m'	accusative
94	1	Questo	accusative
94	2	io	nominative
94	4	lui	dative
94	6	elli	nominative
94	8	me	dative
94	10	io	nominative
95	1	mostrarti	dative
95	5	quel	dative
95	6	che	nominative
95	7	tu	nominative
97	3	che	nominative
97	7	che	accusative
97	8	tu	nominative
101	5	ch'	nominative
101	8	sé	ablative
102	2	esse	nominative
106	2	ciò	nominative
106	8	tu	nominative
109	2	ciò	nominative
110	1	che	nominative
111	5	che	nominative
111	7	li	accusative
112	2	tu	nominative
112	7	ti	dative
112	8	s'	reflexive
113	2	io	nominative
114	6	ch'	nominative
115	2	elli	nominative
117	3	io	nominative
118	3	elli	nominative
118	8	si	reflexive
120	7	vi	dative
124	3	un	nominative
125	5	quello	nominative
126	1	che	nominative
127	4	ch'	nominative
129	5	un	accusative
130	5	si	reflexive
132	6	si	reflexive
136	2	quel	nominative
136	3	che	nominative
136	4	t'	ablative
136	7	t'	ablative
137	6	te	ablative
137	7	mi	dative
138	5	t'	accusative
140	3	sé	ablative
143	3	che	accusative
144	2	lui	accusative
145	2	voi	nominative
147	6	ch'	nominative
