line	token	word	case
2	6	ch'	accusative
2	7	ella	nominative
3	5	che	accusative
5	6	si	reflexive
6	5	quai	ablative
11	1	che	nominative
11	8	i'	nominative
13	4	io	nominative
16	5	che	nominative
18	1	mi	accusative
19	1	Io	nominative
19	2	li	accusative
19	5	ciò	accusative
19	6	che	nominative
20	2	io	nominative
20	7	tu	nominative
23	7	spirarmi	dative
24	7	lui	ablative
24	8	mi	reflexive
26	1	cui	dative
27	5	i'	nominative
27	7	posarmi	reflexive
28	7	s'	reflexive
30	1	mi	accusative
31	2	tu	nominative
32	1	si	reflexive
33	2	chi	nominative
33	3	'l	accusative
33	4	s'	reflexive
33	7	chi	nominative
33	9	lui	ablative
33	10	s'	reflexive
34	4	l'	accusative
36	1	che	accusative
36	5	darli	dative
37	1	Tu	nominative
37	4	el	nominative
39	8	lui	ablative
40	4	el	nominative
43	2	quel	accusative
43	3	ch'	accusative
43	4	el	accusative
46	5	che	nominative
48	4	che	accusative
49	1	Esso	nominative
50	1	che	nominative
51	6	che	ablative
51	7	tu	nominative
52	2	esso	ablative
54	4	tu	nominative
55	5	che	accusative
57	6	il	accusative
58	2	quel	accusative
58	3	che	nominative
60	4	onde	ablative
61	1	Quel	nominative
61	2	che	nominative
61	6	elli	nominative
63	2	nol	accusative
66	6	si	reflexive
67	5	si	reflexive
68	6	si	reflexive
69	6	si	reflexive
71	2	si	reflexive
73	2	quel	ablative
73	3	che	accusative
76	1	Piangene	ablative
77	1	che	nominative
77	2	fuggendoli	accusative
79	2	costui	ablative
80	2	costui	ablative
82	2	ciò	nominative
82	3	che	accusative
82	6	che	nominative
82	8	mi	accusative
84	5	ch'	nominative
84	7	lui	ablative
86	7	si	reflexive
88	5	che	nominative
88	6	mi	dative
89	1	li	dative
89	7	ch'	accusative
89	8	i'	nominative
91	3	t'	accusative
91	6	ciò	ablative
91	8	io	nominative
91	9	ti	dative
96	4	la	accusative
98	2	io	nominative
99	1	che	nominative
101	4	altro	nominative
101	6	quello	accusative
102	7	chi	accusative
102	9	si	reflexive
104	7	quello	accusative
105	2	chi	nominative
105	6	lui	accusative
106	3	l'	accusative
106	5	esto	nominative
110	8	si	reflexive
112	4	si	reflexive
113	5	che	nominative
114	5	li	dative
120	3	li	accusative
122	2	noi	ablative
122	8	si	reflexive
128	7	cui	genitive
130	4	che	nominative
130	7	lui	ablative
132	1	qual	nominative
132	2	si	reflexive
134	4	ciò	accusative
134	5	li	dative
138	1	che	nominative
138	2	li	dative
140	8	ch'	accusative
140	9	elli	nominative
142	2	lo	accusative
142	6	lo	accusative
