line	token	word	case
2	5	si	reflexive
3	5	un	accusative
4	2	si	reflexive
6	2	si	reflexive
7	2	che	ablative
7	4	i'	nominative
7	5	mi	reflexive
7	7	me	reflexive
10	1	Io	nominative
10	2	mi	reflexive
11	1	m'	dative
11	9	ello	ablative
13	4	qual	nominative
15	2	l'	accusative
16	3	Io	nominative
16	7	ti	accusative
18	1	sé	reflexive
19	1	Tu	nominative
21	3	mi	dative
22	4	ti	dative
25	1	Queste	nominative
25	5	che	nominative
27	2	quella	accusative
27	3	che	nominative
28	4	colui	nominative
28	5	che	nominative
28	7	s'	reflexive
30	1	che	accusative
30	4	io	nominative
32	1	che	accusative
32	4	che	nominative
32	6	t'	dative
34	2	tutti	nominative
37	2	si	reflexive
38	4	lor	dative
39	4	c'	nominative
42	1	ciò	accusative
42	2	che	nominative
43	2	questo	ablative
45	5	altro	accusative
48	3	altro	accusative
48	4	che	accusative
49	1	Quel	nominative
49	2	che	accusative
50	5	ciò	ablative
50	6	che	nominative
50	8	si	reflexive
53	2	quella	nominative
54	5	la	accusative
58	2	elli	nominative
64	4	che	nominative
64	5	ti	accusative
66	2	ti	accusative
66	6	me	ablative
72	3	ti	accusative
73	5	quel	nominative
73	6	che	nominative
74	1	nïente	accusative
74	4	quel	dative
74	5	che	nominative
75	6	essa	ablative
76	7	s'	reflexive
78	5	il	accusative
79	4	ella	nominative
79	5	si	reflexive
80	6	queste	nominative
85	2	l'	accusative
86	1	ond'	ablative
89	1	l'	accusative
90	2	t'	dative
91	3	ti	dative
91	4	s'	reflexive
92	8	te	ablative
94	1	Io	nominative
94	2	t'	accusative
99	3	ella	nominative
99	6	meco	ablative
102	1	si	reflexive
102	4	quel	ablative
102	5	che	accusative
102	8	si	reflexive
103	3	che	nominative
103	5	ciò	ablative
105	5	si	reflexive
106	6	tu	nominative
107	6	si	reflexive
108	5	si	reflexive
110	4	tanto	ablative
110	6	quanto	nominative
111	2	si	reflexive
112	4	quello	accusative
113	7	io	nominative
116	5	ond'	ablative
117	5	uno	accusative
119	2	io	nominative
119	5	cui	genitive
119	7	m'	accusative
120	8	m'	accusative
122	5	voi	dative
123	2	quei	nominative
123	3	che	nominative
123	8	ciò	ablative
124	1	Io	nominative
124	8	si	reflexive
125	7	lo	accusative
126	4	qual	ablative
126	7	si	reflexive
127	3	esso	ablative
128	4	l'	accusative
128	8	puollo	accusative
130	3	quello	ablative
132	5	noi	accusative
133	1	Questo	nominative
133	2	m'	accusative
133	4	questo	nominative
133	5	m'	accusative
134	5	dimandarvi	accusative
135	5	che	nominative
135	6	m'	dative
136	1	Io	nominative
136	8	sodisfarvi	accusative
139	2	mi	accusative
142	3	mi	reflexive
