line	token	word	case
4	1	tu	nominative
4	3	colei	nominative
4	4	che	nominative
7	4	si	reflexive
8	3	cui	genitive
10	4	noi	ablative
14	2	qual	nominative
14	7	te	dative
17	2	chi	dative
19	2	te	ablative
19	5	te	ablative
20	2	te	ablative
20	5	te	ablative
20	6	s'	reflexive
21	1	quantunque	nominative
22	2	questi	nominative
22	3	che	nominative
25	3	te	dative
28	2	io	nominative
28	3	che	nominative
29	3	i'	nominative
30	1	ti	dative
31	2	tu	nominative
31	5	li	dative
33	6	li	dative
33	7	si	reflexive
34	2	ti	dative
35	1	ciò	accusative
35	2	che	accusative
35	3	tu	nominative
39	5	ti	dative
41	5	ne	ablative
42	5	le	dative
43	6	s'	reflexive
44	2	qual	ablative
44	4	si	reflexive
44	8	s'	reflexive
46	2	io	nominative
46	3	ch'	nominative
47	4	io	nominative
48	6	me	ablative
49	2	m'	dative
50	2	io	nominative
50	6	io	nominative
51	3	me	ablative
51	7	ei	nominative
54	5	che	nominative
54	7	sé	ablative
58	3	colüi	nominative
58	4	che	nominative
60	4	altro	nominative
61	3	io	nominative
62	5	mi	dative
63	5	che	nominative
63	8	essa	ablative
64	6	si	reflexive
66	1	si	reflexive
67	4	che	nominative
67	6	ti	reflexive
69	5	quel	ablative
69	6	che	nominative
75	2	si	reflexive
76	1	Io	nominative
76	7	io	nominative
77	5	i'	nominative
78	6	lui	ablative
79	2	mi	dative
79	5	io	nominative
80	2	questo	ablative
80	7	i'	nominative
82	4	ond'	ablative
82	5	io	nominative
85	6	s'	reflexive
87	1	ciò	accusative
87	2	che	nominative
87	6	si	reflexive
90	2	ciò	accusative
90	4	i'	nominative
92	3	i'	nominative
93	2	questo	accusative
93	3	mi	reflexive
93	6	i'	nominative
94	4	m'	dative
96	1	che	nominative
100	5	si	reflexive
101	4	lei	ablative
102	5	si	reflexive
103	5	ch'	nominative
104	1	tutto	nominative
104	2	s'	reflexive
104	5	lei	ablative
104	9	quella	ablative
105	3	ciò	nominative
105	4	ch'	nominative
107	4	ch'	accusative
107	5	io	nominative
108	1	che	nominative
110	5	ch'	accusative
110	6	io	nominative
111	5	qual	nominative
111	6	s'	reflexive
112	5	che	nominative
112	6	s'	reflexive
113	2	me	ablative
114	1	mutandom'	reflexive
114	2	io	nominative
114	4	me	dative
114	5	si	reflexive
116	5	parvermi	dative
118	6	altro	ablative
120	1	che	nominative
120	6	si	reflexive
122	5	questo	nominative
122	7	quel	ablative
122	8	ch'	accusative
122	9	i'	nominative
124	4	che	nominative
124	7	te	ablative
125	2	t'	reflexive
125	6	te	ablative
126	3	te	accusative
127	3	che	nominative
128	3	te	ablative
130	3	sé	ablative
131	1	mi	dative
132	7	lei	ablative
133	1	Qual	nominative
133	5	che	nominative
133	7	s'	reflexive
135	4	ond'	ablative
135	5	elli	nominative
136	3	io	nominative
137	4	si	reflexive
138	8	s'	reflexive
139	5	ciò	ablative
141	5	che	ablative
145	3	che	nominative
