line	token	word	case
4	3	che	accusative
5	1	quella	nominative
5	2	ch'	nominative
6	2	colei	nominative
6	3	che	nominative
6	4	l'	accusative
6	7	che	nominative
6	8	la	accusative
7	4	che	accusative
8	6	costei	ablative
9	5	tu	nominative
10	6	colei	nominative
11	1	che	nominative
11	6	che	nominative
12	5	mei	dative
13	2	tu	nominative
14	4	io	nominative
17	3	esso	ablative
19	5	che	nominative
20	5	queste	nominative
21	2	che	ablative
21	3	si	reflexive
24	1	quei	nominative
24	2	che	nominative
26	5	si	reflexive
27	1	quei	nominative
27	2	ch'	nominative
30	3	lui	ablative
34	3	lui	ablative
36	2	altri	nominative
38	3	uno	nominative
40	8	che	nominative
42	5	si	reflexive
43	4	altrui	genitive
44	3	questi	nominative
46	2	te	reflexive
46	3	ne	ablative
48	2	tu	nominative
48	3	li	accusative
48	8	li	accusative
49	3	tu	nominative
50	2	io	nominative
51	2	che	ablative
51	3	ti	accusative
56	1	quantunque	accusative
57	1	ci	locative
57	2	si	reflexive
60	2	sé	ablative
61	4	cui	ablative
67	2	ciò	nominative
67	6	vi	locative
67	7	si	reflexive
69	1	che	nominative
72	4	s'	reflexive
84	5	si	reflexive
85	6	che	nominative
86	2	si	reflexive
87	2	ti	accusative
88	1	Io	nominative
88	4	lei	ablative
91	3	io	nominative
92	5	mi	accusative
93	2	mi	dative
94	4	che	nominative
96	3	lei	ablative
99	5	sen	reflexive+ablative
100	4	che	nominative
100	6	me	ablative
102	2	qual	ablative
102	3	tu	nominative
103	1	qual	nominative
103	5	che	nominative
107	2	colui	genitive
107	3	ch'	nominative
109	2	elli	nominative
109	4	me	dative
111	4	lui	ablative
112	2	elli	nominative
112	4	quelli	nominative
112	5	che	nominative
114	2	si	reflexive
115	9	io	nominative
118	3	che	nominative
121	1	colui	nominative
121	2	che	nominative
121	5	le	accusative
121	6	s'	reflexive
122	6	cui	genitive
125	5	cui	dative
127	3	che	nominative
129	1	che	nominative
129	2	s'	reflexive
130	3	esso	ablative
131	4	cui	ablative
137	3	che	nominative
139	6	che	nominative
139	7	t'	accusative
141	1	che	nominative
141	3	elli	nominative
143	5	lui	ablative
145	4	tu	nominative
145	5	t'	reflexive
146	6	oltrarti	reflexive
147	5	s'	reflexive
148	3	quella	ablative
148	4	che	nominative
148	6	aiutarti	accusative
149	2	tu	nominative
149	3	mi	accusative
