line	token	word	case
2	2	quale	ablative
3	3	m'	accusative
4	4	che	nominative
4	6	mi	accusative
5	5	io	nominative
6	4	che	nominative
6	5	li	dative
10	6	che	nominative
11	7	io	nominative
12	3	lei	ablative
12	5	mi	dative
13	2	si	reflexive
13	7	noi	ablative
14	4	ond'	ablative
15	1	che	accusative
17	1	mi	dative
18	2	cui	ablative
18	5	si	reflexive
19	6	si	reflexive
20	5	uno	nominative
22	3	ïo	nominative
24	4	che	nominative
24	7	li	accusative
25	6	si	reflexive
26	3	me	ablative
26	4	ciascun	nominative
26	5	s'	reflexive
29	4	cui	ablative
30	5	si	reflexive
32	1	tu	nominative
32	6	la	accusative
34	7	t'	reflexive
35	2	ciò	nominative
35	3	che	nominative
36	6	si	reflexive
38	1	mi	dative
38	4	io	nominative
39	1	che	nominative
39	2	li	accusative
40	7	tu	nominative
40	8	t'	reflexive
44	3	che	nominative
45	2	te	ablative
45	5	altrui	ablative
45	7	ciò	ablative
46	2	quel	accusative
46	3	ch'	nominative
46	4	ell'	nominative
46	8	se	reflexive
46	9	ne	ablative
47	8	te	dative
49	2	quella	nominative
49	4	che	nominative
51	5	mi	accusative
54	3	che	nominative
55	2	li	dative
57	5	li	dative
58	5	che	nominative
59	5	ei	nominative
60	4	t'	dative
61	2	lui	dative
61	4	io	nominative
61	7	li	dative
62	5	elli	nominative
62	7	ciò	dative
63	6	ciò	accusative
63	7	li	dative
65	5	quel	ablative
65	6	ch'	accusative
65	7	elli	nominative
66	5	si	reflexive
67	3	io	nominative
68	6	qual	nominative
70	4	mi	dative
71	2	quei	nominative
71	3	la	accusative
73	3	te	ablative
74	2	color	nominative
74	3	che	nominative
75	2	chi	nominative
75	3	nol	accusative
75	6	elli	nominative
76	1	Tu	nominative
76	2	mi	accusative
77	7	io	nominative
78	3	altrui	ablative
79	2	io	nominative
82	5	ond'	ablative
82	6	ïo	nominative
83	5	che	nominative
83	6	mi	accusative
85	3	io	nominative
85	6	te	dative
85	7	che	nominative
85	8	ti	reflexive
86	2	lei	genitive
86	8	tu	nominative
87	1	quello	accusative
87	2	che	nominative
87	5	ti	dative
88	2	io	nominative
89	5	esso	nominative
89	6	lo	accusative
89	7	mi	dative
90	4	che	accusative
90	6	s'	reflexive
91	4	ciascuna	nominative
96	3	ci	dative
98	3	te	ablative
98	7	noi	ablative
98	8	s'	reflexive
99	2	che	ablative
100	3	esse	ablative
100	6	si	reflexive
106	3	io	nominative
107	4	che	nominative
107	5	si	reflexive
110	6	lor	ablative
112	1	Questi	nominative
112	3	colui	nominative
112	4	che	nominative
113	5	questi	nominative
118	1	Qual	nominative
118	3	colui	nominative
118	4	ch'	nominative
118	7	s'	reflexive
120	1	che	nominative
121	2	mi	reflexive
121	4	ïo	nominative
122	6	t'	reflexive
123	4	che	nominative
124	9	saragli	dative
126	5	s'	reflexive
128	6	che	nominative
129	2	questo	accusative
131	1	si	reflexive
131	4	esso	ablative
132	1	che	nominative
132	2	si	reflexive
135	2	si	reflexive
136	6	mi	reflexive
137	2	mi	reflexive
138	6	io	nominative
139	3	lei	ablative
