line	token	word	case
1	3	che	nominative
1	7	mi	dative
2	4	m'	dative
4	2	io	nominative
5	1	me	accusative
5	5	si	reflexive
7	4	che	nominative
8	2	sé	ablative
8	3	me	accusative
8	7	vedersi	reflexive
9	6	mi	dative
16	3	io	nominative
17	3	io	nominative
18	3	ch'	nominative
19	4	io	nominative
19	6	lor	genitive
19	7	m'	reflexive
21	4	cui	genitive
22	2	nulla	accusative
22	5	ritorsili	accusative
24	1	che	nominative
25	2	ti	reflexive
25	5	io	nominative
26	1	mi	dative
28	2	te	accusative
29	4	ciò	nominative
29	5	che	accusative
29	6	tu	nominative
31	4	esse	ablative
32	5	che	nominative
32	6	le	accusative
33	2	sé	ablative
33	5	lor	accusative
34	2	io	nominative
34	6	che	nominative
35	4	mi	reflexive
36	4	cui	genitive
37	5	che	nominative
39	1	che	nominative
39	5	s'	reflexive
40	2	mi	dative
40	5	mi	accusative
42	2	ella	nominative
44	7	quella	nominative
45	1	che	nominative
45	5	sé	ablative
46	1	I'	nominative
47	7	sé	accusative
48	2	mi	dative
48	3	ti	accusative
49	4	i'	nominative
50	1	che	nominative
52	4	che	nominative
55	4	che	nominative
56	2	n'	ablative
58	2	io	nominative
58	4	lei	dative
59	5	che	accusative
60	1	che	nominative
60	2	vi	accusative
62	3	m'	accusative
62	5	ciò	nominative
62	6	che	nominative
62	7	tu	nominative
62	8	mi	dative
63	4	m'	dative
64	2	dimmi	dative
64	3	voi	nominative
64	4	che	nominative
65	2	voi	nominative
66	7	farvi	reflexive
68	3	mi	dative
71	4	che	nominative
71	6	volerne	ablative
72	2	quel	accusative
72	3	ch'	accusative
72	7	altro	ablative
72	9	ci	accusative
75	4	colui	genitive
75	5	che	nominative
75	7	ne	ablative
76	1	che	accusative
80	1	tenersi	reflexive
81	4	fansi	reflexive
82	4	noi	nominative
84	5	che	nominative
84	9	ne	ablative
86	1	ell'	nominative
86	6	qual	dative
86	7	tutto	nominative
86	8	si	reflexive
87	1	ciò	accusative
87	2	ch'	nominative
87	3	ella	nominative
87	6	che	accusative
88	2	mi	dative
90	8	vi	locative
91	4	elli	nominative
93	2	quel	accusative
93	3	si	reflexive
93	7	quel	ablative
93	8	si	reflexive
94	3	io	nominative
95	4	lei	ablative
96	1	onde	ablative
98	4	mi	dative
98	8	cui	genitive
99	5	si	reflexive
100	5	si	reflexive
101	4	ch'	nominative
102	1	che	nominative
103	4	seguirla	accusative
104	2	mi	reflexive
104	7	mi	reflexive
107	2	mi	accusative
108	2	si	reflexive
109	5	che	nominative
109	6	ti	dative
109	7	si	reflexive
110	7	che	nominative
110	8	s'	reflexive
112	1	ciò	accusative
112	2	ch'	nominative
112	3	io	nominative
112	6	me	ablative
112	8	sé	ablative
113	5	le	dative
118	1	Quest'	nominative
119	1	che	nominative
121	2	parlommi	dative
124	4	che	nominative
124	6	lei	accusative
125	6	la	accusative
127	5	si	reflexive
128	2	quella	nominative
130	2	ciò	nominative
130	3	mi	accusative
