line	token	word	case
2	1	m'	accusative
2	4	mi	dative
3	1	che	accusative
5	3	io	nominative
8	2	s'	reflexive
8	6	che	nominative
8	7	la	accusative
9	4	ch'	nominative
11	1	che	nominative
14	2	me	ablative
14	3	si	reflexive
14	9	piacermi	dative
16	5	ch'	nominative
17	2	me	ablative
20	5	fammi	dative
21	2	i'	nominative
21	5	te	ablative
21	7	quel	accusative
21	8	ch'	accusative
21	9	io	nominative
22	4	che	nominative
22	5	m'	dative
23	4	ond'	ablative
23	5	ella	nominative
24	4	cui	dative
26	2	che	nominative
28	1	si	reflexive
30	1	che	nominative
31	6	io	nominative
31	8	ella	nominative
33	2	mi	accusative
34	4	me	ablative
35	8	mi	accusative
38	4	che	nominative
38	6	m'	dative
40	5	s'	reflexive
41	4	si	reflexive
43	2	ciò	accusative
44	1	che	nominative
45	6	si	reflexive
47	4	che	accusative
49	6	s'	reflexive
51	4	lui	ablative
51	6	si	reflexive
53	6	che	nominative
54	6	s'	reflexive
56	1	che	nominative
57	3	chi	nominative
57	4	'l	accusative
58	1	che	accusative
61	4	voi	nominative
62	1	onde	ablative
62	4	noi	dative
63	5	ne	ablative
64	2	si	reflexive
64	5	fecemi	dative
66	2	che	ablative
66	3	si	reflexive
67	4	che	nominative
67	5	m'	dative
68	4	mi	dative
68	5	si	reflexive
69	5	che	ablative
70	6	s'	reflexive
71	7	s'	reflexive
73	3	tutto	accusative
73	7	s'	reflexive
74	2	io	nominative
74	7	nulla	nominative
75	3	sé	genitive
75	5	te	dative
76	5	che	nominative
78	1	che	nominative
80	4	io	nominative
81	2	io	nominative
81	3	m'	reflexive
81	6	tu	nominative
81	7	t'	reflexive
82	5	che	ablative
82	8	si	reflexive
84	5	che	nominative
86	2	sen	reflexive+ablative
88	5	io	nominative
89	5	che	ablative
92	6	ond'	ablative
92	7	io	nominative
93	1	che	nominative
94	2	mi	dative
94	7	cui	dative
96	2	me	ablative
96	3	s'	reflexive
96	6	io	nominative
96	9	lui	ablative
99	2	me	ablative
99	5	si	reflexive
100	4	che	nominative
103	4	si	reflexive
103	7	si	reflexive
104	5	ch'	nominative
105	4	ch'	accusative
106	2	si	reflexive
106	7	ch'	nominative
108	7	quel	nominative
110	1	ten	accusative+ablative
111	4	mi	dative
112	1	Tu	nominative
112	4	chi	nominative
113	1	che	nominative
113	4	me	ablative
115	6	si	reflexive
117	2	lei	genitive
117	6	si	reflexive
118	5	cui	ablative
118	8	s'	reflexive
119	1	che	nominative
121	2	si	reflexive
121	4	lei	accusative
123	1	che	nominative
123	2	s'	reflexive
124	2	ella	nominative
126	1	che	nominative
127	4	che	nominative
127	6	colui	genitive
128	1	che	nominative
129	3	cui	genitive
131	1	c'	nominative
133	2	questo	ablative
135	1	si	reflexive
135	7	lor	dative
136	2	questo	dative
140	3	che	nominative
141	4	che	accusative
