line	token	word	case
3	1	quella	nominative
3	2	che	nominative
5	2	colui	accusative
5	3	che	nominative
5	4	se	reflexive
5	5	n'	ablative
6	3	l'	accusative
7	2	sé	reflexive
8	1	li	dative
8	8	el	nominative
8	9	s'	reflexive
9	2	esso	ablative
10	5	si	reflexive
11	2	io	nominative
12	3	pigliarmi	accusative
13	3	io	nominative
13	4	mi	reflexive
14	4	ciò	ablative
14	5	che	nominative
15	6	s'	reflexive
16	4	che	nominative
17	6	ch'	accusative
17	7	elli	nominative
20	5	esso	ablative
21	5	si	reflexive
23	5	che	nominative
23	6	'l	accusative
24	4	che	nominative
26	1	si	reflexive
27	3	che	nominative
28	2	questo	nominative
29	2	quel	nominative
33	3	contenerlo	accusative
34	8	chiascheduno	nominative
35	3	si	reflexive
37	2	quello	nominative
38	1	cui	dative
39	6	lei	ablative
39	7	s'	reflexive
40	4	che	nominative
40	5	mi	accusative
43	4	che	nominative
43	6	li	dative
45	5	ond'	ablative
45	6	elli	nominative
46	2	io	nominative
46	4	lei	dative
47	4	ch'	accusative
47	5	io	nominative
48	2	m'	dative
48	4	ciò	nominative
48	5	che	nominative
48	6	m'	dative
49	5	si	reflexive
51	2	elle	nominative
54	1	che	nominative
55	2	convienmi	dative
57	2	io	nominative
57	4	me	ablative
57	7	ciò	dative
62	2	ch'	accusative
62	3	io	nominative
62	4	ti	dative
62	8	saziarti	accusative
63	4	esso	ablative
63	5	t'	accusative
66	1	che	nominative
66	2	si	reflexive
66	6	lor	genitive
69	2	elli	nominative
70	2	costui	nominative
70	3	che	nominative
72	3	che	nominative
72	7	che	nominative
73	4	tu	nominative
75	4	che	nominative
75	5	t'	dative
76	1	tu	nominative
81	5	ond'	ablative
82	3	si	reflexive
83	1	che	nominative
83	8	ne	ablative
85	3	ïo	nominative
85	6	mi	dative
87	8	si	reflexive
92	7	loro	genitive
93	8	s'	reflexive
94	1	Io	nominative
95	4	che	nominative
95	5	li	accusative
96	5	quai	ablative
97	2	quella	nominative
97	3	che	nominative
99	1	t'	dative
103	4	che	nominative
103	6	li	accusative
104	1	si	reflexive
106	4	che	accusative
106	5	tutti	nominative
107	5	si	reflexive
108	4	che	ablative
108	5	si	reflexive
109	2	si	reflexive
109	6	si	reflexive
110	7	che	accusative
111	4	ch'	accusative
111	6	che	accusative
113	1	che	nominative
114	6	si	reflexive
115	4	che	nominative
117	1	che	nominative
119	4	che	nominative
120	4	onde	ablative
120	5	s'	reflexive
125	4	si	reflexive
127	6	s'	reflexive
131	5	si	reflexive
132	2	li	accusative
132	7	io	nominative
133	4	lui	ablative
133	6	si	reflexive
135	5	sé	ablative
138	2	chi	nominative
138	3	'l	accusative
138	7	gliel	dative+accusative
