line	token	word	case
1	2	colui	nominative
1	3	che	nominative
3	7	si	reflexive
4	3	che	nominative
4	6	lui	genitive
4	8	s'	reflexive
5	2	si	reflexive
6	5	che	ablative
6	6	una	nominative
7	6	mi	dative
13	4	che	nominative
13	7	t'	accusative
15	1	ch'	nominative
17	1	ond'	ablative
17	2	io	nominative
19	2	mi	dative
20	1	che	nominative
24	5	che	nominative
28	1	Fecesi	reflexive
30	1	quali	accusative
30	6	io	nominative
30	7	le	accusative
31	4	me	ablative
31	5	che	nominative
32	5	incominciommi	reflexive
33	4	si	reflexive
34	5	ond'	ablative
34	6	io	nominative
35	1	quelli	accusative
35	2	onde	ablative
35	7	mi	dative
37	1	Colui	nominative
37	2	che	nominative
39	1	che	nominative
42	4	ch'	nominative
43	3	che	nominative
43	4	mi	dative
44	1	colui	nominative
44	2	che	nominative
44	6	mi	dative
44	7	s'	reflexive
49	2	quel	nominative
49	3	che	nominative
50	2	che	ablative
53	2	si	reflexive
55	3	che	nominative
55	9	meco	ablative
56	4	che	nominative
57	5	si	reflexive
59	6	li	dative
61	2	quel	nominative
61	3	che	accusative
62	3	cui	accusative
63	1	che	nominative
64	4	s'	reflexive
66	4	il	accusative
67	1	Chi	nominative
70	5	quel	ablative
70	6	che	accusative
73	3	che	nominative
73	6	si	reflexive
75	5	che	nominative
75	6	la	accusative
76	2	mi	dative
77	6	cui	genitive
78	4	ell'	nominative
79	4	io	nominative
80	7	ch'	accusative
80	8	el	nominative
82	5	Che	nominative
82	8	queste	nominative
83	1	mi	accusative
84	3	io	nominative
86	4	mi	dative
87	3	tenermi	reflexive
88	1	Io	nominative
88	4	tu	nominative
89	2	io	nominative
89	3	le	accusative
91	3	quei	accusative
91	4	che	nominative
93	5	altri	nominative
93	7	la	accusative
96	1	che	nominative
98	3	lei	accusative
101	1	ti	accusative
101	5	ne	ablative
106	3	una	nominative
106	9	si	reflexive
108	2	ciò	nominative
109	4	che	nominative
110	7	suscitarla	accusative
112	4	onde	ablative
112	5	si	reflexive
113	6	che	ablative
114	3	lui	ablative
114	6	aiutarla	accusative
115	3	s'	reflexive
118	5	che	nominative
119	3	che	ablative
122	8	li	dative
124	2	ei	nominative
124	5	quella	ablative
126	2	riprendiene	ablative
127	4	li	dative
128	1	che	accusative
128	2	tu	nominative
132	1	che	nominative
133	2	voi	nominative
133	4	tenetevi	reflexive
134	4	noi	nominative
134	5	che	nominative
136	2	ènne	ablative
137	8	s'	reflexive
138	2	quel	accusative
138	3	che	accusative
138	7	noi	nominative
140	2	farmi	dative
141	2	mi	dative
144	2	che	ablative
145	4	e'	nominative
145	7	mi	dative
146	2	io	nominative
147	6	si	reflexive
