line	start	end	head	text
1	3	4	4	suo Figlio
1	4	4	4	Figlio
1	6	7	7	l'Amore
1	7	7	7	Amore
2	2	6	3	l'uno e l'altro
2	2	3	3	l'uno
2	3	3	3	uno
2	5	6	6	l'altro
2	6	6	6	altro
3	1	5	5	lo primo e ineffabile Valore
3	2	5	5	primo e ineffabile Valore
3	4	5	5	ineffabile Valore
3	5	5	5	Valore
4	3	3	3	mente
4	6	6	6	loco
5	2	3	3	tant' ordine
5	3	3	3	ordine
6	2	4	2	gustar di lui
6	4	4	4	lui
6	5	7	5	chi ciò rimira
6	6	6	6	ciò
7	3	3	3	lettore
7	5	7	7	l'alte rote
7	7	7	7	rote
8	1	1	1	+me
8	2	3	3	la vista
8	3	3	3	vista
8	6	7	7	quella parte
8	7	7	7	parte
9	2	7	4	l'un moto e l'altro
9	2	4	4	l'un moto
9	4	4	4	moto
9	6	7	7	l'altro
9	7	7	7	altro
10	7	8	8	l'arte
11	2	9	3	quel maestro che dentro a sé l'ama
11	2	3	3	quel maestro
11	7	7	7	sé
11	8	8	8	l'
12	5	5	5	lei
12	6	7	7	l'occhio
13	5	5	5	si
14	1	7	3	l'oblico cerchio che i pianeti porta
14	1	3	3	l'oblico cerchio
14	5	6	6	i pianeti
15	4	7	4	mondo che li chiama
15	4	4	4	mondo
15	6	6	6	li
16	3	5	4	la strada lor
16	3	4	4	la strada
16	4	5	4	strada lor
16	4	4	4	strada
17	1	4	2	molta virtù nel ciel
17	1	2	2	molta virtù
17	2	4	2	virtù nel ciel
17	2	2	2	virtù
17	4	4	4	ciel
17	7	7	7	vano
18	2	7	4	quasi ogne potenza qua giù morta
18	3	7	4	ogne potenza qua giù morta
18	3	4	4	ogne potenza
18	4	7	4	potenza qua giù morta
18	4	4	4	potenza
19	4	8	4	dritto più o men lontano
19	4	4	4	dritto
20	2	3	3	'l partire
20	3	3	3	partire
21	6	8	7	l'ordine mondano
21	7	8	7	ordine mondano
21	7	7	7	ordine
22	2	2	2	ti
22	4	4	4	lettor
22	6	8	8	'l tuo banco
23	4	7	4	ciò che si preliba
23	4	4	4	ciò
23	6	6	6	si
24	4	4	4	lieto
24	8	8	8	stanco
25	2	2	2	t'
25	7	7	7	te
25	8	8	8	ti
26	3	3	3	sé
26	5	8	8	tutta la mia cura
26	6	8	8	la mia cura
26	7	8	8	mia cura
27	1	7	2	quella materia ond' io son fatto scriba
27	1	2	2	quella materia
27	3	3	3	ond'
27	4	4	4	io
27	7	7	7	scriba
28	1	6	2	Lo ministro maggior de la natura
28	1	3	2	Lo ministro maggior
28	2	3	2	ministro maggior
28	5	6	6	la natura
29	3	5	3	valor del ciel
29	4	5	5	del ciel
29	6	7	7	lo mondo
