line	start	end	head	text
1	4	4	4	me
1	6	8	7	l'ali aperte
1	6	7	7	l'ali
2	1	7	3	la bella image che nel dolce frui
2	1	3	3	la bella image
2	6	7	7	dolce frui
3	3	5	4	l'anime conserte
3	3	4	4	l'anime
4	2	2	2	ciascuna
4	3	3	3	rubinetto
5	1	3	1	raggio di sole
5	3	3	3	sole
6	3	4	4	miei occhi
6	6	6	6	lui
7	2	7	2	quel che mi convien ritrar testeso
7	2	2	2	quel
7	4	4	4	mi
8	3	3	3	voce
8	7	7	7	incostro
9	4	4	4	fantasia
10	2	2	2	io
10	8	9	9	lo rostro
11	4	5	5	la voce
11	7	7	7	io
11	9	9	9	mio
12	4	4	4	concetto
12	6	6	6	noi
12	8	8	8	nostro
13	4	7	4	esser giusto e pio
14	2	2	2	io
14	6	7	7	quella gloria
14	7	7	7	gloria
15	7	7	7	disio
16	3	3	3	terra
16	5	7	7	la mia memoria
16	6	7	7	mia memoria
16	7	7	7	memoria
17	4	7	5	le genti lì malvage
17	4	5	5	le genti
17	5	7	5	genti lì malvage
17	5	5	5	genti
18	2	2	2	lei
18	6	7	7	la storia
18	7	7	7	storia
19	2	7	4	un sol calor di molte brage
19	2	4	4	un sol calor
19	4	7	4	calor di molte brage
19	6	7	7	molte brage
20	6	7	7	molti amori
21	3	7	4	un suon di quella image
21	3	4	4	un suon
21	4	7	4	suon di quella image
21	6	7	7	quella image
22	2	2	2	io
22	5	6	6	perpetüi fiori
23	2	4	4	l'etterna letizia
23	3	4	4	etterna letizia
23	7	7	7	uno
24	4	6	6	tutti vostri odori
24	5	6	6	vostri odori
25	1	1	1	+mi
25	3	5	5	il gran digiuno
26	7	7	7	fame
27	2	2	2	+li
27	4	4	4	terra
27	5	6	5	cibo alcuno
28	3	3	3	io
28	7	7	7	cielo
28	8	9	9	altro reame
29	1	3	3	la divina giustizia
29	5	6	6	suo specchio
30	2	3	3	'l vostro
30	5	5	5	l'
30	8	8	8	velame
31	4	4	4	io
32	6	6	6	quello
33	1	7	1	dubbio che m'è digiun cotanto vecchio
33	1	1	1	dubbio
34	2	6	2	falcone ch'esce del cappello
34	2	2	2	falcone
34	6	6	6	cappello
35	2	3	3	la testa
35	3	3	3	testa
35	6	7	7	l'ali
35	7	7	7	ali
36	1	1	1	voglia
37	2	2	2	io
37	3	3	3	+si
37	4	8	5	quel segno, che di laude
37	4	5	5	quel segno
37	8	8	8	laude
38	2	4	4	la divina grazia
38	3	4	4	divina grazia
39	2	9	2	canti quai si sa chi là sù gaude
39	2	2	2	canti
39	6	9	6	chi là sù gaude
40	3	7	3	Colui che volse il sesto
40	3	3	3	Colui
40	6	7	7	il sesto
41	2	5	3	lo stremo del mondo
41	5	5	5	mondo
41	9	9	9	esso
42	2	5	3	tanto occulto e manifesto
42	2	3	3	tanto occulto
42	5	5	5	manifesto
43	3	4	4	suo valor
44	2	4	4	tutto l'universo
44	3	4	4	l'universo
44	6	8	8	'l suo verbo
44	7	8	8	suo verbo
45	4	5	5	infinito eccesso
46	2	2	2	ciò
46	6	8	8	'l primo superbo
47	3	7	4	la somma d'ogne creatura
47	6	7	7	ogne creatura
48	4	4	4	lume
49	5	7	7	ogne minor natura
50	2	6	3	corto recettacolo a quel bene
50	2	3	3	corto recettacolo
50	5	6	6	quel bene
51	4	4	4	fine
51	6	9	9	sé con sé misura
51	6	8	6	sé con sé
51	6	6	6	sé
51	8	8	8	sé
51	9	9	9	misura
52	2	3	3	vostra veduta
53	2	7	2	alcun de' raggi de la mente
53	4	7	4	raggi de la mente
53	6	7	7	la mente
54	3	5	5	tutte le cose
54	4	5	5	le cose
55	4	5	5	sua natura
56	3	4	4	suo principio
57	5	9	5	quel che l'è parvente
57	5	5	5	quel
57	7	7	7	l'
58	3	5	4	la giustizia sempiterna
59	1	7	2	la vista che riceve il vostro mondo
59	1	2	2	la vista
59	5	7	7	il vostro mondo
60	2	5	2	occhio per lo mare
60	2	2	2	occhio
60	4	5	5	lo mare
61	5	6	6	la proda
61	8	9	9	il fondo
62	2	2	2	pelago
62	3	3	3	+lo
63	1	1	1	èli
63	4	4	4	lui
63	5	7	6	l'esser profondo
63	6	7	6	esser profondo
64	1	1	1	Lume
64	8	8	8	sereno
65	8	8	8	tenèbra
66	2	5	2	ombra de la carne
66	4	5	5	la carne
66	7	8	8	suo veleno
67	6	7	7	la latebra
68	4	6	5	la giustizia viva
69	4	6	4	question cotanto crebra
70	2	2	2	tu
70	4	5	5	Un uom
70	8	9	9	la riva
71	2	3	3	l'Indo
71	8	9	8	chi ragioni
72	2	2	2	Cristo
72	4	5	4	chi legga
72	7	8	7	chi scriva
73	2	7	4	tutti suoi voleri e atti buoni
73	2	4	4	tutti suoi voleri
73	3	7	4	suoi voleri e atti buoni
73	3	4	4	suoi voleri
73	4	7	4	voleri e atti buoni
73	4	4	4	voleri
73	6	7	6	atti buoni
73	6	6	6	atti
74	3	4	3	ragione umana
74	3	3	3	ragione
75	2	2	2	peccato
75	4	4	4	vita
75	7	7	7	sermoni
76	6	6	6	fede
77	3	4	4	questa giustizia
77	4	4	4	giustizia
77	6	6	6	'l
78	3	5	4	la colpa sua
78	4	5	4	colpa sua
78	4	4	4	colpa
78	7	7	7	ei
79	2	2	2	tu
79	3	3	3	chi
79	9	9	9	scranna
80	4	4	4	lungi
80	5	6	6	mille miglia
81	2	7	3	la veduta corta d'una spanna
81	2	4	3	la veduta corta
81	6	7	7	una spanna
