line	start	end	head	text
1	3	7	4	lo mondo in suo periclo
1	3	4	4	lo mondo
1	6	7	7	suo periclo
2	2	4	4	la bella Ciprigna
2	5	7	7	il folle amore
3	4	5	5	terzo epiciclo
4	6	6	6	lei
4	8	8	8	onore
5	2	2	2	sacrificio
5	5	6	6	votivo grido
5	6	6	6	grido
6	1	3	2	le genti antiche
6	2	3	2	genti antiche
6	2	2	2	genti
6	5	7	7	l'antico errore
6	6	7	7	antico errore
6	7	7	7	errore
7	2	2	2	Dïone
7	5	5	5	Cupido
8	1	1	1	quella
8	3	4	3	madre sua
8	5	5	5	questo
8	7	7	7	figlio
9	4	4	4	el
9	7	9	7	grembo a Dido
9	9	9	9	Dido
10	3	3	3	costei
10	5	5	5	io
10	6	6	6	principio
11	2	6	3	il vocabol de la stella
11	2	3	3	il vocabol
11	5	6	6	la stella
12	2	3	3	'l sol
12	7	7	7	coppa
12	10	10	10	ciglio
13	1	1	1	Io
13	5	8	6	del salire in ella
13	6	8	6	salire in ella
13	8	8	8	ella
14	3	3	3	+vi
14	8	8	8	fede
15	1	9	2	la donna mia ch'i' vidi far più bella
15	1	3	2	la donna mia
15	2	3	2	donna mia
15	5	5	5	i'
16	4	4	4	fiamma
16	5	5	5	favilla
17	4	4	4	voce
17	5	5	5	voce
18	2	2	2	una
18	6	6	6	altra
19	2	2	2	io
19	4	5	5	essa luce
19	6	7	7	altre lucerne
20	1	1	1	+si
20	3	7	3	giro più e men correnti
20	3	3	3	giro
21	2	7	2	modo, credo, di lor viste interne
21	2	2	2	modo
21	5	7	6	lor viste interne
21	6	7	6	viste interne
22	2	3	3	fredda nube
22	6	6	6	venti
23	2	2	2	visibili
23	4	4	4	no
24	4	6	4	impediti e lenti
24	4	4	4	impediti
24	6	6	6	lenti
25	2	2	2	chi
25	4	6	5	quei lumi divini
25	5	6	5	lumi divini
26	3	3	3	noi
26	6	7	7	il giro
26	7	7	7	giro
27	4	6	6	li alti Serafini
27	5	6	6	alti Serafini
27	6	6	6	Serafini
28	4	8	4	quei che più innanzi appariro
28	4	4	4	quei
29	2	2	2	Osanna
30	2	2	2	rïudir
30	6	6	6	disiro
31	4	5	5	l'un
31	9	9	9	noi
32	4	4	4	Tutti
33	2	3	3	tuo piacer
33	6	6	6	noi
34	1	1	1	Noi
34	5	6	5	principi celesti
35	2	3	3	un giro
35	6	7	7	un girare
35	10	11	11	una sete
36	2	2	2	quali
36	3	3	3	tu
36	5	5	5	mondo
37	1	7	1	Voi che 'ntendendo il terzo ciel movete
37	1	1	1	Voi
37	4	6	6	il terzo ciel
38	6	6	6	amor
38	9	9	9	piacerti
38	9	9	9	+ti
39	5	8	6	un poco di quïete
39	5	6	6	un poco
39	8	8	8	quïete
40	3	5	4	li occhi miei
40	4	5	4	occhi miei
41	2	4	4	la mia donna
41	3	4	4	mia donna
41	7	7	7	essa
42	2	2	2	li
42	5	5	5	sé
43	3	6	4	la luce che promessa
43	3	4	4	la luce
44	6	6	6	chi
45	1	7	2	la voce mia di grande affetto impressa
45	1	6	2	la voce mia di grande affetto
45	1	3	2	la voce mia
45	5	6	6	grande affetto
46	2	4	2	quanta e quale
46	2	2	2	quanta
46	4	4	4	quale
46	6	6	6	io
46	7	7	7	lei
47	2	6	2	allegrezza nova che s'accrebbe
47	2	3	2	allegrezza nova
47	2	2	2	allegrezza
