line	start	end	head	text
1	3	5	4	li occhi miei
1	4	5	4	occhi miei
1	8	8	8	volto
2	2	4	4	la mia donna
2	3	4	4	mia donna
2	6	7	7	l'animo
2	9	9	9	essi
3	3	5	5	ogne altro intento
3	4	5	5	altro intento
4	2	2	2	quella
4	7	7	7	io
5	3	3	3	tu
6	2	2	2	Semelè
6	5	5	5	cener
7	2	4	3	la bellezza mia
7	3	4	3	bellezza mia
7	7	8	8	le scale
8	2	4	4	l'etterno palazzo
8	3	4	4	etterno palazzo
9	6	6	6	si
10	0	0	0	
11	2	5	5	'l tuo mortal podere
11	3	5	5	tuo mortal podere
11	4	5	5	mortal podere
11	5	5	5	podere
11	7	8	8	suo fulgore
11	8	8	8	fulgore
12	2	5	2	fronda che trono scoscende
12	2	2	2	fronda
12	4	4	4	trono
13	1	1	1	Noi
13	5	6	6	settimo splendore
14	3	7	4	'l petto del Leone ardente
14	3	4	4	'l petto
14	4	7	4	petto del Leone ardente
14	6	7	6	Leone ardente
15	6	7	7	suo valore
16	5	7	6	li occhi tuoi
16	6	7	6	occhi tuoi
16	8	9	9	la mente
17	4	5	5	quelli specchi
17	7	8	8	la figura
18	3	4	4	questo specchio
19	1	1	1	Qual
19	3	3	3	qual
19	5	6	6	la pastura
20	1	7	2	del viso mio ne l'aspetto beato
20	1	3	2	del viso mio
20	2	7	2	viso mio ne l'aspetto beato
20	2	3	2	viso mio
20	4	7	6	ne l'aspetto beato
20	5	7	6	l'aspetto beato
21	2	2	2	io
21	6	7	7	altra cura
22	2	2	2	quanto
22	6	6	6	grato
23	3	6	6	la mia celeste scorta
24	2	3	3	l'un
24	5	7	7	l'altro lato
25	2	7	3	al cristallo che 'l vocabol porta
25	2	3	3	al cristallo
25	3	7	3	cristallo che 'l vocabol porta
25	3	3	3	cristallo
25	5	6	6	'l vocabol
25	6	6	6	vocabol
26	2	3	3	il mondo
26	3	3	3	mondo
26	4	7	7	del suo caro duce
26	5	7	7	suo caro duce
26	6	7	7	caro duce
26	7	7	7	duce
27	2	2	2	cui
27	4	6	5	ogne malizia morta
27	4	5	5	ogne malizia
27	5	6	5	malizia morta
27	5	5	5	malizia
28	2	4	2	color d'oro
28	4	4	4	oro
28	6	7	7	che raggio
28	7	7	7	raggio
29	2	2	2	io
29	3	7	4	uno scaleo eretto in suso
29	3	5	4	uno scaleo eretto
29	3	4	4	uno scaleo
29	4	4	4	scaleo
29	7	7	7	suso
30	3	3	3	+lo
30	5	7	7	la mia luce
30	7	7	7	luce
31	4	5	5	li gradi
32	1	2	2	tanti splendor
32	4	4	4	io
32	7	8	8	ogne lume
33	1	1	1	che
33	4	4	4	ciel
34	4	6	6	lo natural costume
35	1	2	2	le pole
35	5	7	5	cominciar del giorno
35	7	7	7	giorno
36	5	7	7	le fredde piume
37	2	2	2	altre
37	6	6	6	ritorno
38	1	1	1	altre
38	3	3	3	sé
39	2	2	2	altre
39	5	5	5	soggiorno
40	1	2	2	tal modo
40	4	4	4	me
41	2	6	3	quello sfavillar che 'nsieme venne
41	2	3	3	quello sfavillar
42	4	5	5	certo grado
43	2	8	2	quel che presso più ci si ritenne
43	2	2	2	quel
43	3	3	3	che
44	6	6	6	io
45	1	1	1	Io
45	4	9	5	l'amor che tu m'accenne
45	4	5	5	l'amor
45	6	6	6	che
45	7	7	7	tu
46	2	2	2	quella
46	4	4	4	io
46	6	10	7	il come e 'l quando
46	6	7	7	il come
46	9	10	10	'l quando
47	2	2	2	dire
47	5	5	5	tacer
47	9	9	9	io
48	2	3	3	'l disio
48	7	7	7	io
49	3	3	3	ella
49	6	8	7	il tacer mio
49	7	8	7	tacer mio
50	2	7	2	veder di colui che tutto vede
50	2	2	2	veder
50	4	7	4	colui che tutto vede
50	4	4	4	colui
51	4	7	7	il tuo caldo disio
51	5	7	7	tuo caldo disio
51	6	7	7	caldo disio
52	2	2	2	io
52	4	6	6	La mia mercede
53	2	2	2	mi
53	6	8	8	la tua risposta
54	3	8	3	colei che 'l chieder mi concede
54	3	3	3	colei
54	5	6	6	'l chieder
54	7	7	7	mi
55	1	6	1	vita beata che ti stai nascosta
55	1	2	1	vita beata
56	3	5	5	la tua letizia
56	4	5	5	tua letizia
56	6	6	6	+mi
57	1	9	2	la cagion che sì presso mi t'ha posta
57	1	2	2	la cagion
58	7	8	8	questa rota
59	1	5	3	la dolce sinfonia di paradiso
59	1	3	3	la dolce sinfonia
59	5	5	5	paradiso
60	4	5	5	l'altre
61	1	1	1	Tu
61	3	5	4	l'udir mortal
61	8	9	9	il viso
62	3	3	3	me
63	2	7	2	quel che Bëatrice non ha riso
63	4	4	4	Bëatrice
64	3	8	4	li gradi de la scala santa
64	6	8	7	la scala santa
65	5	5	5	+ti
65	6	6	6	festa
66	2	2	2	dire
66	5	9	6	la luce che mi ammanta
66	5	6	6	la luce
67	3	3	3	amor
68	4	5	5	tanto amor
68	5	5	5	amor
69	3	4	4	il fiammeggiar
69	4	4	4	fiammeggiar
70	2	4	4	l'alta carità
70	4	4	4	carità
70	8	8	8	serve
71	3	7	3	consiglio che 'l mondo governa
71	3	3	3	consiglio
71	5	6	6	'l mondo
71	6	6	6	mondo
72	5	5	5	tu
73	1	1	1	Io
73	5	5	5	io
73	6	7	7	sacra lucerna
74	2	6	3	libero amore in questa corte
74	2	3	3	libero amore
74	5	6	6	questa corte
75	4	6	5	la provedenza etterna
76	2	2	2	questo
76	4	10	4	quel ch'a cerner mi par forte
76	4	4	4	quel
76	7	7	7	cerner
77	0	0	0	
78	2	7	3	questo officio tra le tue consorte
78	2	3	3	questo officio
78	5	7	7	le tue consorte
79	5	7	7	l'ultima parola
80	3	4	4	suo mezzo
80	6	8	8	il lume centro
80	6	7	7	il lume
81	2	2	2	sé
81	4	5	5	veloce mola
82	3	8	4	l'amor che v'era dentro
82	3	4	4	l'amor
83	1	2	1	Luce divina
83	4	4	4	me
84	3	3	3	questa
84	6	6	6	io
85	1	3	3	la cui virtù
85	5	6	6	mio veder
86	1	1	1	mi
86	4	4	4	me
86	7	7	7	i'
87	1	3	3	la somma essenza
87	5	6	6	la quale
88	3	4	4	l'allegrezza
88	6	6	6	io
89	4	6	5	la vista mia
89	8	8	8	ella
90	1	5	2	la chiarità de la fiamma
90	4	5	5	la fiamma
91	2	9	3	quell' alma nel ciel che più si schiara
91	2	3	3	quell' alma
