line	start	end	head	text
1	1	2	2	Vergine Madre
1	3	6	3	figlia del tuo figlio
1	5	6	6	tuo figlio
2	6	6	6	creatura
3	1	5	1	termine fisso d'etterno consiglio
3	4	5	5	etterno consiglio
4	1	1	1	tu
4	3	3	3	colei
4	5	7	7	l'umana natura
5	4	6	6	'l suo fattore
6	5	6	6	sua fattura
7	2	3	2	ventre tuo
7	6	7	7	l'amore
8	2	4	4	lo cui caldo
8	6	8	8	l'etterna pace
9	4	5	5	questo fiore
10	4	4	4	noi
10	5	6	6	meridïana face
11	2	2	2	caritate
11	6	6	6	mortali
12	2	5	4	di speranza fontana vivace
12	3	3	3	speranza
12	4	5	4	fontana vivace
13	1	1	1	Donna
14	2	2	2	qual
14	4	4	4	grazia
14	7	7	7	te
15	1	2	2	sua disïanza
15	2	2	2	disïanza
15	6	6	6	ali
16	1	3	3	La tua benignità
17	2	3	2	chi domanda
17	2	2	2	chi
17	5	6	6	molte fïate
18	3	3	3	dimandar
19	2	2	2	te
19	3	3	3	misericordia
19	5	5	5	te
19	6	6	6	pietate
20	2	2	2	te
20	3	3	3	magnificenza
20	5	5	5	te
21	1	1	1	quantunque
21	3	3	3	creatura
21	6	6	6	bontate
22	2	2	2	questi
22	5	7	7	l'infima lacuna
22	6	7	7	infima lacuna
22	7	7	7	lacuna
23	2	3	3	l'universo
23	3	3	3	universo
24	1	3	2	le vite spiritali
24	2	3	2	vite spiritali
24	2	2	2	vite
24	5	5	5	una
24	7	7	7	una
25	3	3	3	te
25	5	5	5	grazia
25	7	7	7	virtute
26	5	6	6	li occhi
26	6	6	6	occhi
27	4	6	6	l'ultima salute
27	5	6	6	ultima salute
27	6	6	6	salute
28	2	2	2	io
28	6	7	7	mio veder
29	3	3	3	i'
29	6	7	7	lo suo
29	8	10	10	tutti miei prieghi
29	9	10	10	miei prieghi
30	1	1	1	ti
31	2	2	2	tu
31	3	4	4	ogne nube
31	4	4	4	nube
31	5	5	5	li
32	2	3	3	sua mortalità
32	3	3	3	mortalità
32	5	6	5	prieghi tuoi
32	5	5	5	prieghi
33	3	5	5	'l sommo piacer
33	4	5	5	sommo piacer
33	5	5	5	piacer
33	6	6	6	li
34	2	2	2	ti
34	4	4	4	regina
35	1	4	1	ciò che tu vuoli
35	1	1	1	ciò
35	3	3	3	tu
36	2	3	3	tanto veder
36	4	6	5	li affetti suoi
37	2	3	3	tua guardia
37	4	6	5	i movimenti umani
38	2	2	2	Beatrice
38	4	5	5	quanti beati
39	2	4	4	li miei prieghi
39	7	8	8	le mani
40	1	7	2	Li occhi da Dio diletti e venerati
40	1	2	2	Li occhi
40	4	4	4	Dio
41	3	4	4	l'orator
41	4	4	4	orator
42	2	4	4	i devoti prieghi
42	5	5	5	le
43	3	5	5	l'etterno lume
44	2	2	2	qual
45	2	2	2	creatura
45	3	6	4	l'occhio tanto chiaro
46	2	2	2	io
46	5	9	5	fine di tutt' i disii
46	7	9	9	tutt' i disii
46	8	9	9	i disii
47	4	4	4	io
48	1	4	2	l'ardor del desiderio
48	4	4	4	desiderio
48	6	6	6	me
49	1	1	1	Bernardo
49	2	2	2	m'
50	2	2	2	io
50	6	6	6	io
51	3	4	3	me stesso
51	3	3	3	me
51	7	7	7	ei
52	2	4	4	la mia vista
53	7	8	8	lo raggio
54	2	9	4	l'alta luce che da sé è vera
54	2	4	4	l'alta luce
54	7	7	7	sé
55	4	6	6	il mio veder
55	5	6	6	mio veder
55	6	6	6	veder
56	2	3	3	'l parlar
56	3	3	3	parlar
56	7	8	8	tal vista
56	8	8	8	vista
57	3	4	4	la memoria
57	4	4	4	memoria
57	6	7	7	tanto oltraggio
57	7	7	7	oltraggio
58	1	1	1	Qual
58	3	6	3	colüi che sognando vede
58	3	3	3	colüi
