line	start	end	head	text
1	2	7	2	sodalizio eletto a la gran cena
1	5	7	7	la gran cena
2	2	3	3	benedetto Agnello
2	4	5	5	il qual
3	3	5	5	la vostra voglia
4	3	5	3	grazia di Dio
4	5	5	5	Dio
4	6	6	6	questi
5	2	8	2	quel che cade de la vostra mensa
5	6	8	8	la vostra mensa
5	7	8	8	vostra mensa
6	3	3	3	morte
6	4	4	4	tempo
7	2	2	2	mente
7	4	6	5	l'affezione immensa
7	4	5	5	l'affezione
7	5	6	5	affezione immensa
7	5	5	5	affezione
8	2	2	2	+lo
8	4	4	4	voi
9	3	9	3	fonte onde vien quel ch'ei pensa
9	3	3	3	fonte
9	6	9	6	quel ch'ei pensa
9	6	6	6	quel
9	8	8	8	ei
10	2	2	2	Beatrice
10	4	6	5	quelle anime liete
10	5	6	5	anime liete
11	3	3	3	spere
11	5	6	6	fissi poli
12	3	3	3	volte
12	5	7	5	guisa di comete
12	7	7	7	comete
13	5	7	5	tempra d'orïuoli
13	7	7	7	orïuoli
14	5	6	6	'l primo
14	8	10	8	chi pon mente
14	10	10	10	mente
15	4	7	5	l'ultimo che voli
15	4	5	5	l'ultimo
16	2	3	3	quelle carole
17	4	6	6	la sua ricchezza
18	1	1	1	mi
19	2	8	2	quella ch'io notai di più carezza
19	2	2	2	quella
19	4	4	4	io
19	7	8	8	più carezza
19	8	8	8	carezza
20	2	2	2	ïo
20	4	7	5	un foco sì felice
20	5	7	5	foco sì felice
20	5	5	5	foco
21	2	2	2	nullo
21	6	7	7	più chiarezza
21	7	7	7	chiarezza
22	2	6	3	tre fïate intorno di Beatrice
22	2	3	3	tre fïate
22	3	6	3	fïate intorno di Beatrice
22	3	3	3	fïate
22	6	6	6	Beatrice
23	4	7	5	un canto tanto divo
23	5	7	5	canto tanto divo
23	5	5	5	canto
24	2	4	4	la mia fantasia
24	3	4	4	mia fantasia
24	4	4	4	fantasia
24	5	5	5	nol
24	5	5	5	+lo
24	6	6	6	mi
25	3	4	4	la penna
25	7	7	7	lo
26	2	7	3	l'imagine nostra a cotai pieghe
26	2	4	3	l'imagine nostra
26	6	7	7	cotai pieghe
27	3	4	4	'l parlare
27	6	8	7	troppo color vivo
28	2	4	3	santa suora mia
28	2	3	3	santa suora
28	3	4	3	suora mia
28	3	3	3	suora
28	8	8	8	prieghe
29	3	6	6	lo tuo ardente affetto
29	4	6	6	tuo ardente affetto
29	5	6	6	ardente affetto
29	6	6	6	affetto
30	2	4	4	quella bella spera
30	3	4	4	bella spera
30	4	4	4	spera
31	3	5	4	il foco benedetto
31	4	5	4	foco benedetto
32	2	4	4	la mia donna
32	3	4	4	mia donna
32	6	7	7	lo spiro
33	1	1	1	che
33	5	5	5	i'
34	2	2	2	ella
34	4	8	4	luce etterna del gran viro
34	4	5	4	luce etterna
34	7	8	8	gran viro
35	2	2	2	cui
35	3	4	4	Nostro Segnor
35	6	7	7	le chiavi
36	2	2	2	ei
36	6	8	7	questo gaudio miro
37	2	2	2	costui
37	4	7	4	punti lievi e gravi
37	4	4	4	punti
38	6	7	7	la fede
38	7	7	7	fede
39	2	3	3	la qual
39	3	3	3	qual
39	4	4	4	tu
39	7	8	8	lo mare
39	8	8	8	mare
40	2	2	2	elli
41	2	2	2	t'
41	6	7	7	'l viso
42	2	4	3	ogne cosa dipinta
42	3	4	3	cosa dipinta
43	3	4	4	questo regno
43	7	7	7	civi
44	2	4	4	la verace fede
44	6	6	6	+la
45	1	3	3	di lei parlare
45	2	2	2	lei
45	8	8	8	lui
46	3	4	4	il baccialier
47	3	4	4	'l maestro
47	5	6	6	la question
47	5	5	5	la
47	5	5	5	la
48	2	2	2	+la
48	5	5	5	+la
49	4	4	4	io
49	6	7	7	ogne ragione
50	3	3	3	ella
51	2	3	3	tal querente
51	6	7	7	tal professione
52	2	3	3	buon Cristiano
53	1	1	1	fede
53	5	5	5	io
53	7	8	8	la fronte
54	2	3	3	quella luce
54	6	6	6	questo
55	5	5	5	Beatrice
55	7	7	7	essa
56	1	1	1	sembianze
56	4	4	4	ïo
57	1	8	2	l'acqua di fuor del mio interno fonte
57	1	2	2	l'acqua
57	4	8	4	fuor del mio interno fonte
57	6	8	8	mio interno fonte
58	1	9	2	La Grazia che mi dà ch'io mi confessi
58	1	2	2	La Grazia
58	4	4	4	mi
58	4	4	4	mi
58	7	7	7	io
59	2	2	2	io
59	4	6	6	l'alto primipilo
60	2	6	4	li miei concetti bene espressi
60	2	4	4	li miei concetti
60	3	4	4	miei concetti
61	4	6	6	'l verace stilo
62	3	3	3	padre
62	5	7	7	tuo caro frate
63	3	3	3	+te
63	4	4	4	Roma
63	5	7	7	nel buon filo
63	6	7	7	buon filo
64	1	1	1	fede
64	3	6	3	sustanza di cose sperate
64	5	6	5	cose sperate
65	2	6	2	argomento de le non parventi
65	4	6	6	le non parventi
66	2	2	2	questa
66	5	5	5	me
66	6	7	7	sua quiditate
67	0	0	0	
68	5	5	5	la
69	2	3	3	le sustanze
69	7	8	8	li argomenti
70	2	2	2	io
70	4	6	6	Le profonde cose
71	1	1	1	che
71	2	2	2	mi
71	5	7	7	la lor parvenza
72	2	6	3	li occhi di là giù
72	2	3	3	li occhi
72	5	6	6	là giù
73	2	4	3	l'esser loro
73	3	4	3	esser loro
73	8	9	9	sola credenza
74	2	3	3	la qual
74	6	8	8	l'alta spene
74	7	8	8	alta spene
75	4	4	4	sustanza
75	6	6	6	intenza
76	3	4	4	questa credenza
77	4	5	5	altra vista
78	2	4	2	intenza d'argomento
78	4	4	4	argomento
79	4	4	4	quantunque
80	3	3	3	dottrina
81	4	7	4	loco ingegno di sofista
81	5	7	5	ingegno di sofista
81	7	7	7	sofista
82	4	6	5	quello amore acceso
82	4	5	5	quello amore
82	5	6	5	amore acceso
83	0	0	0	
84	2	3	3	esta moneta
84	5	9	6	la lega e 'l peso
84	5	6	6	la lega
84	8	9	9	'l peso
85	2	2	2	+mi
85	4	4	4	tu
85	5	5	5	l'
85	8	10	10	la tua borsa
85	9	10	10	tua borsa
86	2	2	2	io
87	3	4	4	suo conio
87	5	5	5	nulla
88	4	6	5	la luce profonda
89	4	6	6	Questa cara gioia
90	2	3	3	la quale
90	4	5	5	ogne virtù
91	5	5	5	io
91	6	8	8	La larga ploia
92	2	4	3	lo Spirito Santo
93	3	4	4	le vecchie
93	8	10	10	le nuove cuoia
94	2	2	2	silogismo
94	4	4	4	la
95	4	6	4	'nverso d'ella
95	6	6	6	ella
96	1	2	2	ogne dimostrazion
96	3	3	3	mi
97	1	1	1	Io
97	4	8	8	L'antica e la novella
97	4	5	5	L'antica
97	7	8	8	la novella
98	1	5	1	proposizion che così ti conchiude
98	1	1	1	proposizion
98	4	4	4	ti
99	2	2	2	l'
99	4	4	4	tu
99	6	7	7	divina favella
100	2	2	2	io
100	3	9	4	La prova che 'l ver mi dischiude
100	3	4	4	La prova
100	6	7	7	'l ver
101	2	4	3	l'opere seguite
101	7	7	7	natura
102	3	3	3	ferro
102	7	7	7	incude
103	2	2	2	+mi
103	4	4	4	chi
104	2	3	3	quell' opere
104	5	6	6	Quel medesmo
105	3	3	3	+si
105	5	5	5	altri
105	6	6	6	il
106	2	3	3	'l mondo
106	7	7	7	cristianesmo
107	2	2	2	io
107	4	4	4	miracoli
107	5	6	6	quest' uno
108	2	2	2	tal
108	4	5	5	li altri
108	8	9	9	il centesmo
109	2	2	2	tu
110	2	2	2	campo
110	5	7	7	la buona pianta
110	7	7	7	pianta
111	1	1	1	che
111	4	4	4	vite
111	9	9	9	pruno
112	2	2	2	questo
112	3	6	5	l'alta corte santa
113	3	4	4	le spere
113	5	7	6	un ‘Dio laudamo
113	6	7	6	Dio laudamo
113	6	6	6	Dio
114	2	8	3	la melode che là sù si canta
114	2	3	3	la melode
115	2	3	3	quel baron
115	7	7	7	ramo
115	7	7	7	ramo
116	4	4	4	m'
117	3	5	5	l'ultime fronde
117	5	5	5	fronde
