line	start	end	head	text
1	2	2	2	io
1	5	7	6	lo viso spento
2	2	7	4	la fulgida fiamma che lo spense
2	2	4	4	la fulgida fiamma
2	6	6	6	lo
3	2	7	3	un spiro che mi fece attento
3	2	3	3	un spiro
3	5	5	5	mi
4	4	4	4	tu
5	2	8	3	la vista che haï in me consunta
5	2	3	3	la vista
5	7	7	7	me
6	5	5	5	la
7	0	0	0	
8	1	3	2	l'anima tua
8	2	3	2	anima tua
8	6	6	6	ragion
9	1	8	2	la vista in te smarrita e non defunta
9	1	2	2	la vista
9	2	8	2	vista in te smarrita e non defunta
9	4	4	4	te
10	2	7	3	la donna che per questa dia
10	2	3	3	la donna
11	1	1	1	regïon
11	6	7	7	lo sguardo
12	1	8	2	la virtù ch'ebbe la man d'Anania
12	1	2	2	la virtù
12	5	8	6	la man d'Anania
12	5	6	6	la man
12	8	8	8	Anania
13	1	1	1	Io
13	4	5	5	suo piacere
14	2	8	2	remedio a li occhi, che fuor porte
14	2	2	2	remedio
14	4	8	5	li occhi, che fuor porte
14	4	5	5	li occhi
15	2	2	2	ella
15	5	9	5	foco ond' io sempr' ardo
15	5	5	5	foco
15	7	7	7	io
16	1	7	2	Lo ben che fa contenta questa corte
16	1	2	2	Lo ben
16	6	7	7	questa corte
17	1	3	1	Alfa e O
17	1	1	1	Alfa
17	3	3	3	O
17	6	7	7	quanta scrittura
18	3	3	3	Amore
19	1	3	3	Quella medesma voce
19	5	5	5	paura
20	4	6	6	del sùbito abbarbaglio
20	5	6	6	sùbito abbarbaglio
21	1	2	2	di ragionare
21	2	2	2	ragionare
21	6	7	7	in cura
21	7	7	7	cura
22	5	7	7	più angusto vaglio
23	0	0	0	
24	1	1	1	chi
24	3	5	4	l'arco tuo
24	7	8	8	tal berzaglio
25	2	2	2	io
25	4	5	5	filosofici argomenti
26	3	6	3	autorità che quinci scende
26	3	3	3	autorità
27	1	2	2	cotale amor
27	6	6	6	me
28	2	3	3	'l bene
28	5	6	6	quanto ben
28	6	6	6	ben
29	3	3	3	amore
29	5	6	6	tanto maggio
29	6	6	6	maggio
30	1	4	2	quanto più di bontate
30	2	4	2	più di bontate
30	4	4	4	bontate
30	6	6	6	sé
31	3	4	4	l'essenza
31	7	8	8	tanto avvantaggio
32	2	9	3	ciascun ben che fuor di lei si trova
32	2	3	3	ciascun ben
32	7	7	7	lei
33	1	1	1	altro
33	5	9	6	un lume di suo raggio
33	5	6	6	un lume
33	8	9	9	suo raggio
34	4	4	4	altra
35	1	2	2	la mente
35	5	7	5	ciascun che cerne
35	5	5	5	ciascun
36	1	8	2	il vero in che si fonda questa prova
36	1	2	2	il vero
36	7	8	8	questa prova
37	1	2	2	Tal vero
37	4	6	5	l'intelletto mïo
38	1	7	1	colui che mi dimostra il primo amore
38	5	7	7	il primo amore
39	2	5	4	tutte le sustanze sempiterne
39	3	5	4	le sustanze sempiterne
40	1	1	1	+lo
40	2	6	3	la voce del verace autore
40	2	3	3	la voce
40	3	6	3	voce del verace autore
40	4	6	6	del verace autore
40	5	6	6	verace autore
41	4	4	4	Moïsè
41	6	6	6	sé
42	1	1	1	Io
42	5	6	6	ogne valore
43	1	1	1	+mi
43	2	2	2	tu
44	1	7	3	l'alto preconio che grida l'arcano
44	1	3	3	l'alto preconio
44	6	7	7	l'arcano
45	6	8	8	ogne altro bando
46	2	2	2	io
46	5	6	5	intelletto umano
47	3	6	3	autoritadi a lui concorde
47	5	5	5	lui
48	2	6	4	i tuoi amori a Dio
48	2	4	4	i tuoi amori
48	3	4	4	tuoi amori
48	6	6	6	Dio
48	8	9	9	il sovrano
49	5	5	5	tu
49	7	8	8	altre corde
50	1	1	1	+te
50	3	3	3	lui
50	6	6	6	tu
51	2	3	3	quanti denti
51	4	5	5	questo amor
51	6	6	6	ti
52	4	6	6	la santa intenzione
53	2	5	3	l'aguglia di Cristo
53	2	3	3	l'aguglia
53	5	5	5	Cristo
54	4	5	5	mia professione
55	3	5	5	Tutti quei morsi
56	4	5	5	lo cor
56	8	8	8	Dio
57	2	4	4	la mia caritate
58	2	5	3	l'essere del mondo
58	5	5	5	mondo
58	7	9	8	l'esser mio
59	1	5	2	la morte ch'el sostenne
59	1	2	2	la morte
59	4	4	4	el
59	7	7	7	io
60	2	6	2	quel che spera ogne fedel
60	5	6	6	ogne fedel
60	8	8	8	io
61	2	5	4	la predetta conoscenza viva
62	5	9	5	mar de l'amor torto
62	7	9	8	l'amor torto
63	3	3	3	diritto
63	8	9	9	la riva
64	1	8	2	Le fronde onde s'infronda tutto l'orto
64	1	2	2	Le fronde
64	6	8	8	tutto l'orto
64	7	8	8	l'orto
65	2	4	3	l'ortolano etterno
65	2	3	3	l'ortolano
65	6	6	6	io
66	3	3	3	lui
66	5	5	5	lor
66	7	7	7	bene
66	9	9	9	porto
67	3	3	3	io
67	5	7	7	un dolcissimo canto
68	3	4	4	lo cielo
68	6	8	8	la mia donna
69	3	4	4	li altri
69	5	5	5	Santo
69	6	6	6	santo
69	7	7	7	santo
70	4	5	4	lume acuto
71	2	6	3	lo spirto visivo che ricorre
71	2	4	3	lo spirto visivo
71	3	4	3	spirto visivo
72	2	9	3	lo splendor che va di gonna in gonna
72	2	3	3	lo splendor
72	7	7	7	gonna
72	9	9	9	gonna
73	2	3	3	lo svegliato
73	4	6	4	ciò che vede
74	4	6	6	la sùbita vigilia
75	3	4	4	la stimativa
76	3	5	4	li occhi miei
76	3	4	4	li occhi
76	4	5	4	occhi miei
76	6	7	7	ogne quisquilia
77	2	2	2	Beatrice
77	4	7	4	raggio d'i suoi
77	6	7	7	i suoi
78	4	7	4	più di mille milia
78	6	7	7	mille milia
79	2	6	2	mei che dinanzi vidi poi
79	2	2	2	mei
80	0	0	0	
81	2	9	4	un quarto lume ch'io vidi tra noi
81	2	4	4	un quarto lume
81	3	4	4	quarto lume
