line	start	end	head	text
1	2	7	2	colui che tutto 'l mondo alluma
1	4	6	6	tutto 'l mondo
1	5	6	6	'l mondo
2	2	4	3	l'emisperio nostro
3	2	6	3	'l giorno d'ogne parte
3	5	6	6	ogne parte
4	1	2	2	lo ciel
4	6	6	6	lui
5	0	0	0	
6	2	3	3	molte luci
6	6	6	6	una
7	2	5	3	questo atto del ciel
7	2	3	3	questo atto
7	3	5	3	atto del ciel
7	4	5	5	del ciel
7	5	5	5	ciel
7	9	9	9	mente
8	2	9	3	'l segno del mondo e de' suoi duci
8	2	5	3	'l segno del mondo
8	2	3	3	'l segno
8	3	5	3	segno del mondo
8	4	5	5	del mondo
8	5	5	5	mondo
8	7	9	9	de' suoi duci
8	8	9	9	suoi duci
8	9	9	9	duci
9	2	3	3	benedetto rostro
9	3	3	3	rostro
10	3	6	6	tutte quelle vive luci
10	4	6	6	quelle vive luci
10	5	6	6	vive luci
10	6	6	6	luci
11	5	5	5	canti
12	2	3	3	mia memoria
12	3	3	3	memoria
13	2	3	3	dolce amor
13	3	3	3	amor
13	6	6	6	riso
14	5	6	6	que' flailli
14	6	6	6	flailli
15	3	7	3	spirto sol di pensier santi
15	3	4	3	spirto sol
15	3	3	3	spirto
15	6	7	6	pensier santi
15	6	6	6	pensier
16	3	7	7	i cari e lucidi lapilli
17	2	2	2	io
17	5	7	7	il sesto lume
18	2	2	2	silenzio
18	4	6	6	li angelici squilli
19	2	2	2	mi
19	4	7	5	un mormorar di fiume
19	7	7	7	fiume
20	6	6	6	pietra
20	6	6	6	pietra
21	2	6	3	l'ubertà del suo cacume
21	5	6	6	suo cacume
22	3	3	3	suono
22	5	8	5	collo de la cetra
22	7	8	8	la cetra
23	2	3	3	sua forma
23	8	8	8	pertugio
24	2	3	3	la sampogna
24	4	6	4	vento che penètra
24	4	4	4	vento
25	5	5	5	indugio
26	1	5	2	quel mormorar de l'aguglia
26	1	2	2	quel mormorar
26	2	5	2	mormorar de l'aguglia
26	2	2	2	mormorar
26	4	5	5	l'aguglia
26	5	5	5	aguglia
27	3	4	4	lo collo
27	4	4	4	collo
27	7	7	7	bugio
28	2	2	2	voce
29	2	4	4	lo suo becco
29	6	8	6	forma di parole
29	8	8	8	parole
30	1	1	1	quali
30	3	4	4	il core
30	6	6	6	io
31	1	10	2	La parte in me che vede e pate il sole
31	1	4	2	La parte in me
31	1	2	2	La parte
31	4	4	4	me
31	9	10	10	il sole
32	2	4	3	l'aguglie mortali
33	3	3	3	riguardar
34	3	8	4	i fuochi ond' io figura fommi
34	3	4	4	i fuochi
34	6	6	6	io
34	7	7	7	figura
35	1	1	1	quelli
35	3	6	4	l'occhio in testa
35	3	4	4	l'occhio
35	6	6	6	testa
36	3	5	5	tutti lor gradi
36	4	5	5	lor gradi
36	5	5	5	gradi
36	7	8	8	li sommi
37	1	7	1	Colui che luce in mezzo per pupilla
37	1	1	1	Colui
37	5	5	5	mezzo
37	7	7	7	pupilla
38	2	7	3	il cantor de lo Spirito Santo
38	2	3	3	il cantor
38	5	7	6	lo Spirito Santo
38	6	7	6	Spirito Santo
39	2	3	3	l'arca
39	6	6	6	villa
39	6	6	6	villa
40	3	7	4	il merto del suo canto
40	3	4	4	il merto
40	6	7	7	suo canto
41	2	3	3	quanto effetto
41	6	7	7	suo consiglio
42	2	6	3	lo remunerar ch'è altrettanto
42	2	3	3	lo remunerar
43	1	8	2	Dei cinque che mi fan cerchio per ciglio
43	2	8	2	cinque che mi fan cerchio per ciglio
43	2	2	2	cinque
43	6	8	6	cerchio per ciglio
43	6	6	6	cerchio
43	7	8	8	per ciglio
43	8	8	8	ciglio
44	1	8	1	colui che più al becco mi s'accosta
44	1	1	1	colui
44	4	5	5	al becco
44	5	5	5	becco
45	1	2	2	la vedovella
45	2	2	2	vedovella
45	4	5	5	del figlio
45	5	5	5	figlio
46	0	0	0	
47	3	3	3	Cristo
47	5	6	6	l'esperïenza
48	2	8	4	questa dolce vita e de l'opposta
48	2	4	4	questa dolce vita
48	7	8	8	l'opposta
49	2	7	2	quel che segue in la circunferenza
49	6	7	7	la circunferenza
50	2	2	2	che
50	5	7	6	l'arco superno
51	1	1	1	morte
51	4	5	5	vera penitenza
52	4	6	5	'l giudicio etterno
53	5	6	6	degno preco
54	2	7	2	crastino là giù de l'odïerno
54	6	7	7	l'odïerno
55	1	4	2	L'altro che segue
55	1	2	2	L'altro
55	6	7	7	le leggi
55	9	9	9	meco
56	2	7	3	buona intenzion che fé mal frutto
56	2	3	3	buona intenzion
56	6	7	7	mal frutto
57	3	4	4	al pastor
57	7	7	7	greco
58	4	6	5	il mal dedutto
58	5	6	5	mal dedutto
58	5	5	5	mal
59	2	4	4	suo bene operar
59	3	4	4	bene operar
59	4	4	4	operar
60	4	7	5	'l mondo indi distrutto
60	4	5	5	'l mondo
60	5	5	5	mondo
61	2	4	2	quel che vedi
61	2	2	2	quel
61	6	8	7	l'arco declivo
61	7	8	7	arco declivo
61	7	7	7	arco
62	1	1	1	Guiglielmo
62	3	3	3	cui
62	4	5	5	quella terra
62	5	5	5	terra
63	1	1	1	che
63	3	6	3	Carlo e Federigo vivo
63	3	3	3	Carlo
63	5	6	5	Federigo vivo
63	5	5	5	Federigo
64	0	0	0	
65	1	5	2	lo ciel del giusto rege
65	1	2	2	lo ciel
65	3	5	5	del giusto rege
65	4	5	5	giusto rege
65	7	8	8	al sembiante
66	1	3	3	del suo fulgore
66	2	3	3	suo fulgore
66	4	4	4	il
67	1	1	1	Chi
67	5	6	5	mondo errante
68	2	3	2	Rifëo Troiano
68	5	6	6	questo tondo
69	2	7	3	la quinta de le luci sante
69	5	7	6	le luci sante
70	3	8	3	assai di quel che 'l mondo
70	5	8	5	quel che 'l mondo
70	7	8	8	'l mondo
71	5	7	7	la divina grazia
72	3	4	4	sua vista
72	7	8	8	il fondo
73	1	7	2	Quale allodetta che 'n aere si spazia
73	1	2	2	Quale allodetta
73	2	7	2	allodetta che 'n aere si spazia
73	2	2	2	allodetta
73	5	5	5	aere
74	0	0	0	
75	2	7	4	l'ultima dolcezza che la sazia
75	2	4	4	l'ultima dolcezza
75	3	7	4	ultima dolcezza che la sazia
75	3	4	4	ultima dolcezza
75	4	7	4	dolcezza che la sazia
75	4	4	4	dolcezza
75	6	6	6	la
76	4	8	5	l'imago de la 'mprenta
76	4	5	5	l'imago
76	7	8	8	la 'mprenta
77	2	4	4	l'etterno piacere
77	6	7	7	cui disio
78	1	2	2	ciascuna cosa
78	4	4	4	ell'
79	4	4	4	io
79	7	8	7	dubbiar mio
80	3	3	3	vetro
80	5	9	6	lo color ch'el veste
80	5	6	6	lo color
80	8	8	8	el
81	1	1	1	tempo
82	3	4	4	la bocca
82	5	6	6	Che cose
82	8	8	8	queste
83	4	8	5	la forza del suo peso
83	4	5	5	la forza
83	6	8	8	del suo peso
83	7	8	8	suo peso
84	3	3	3	io
84	5	5	5	coruscar
84	7	8	8	gran feste
85	4	7	5	l'occhio più acceso
85	4	5	5	l'occhio
85	5	7	5	occhio più acceso
85	5	5	5	occhio
86	1	3	3	lo benedetto segno
86	2	3	3	benedetto segno
86	3	3	3	segno
87	5	5	5	ammirar
88	1	1	1	Io
88	4	4	4	tu
88	6	7	7	queste cose
89	2	2	2	io
89	3	3	3	le
90	0	0	0	
91	3	8	3	quei che la cosa per nome
91	3	3	3	quei
91	4	4	4	che
91	5	8	6	la cosa per nome
91	5	6	6	la cosa
91	8	8	8	nome
92	4	6	6	la sua quiditate
93	5	5	5	altri
93	7	7	7	la
94	1	2	1	Regnum celorum
94	2	2	2	celorum
94	3	3	3	vïolenza
95	2	3	3	caldo amore
95	6	7	7	viva speranza
96	3	5	5	la divina volontate
97	3	10	3	guisa che l'omo a l'om sobranza
97	3	3	3	guisa
97	5	6	6	l'omo
97	8	9	9	l'om
98	3	3	3	lei
99	5	6	6	sua beninanza
99	6	6	6	beninanza
100	1	5	3	La prima vita del ciglio
100	1	3	3	La prima vita
100	2	5	3	prima vita del ciglio
100	2	3	3	prima vita
100	3	5	3	vita del ciglio
100	3	3	3	vita
100	4	5	5	del ciglio
100	5	5	5	ciglio
100	7	8	8	la quinta
100	8	8	8	quinta
101	0	0	0	
102	1	6	2	la regïon de li angeli dipinta
102	1	2	2	la regïon
102	2	6	2	regïon de li angeli dipinta
102	2	2	2	regïon
102	3	5	5	de li angeli
102	4	5	5	li angeli
102	5	5	5	angeli
103	2	4	3	i corpi suoi
103	2	3	3	i corpi
103	3	4	3	corpi suoi
104	1	1	1	Gentili
104	3	3	3	Cristiani
104	5	6	6	ferma fede
105	1	10	10	quel d'i passuri e quel d'i passi piedi
105	1	4	1	quel d'i passuri
105	3	4	4	i passuri
105	6	10	10	quel d'i passi piedi
105	8	9	9	i passi
105	10	10	10	piedi
106	2	6	3	l'una de lo 'nferno
106	2	3	3	l'una
106	5	6	6	lo 'nferno
107	4	5	5	buon voler
107	8	9	9	l'ossa
108	2	5	2	ciò di viva spene
108	2	2	2	ciò
108	4	5	5	viva spene
108	7	7	7	mercede
109	2	3	3	viva spene
109	4	4	4	che
109	6	7	7	la possa
110	2	5	2	prieghi fatti a Dio
110	5	5	5	Dio
111	4	5	5	sua voglia
112	1	6	2	L'anima glorïosa onde si parla
112	1	3	2	L'anima glorïosa
113	3	4	4	la carne
113	8	8	8	poco
114	3	3	3	lui
115	6	7	7	tanto foco
116	2	3	3	vero amor
116	6	8	7	la morte seconda
117	6	7	7	questo gioco
118	1	2	2	L'altra
118	4	4	4	grazia
119	1	1	1	fontana
119	5	5	5	creatura
120	3	4	4	l'occhio
120	7	9	9	la prima onda
121	1	3	3	tutto suo amor
121	2	3	3	suo amor
121	3	3	3	amor
121	8	8	8	drittura
122	4	4	4	grazia
122	4	4	4	grazia
122	7	7	7	Dio
123	1	2	2	l'occhio
123	2	2	2	occhio
123	4	7	6	la nostra redenzion futura
123	5	7	6	nostra redenzion futura
123	6	7	6	redenzion futura
123	6	6	6	redenzion
124	2	2	2	ei
124	5	5	5	quella
