line	token	word	case
2	6	che	nominative
2	7	v'	locative
3	5	ne	ablative
4	5	che	nominative
7	6	onde	ablative
7	7	si	reflexive
9	6	chi	dative
13	1	che	nominative
14	4	noi	accusative
14	5	sé	reflexive
15	3	quei	nominative
15	4	cui	genitive
16	5	lui	dative
17	1	tu	nominative
18	1	che	accusative
18	7	ti	dative
19	4	questi	nominative
22	1	Qual	nominative
22	5	che	nominative
22	6	si	reflexive
23	1	c'	nominative
24	1	che	nominative
25	2	io	nominative
26	2	quello	nominative
27	3	e'	nominative
27	8	tu	nominative
27	9	ti	reflexive
29	4	che	nominative
31	1	Io	nominative
31	5	quei	nominative
31	7	Tu	nominative
32	5	ch'	nominative
33	5	ch'	accusative
33	6	i'	nominative
35	2	i'	nominative
38	3	colui	nominative
38	4	che	nominative
41	4	i'	nominative
42	7	chi	nominative
46	8	s'	reflexive
47	7	qual	ablative
48	1	qual	nominative
48	2	che	nominative
48	6	altrui	ablative
50	1	che	nominative
50	3	ci	accusative
51	8	c'	accusative
52	1	Io	nominative
53	2	quella	accusative
53	3	che	nominative
55	9	essa	ablative
58	1	Veggendoci	accusative
58	3	ciascun	nominative
59	6	si	reflexive
61	3	un	nominative
62	2	voi	nominative
62	3	che	nominative
63	1	Ditel	accusative
65	2	noi	nominative
67	2	mi	accusative
67	6	Quelli	nominative
68	1	che	nominative
69	4	sé	genitive
69	7	elli	nominative
70	2	quel	nominative
70	5	ch'	nominative
70	8	si	reflexive
71	6	qual	nominative
72	1	quell'	nominative
72	5	che	nominative
74	4	si	reflexive
76	1	Noi	nominative
76	2	ci	reflexive
79	2	s'	reflexive
80	5	voi	nominative
81	2	quel	nominative
81	6	ciò	accusative
81	7	ch'	accusative
81	8	el	accusative
83	6	che	nominative
83	8	li	accusative
86	2	li	accusative
86	3	mi	dative
87	2	'l	accusative
87	3	ci	locative
88	2	si	reflexive
89	2	mi	dative
90	5	io	nominative
91	6	cu'	ablative
91	7	io	nominative
93	1	danne	ablative
93	2	un	accusative
93	4	tuoi	genitive
93	6	cui	dative
93	7	noi	nominative
94	3	ne	ablative
94	7	si	reflexive
95	4	costui	accusative
96	5	che	nominative
97	2	si	reflexive
98	8	li	accusative
99	4	s'	reflexive
99	7	v'	accusative
100	2	ci	reflexive
103	1	Io	nominative
104	6	E'	nominative
105	1	che	nominative
106	2	si	reflexive
108	1	che	nominative
109	4	c'	nominative
110	6	ch'	nominative
111	6	qual	nominative
113	2	mi	reflexive
113	7	quei	nominative
114	1	Questi	nominative
114	2	ti	dative
114	7	io	nominative
115	6	s'	reflexive
116	4	che	nominative
119	2	Colui	nominative
120	3	che	nominative
120	8	si	reflexive
121	4	che	nominative
123	3	costoro	ablative
123	6	io	nominative
124	6	si	reflexive
127	3	tu	nominative
128	3	che	nominative
128	5	si	reflexive
129	6	tu	nominative
131	6	el	nominative
131	7	si	reflexive
134	3	che	nominative
136	3	che	accusative
138	1	che	nominative
139	2	si	reflexive
139	5	ripassossi	reflexive
