line	token	word	case
2	4	che	nominative
3	5	che	nominative
4	1	Stavvi	locative
8	1	li	dative
8	5	si	reflexive
10	8	essa	ablative
13	4	lui	ablative
13	5	ne	ablative
13	7	molte	nominative
14	4	ciascuna	nominative
16	2	tu	vocative
16	3	che	nominative
17	4	me	ablative
17	6	mi	accusative
19	6	cui	ablative
19	7	tu	nominative
19	8	ti	reflexive
20	2	t'	accusative
21	6	lui	ablative
23	1	vuolsi	reflexive
23	5	si	reflexive
24	1	ciò	accusative
24	2	che	nominative
24	3	si	reflexive
26	2	farmisi	dative+reflexive
27	5	mi	accusative
28	1	Io	nominative
29	1	che	nominative
31	4	che	nominative
33	4	li	accusative
39	1	che	nominative
43	9	li	accusative
44	3	li	accusative
47	5	sé	genitive
48	3	io	nominative
50	3	i'	nominative
50	6	chi	nominative
51	2	che	accusative
52	4	color	ablative
52	6	cui	genitive
53	1	tu	nominative
53	4	mi	dative
53	6	quelli	nominative
57	6	che	ablative
58	1	Ell'	nominative
58	5	cui	genitive
58	6	si	reflexive
60	4	che	accusative
61	4	colei	nominative
61	5	che	nominative
61	6	s'	reflexive
64	4	cui	ablative
65	2	si	reflexive
66	1	che	nominative
68	2	mostrommi	dative
68	4	nominommi	dative
70	3	io	nominative
72	2	mi	dative
73	1	I'	nominative
74	5	che	nominative
76	2	elli	nominative
76	4	me	ablative
77	4	noi	ablative
77	6	tu	nominative
77	8	li	accusative
78	4	che	nominative
78	5	i	accusative
78	8	ei	nominative
79	7	noi	ablative
79	8	li	accusative
81	3	noi	ablative
81	6	altri	nominative
81	7	nol	accusative
86	2	noi	dative
89	1	che	nominative
90	1	noi	accusative
90	2	che	nominative
92	1	noi	nominative
92	3	lui	accusative
93	2	c'	dative
94	3	che	accusative
94	6	che	accusative
94	8	vi	dative
95	1	noi	nominative
95	6	voi	dative
96	7	ci	dative
100	2	ch'	nominative
100	7	s'	reflexive
101	2	costui	accusative
102	1	che	nominative
102	2	mi	dative
102	9	m'	accusative
103	2	ch'	nominative
103	4	nullo	dative
104	1	mi	accusative
104	4	costui	genitive
105	6	m'	accusative
106	3	noi	accusative
107	3	chi	nominative
107	6	ci	accusative
108	4	lor	ablative
108	5	ci	dative
109	2	io	nominative
110	6	il	accusative
111	5	mi	dative
111	7	Che	accusative
114	2	costoro	accusative
115	2	mi	reflexive
115	5	loro	ablative
115	8	io	nominative
117	3	mi	accusative
118	2	dimmi	dative
119	2	che	ablative
121	2	quella	nominative
121	4	me	ablative
123	4	ciò	accusative
125	4	tu	nominative
126	3	colui	ablative
126	4	che	nominative
127	1	Noi	nominative
128	5	lo	accusative
130	6	ci	dative
131	4	scolorocci	dative
132	7	che	nominative
132	8	ci	accusative
135	1	questi	nominative
135	2	che	nominative
135	5	me	ablative
136	3	mi	dative
137	6	chi	nominative
137	7	lo	accusative
138	5	vi	locative
139	6	questo	accusative
140	2	altro	nominative
141	1	io	nominative
141	6	io	nominative
