line	token	word	case
1	3	se	reflexive
1	4	n'	ablative
2	4	che	nominative
3	4	loro	genitive
3	6	io	nominative
4	1	m'	reflexive
6	5	che	nominative
7	7	m'	accusative
8	3	che	nominative
8	5	ciò	accusative
8	6	ch'	accusative
8	7	io	nominative
9	2	si	reflexive
10	1	Io	nominative
10	4	che	nominative
10	5	mi	accusative
11	6	ell'	nominative
12	7	tu	nominative
12	8	mi	accusative
13	1	Tu	nominative
17	2	i	dative
18	1	ch'	nominative
18	5	lui	genitive
18	8	chi	nominative
18	11	quale	nominative
22	2	quale	nominative
22	5	quale	nominative
25	4	onde	ablative
25	5	li	dative
25	7	tu	nominative
26	3	che	nominative
28	1	Andovvi	locative
29	2	recarne	ablative
30	1	ch'	nominative
31	2	io	nominative
31	4	venirvi	locative
31	6	chi	nominative
31	7	'l	accusative
32	1	Io	nominative
32	4	io	nominative
33	1	me	accusative
33	4	ciò	ablative
33	6	io	nominative
33	8	altri	nominative
33	9	'l	accusative
34	6	io	nominative
34	7	m'	reflexive
36	6	i'	nominative
37	2	qual	nominative
37	4	quei	nominative
37	5	che	nominative
37	7	ciò	accusative
37	8	che	nominative
39	5	tutto	nominative
39	6	si	reflexive
40	2	mi	accusative
40	4	ïo	nominative
42	1	che	nominative
43	2	i'	nominative
46	2	qual	nominative
47	6	lo	accusative
49	6	tu	nominative
49	7	ti	reflexive
50	3	io	nominative
50	6	quel	accusative
50	7	ch'	accusative
50	8	io	nominative
51	4	che	nominative
51	6	te	ablative
51	7	mi	dative
52	1	Io	nominative
52	4	color	ablative
52	5	che	nominative
53	3	mi	accusative
54	5	io	nominative
54	6	la	accusative
56	2	cominciommi	dative
59	2	cui	genitive
65	2	io	nominative
65	3	mi	reflexive
66	3	ch'	accusative
66	4	i'	nominative
66	7	lui	ablative
68	3	ciò	ablative
68	4	c'	nominative
69	1	l'	accusative
69	5	i'	nominative
69	6	ne	ablative
70	1	I'	nominative
70	4	che	nominative
70	5	ti	accusative
72	2	mi	accusative
72	4	che	nominative
72	5	mi	accusative
74	2	te	ablative
74	3	mi	reflexive
74	7	lui	dative
75	6	io	nominative
76	7	cui	ablative
78	4	c'	nominative
79	2	m'	dative
80	7	m'	dative
81	3	t'	dative
81	7	aprirmi	dative
82	2	dimmi	dative
82	5	che	ablative
82	7	ti	reflexive
84	7	tu	nominative
85	3	tu	nominative
86	3	mi	dative
87	2	i'	nominative
88	2	si	reflexive
89	1	c'	nominative
89	6	altrui	dative
91	1	I'	nominative
92	6	mi	accusative
93	7	m'	accusative
94	6	che	nominative
94	7	si	reflexive
95	5	io	nominative
95	6	ti	accusative
97	1	Questa	nominative
99	2	te	ablative
99	4	io	nominative
99	6	te	ablative
99	7	lo	accusative
101	1	si	reflexive
101	8	i'	nominative
102	2	mi	reflexive
104	4	quei	accusative
104	5	che	nominative
104	6	t'	accusative
105	4	te	ablative
106	3	tu	nominative
107	3	tu	nominative
107	6	che	nominative
107	7	'l	accusative
110	3	lor	genitive
110	8	lor	genitive
111	2	io	nominative
114	1	ch'	nominative
114	3	te	accusative
114	5	quei	accusative
114	6	ch'	nominative
114	8	l'	accusative
115	3	m'	dative
115	6	questo	nominative
117	2	che	ablative
117	3	mi	accusative
118	4	te	ablative
118	7	ella	nominative
119	6	ti	accusative
120	1	che	nominative
120	8	ti	dative
121	2	che	nominative
125	3	te	ablative
126	7	ti	dative
128	8	li	accusative
129	1	si	reflexive
129	6	loro	genitive
130	2	mi	reflexive
130	4	io	nominative
131	7	mi	dative
132	2	i'	nominative
133	3	colei	vocative
133	4	che	nominative
133	5	mi	accusative
134	2	te	vocative
134	4	ch'	nominative
135	5	che	accusative
135	6	ti	dative
136	1	Tu	nominative
136	2	m'	dative
138	2	i'	nominative
139	9	ambedue	genitive
140	1	tu	vocative
140	3	tu	vocative
140	6	tu	vocative
141	2	li	dative
