line	token	word	case
4	3	mi	dative
4	5	Che	accusative
5	6	si	reflexive
7	1	Tu	nominative
8	3	tu	nominative
8	5	le	accusative
11	7	n'	ablative
12	7	tu	nominative
13	2	tu	nominative
13	5	io	nominative
14	7	io	nominative
15	2	m'	dative
16	2	sen	reflexive+ablative
16	5	io	nominative
16	7	li	accusative
19	2	io	nominative
21	3	che	nominative
22	6	si	reflexive
23	8	ello	ablative
24	3	altro	ablative
24	5	ei	nominative
24	7	si	reflexive
25	2	io	nominative
25	4	lui	accusative
26	1	mostrarti	accusative
28	1	Tu	nominative
29	2	colui	ablative
29	3	che	nominative
32	1	che	nominative
32	3	li	dative
32	8	io	nominative
33	2	alcun	ablative
33	3	che	nominative
34	2	lui	accusative
34	5	el	nominative
35	2	parlarmi	dative
35	5	ïo	nominative
36	3	ciò	ablative
36	4	m'	accusative
36	6	el	accusative
36	9	sé	ablative
40	2	noi	nominative
43	3	me	accusative
44	1	che	nominative
45	2	io	nominative
50	7	n'	ablative
52	1	Noi	nominative
57	4	che	accusative
64	1	si	reflexive
65	1	ch'	nominative
67	1	Qual	nominative
67	6	qual	nominative
68	2	un	nominative
68	5	altro	ablative
68	8	qual	nominative
69	1	si	reflexive
72	1	che	nominative
73	1	Io	nominative
73	6	sé	ablative
74	4	si	reflexive
78	3	colui	ablative
78	4	che	nominative
79	2	ciascun	nominative
80	5	sé	ablative
81	3	che	nominative
84	5	che	nominative
84	8	l'	accusative
85	2	tu	vocative
85	3	che	nominative
85	7	ti	reflexive
86	7	un	ablative
86	9	loro	genitive
87	2	che	nominative
87	5	esse	ablative
88	1	dinne	ablative
88	7	costoro	ablative
89	1	che	nominative
89	8	ti	dative
91	3	noi	nominative
91	4	che	accusative
91	5	tu	nominative
93	2	tu	nominative
93	3	chi	nominative
93	5	che	nominative
93	7	noi	ablative
94	5	I'	nominative
94	7	un	nominative
94	8	che	nominative
96	7	lui	dative
97	2	si	reflexive
98	3	ciascuno	nominative
98	5	me	dative
98	6	si	reflexive
99	2	altri	ablative
99	3	che	nominative
99	4	l'	accusative
100	5	me	dative
100	7	s'	reflexive
101	4	lor	dative
101	5	ciò	accusative
101	6	che	accusative
101	7	tu	nominative
102	2	io	nominative
102	6	ei	nominative
103	6	s'	reflexive
105	3	ella	nominative
106	1	ditemi	dative
106	2	chi	nominative
106	3	voi	nominative
108	2	palesarvi	reflexive
108	4	me	dative
108	6	vi	accusative
109	1	Io	nominative
110	3	un	nominative
110	4	mi	accusative
111	2	quel	nominative
111	5	io	nominative
111	9	mi	accusative
112	4	i'	nominative
112	6	lui	dative
113	1	I'	nominative
113	2	mi	reflexive
114	2	quei	nominative
114	3	ch'	nominative
115	3	i'	nominative
115	4	li	dative
116	2	io	nominative
116	3	nol	accusative
116	6	mi	accusative
117	5	l'	accusative
119	1	me	accusative
119	5	che	accusative
120	4	cui	dative
121	2	io	nominative
124	5	che	nominative
124	6	m'	accusative
125	6	mene	accusative+ablative
126	1	che	nominative
127	3	che	nominative
129	7	s'	reflexive
130	3	ne	ablative
130	7	che	ablative
133	4	chi	nominative
133	6	ti	accusative
134	6	me	ablative
135	7	ti	dative
136	4	io	nominative
137	1	che	nominative
138	2	te	dative
138	7	t'	accusative
139	2	io	nominative
