line	token	word	case
1	6	che	nominative
1	7	si	reflexive
3	1	che	nominative
3	5	mi	accusative
5	1	mi	reflexive
5	6	io	nominative
5	7	mi	reflexive
6	3	io	nominative
6	4	mi	reflexive
6	9	io	nominative
7	1	Io	nominative
9	6	l'	dative
11	5	si	reflexive
12	4	che	nominative
12	5	questo	accusative
15	4	che	nominative
19	2	li	accusative
20	3	un	ablative
22	2	ci	accusative
24	4	che	nominative
27	1	la	accusative
28	1	Qual	nominative
28	5	ch'	nominative
29	2	si	reflexive
30	4	divorarlo	accusative
31	2	si	reflexive
32	5	che	nominative
34	1	Noi	nominative
34	7	che	accusative
36	2	lor	genitive
36	4	che	nominative
37	1	Elle	nominative
38	3	una	ablative
38	4	ch'	nominative
38	7	si	reflexive
39	2	ella	nominative
39	3	ci	accusative
40	2	tu	vocative
40	3	che	nominative
41	1	mi	dative
41	3	riconoscimi	accusative
42	1	tu	nominative
42	5	io	nominative
43	2	io	nominative
43	4	lui	dative
43	7	che	accusative
43	8	tu	nominative
44	2	ti	accusative
45	6	i'	nominative
45	7	ti	accusative
46	2	dimmi	dative
46	3	chi	nominative
46	4	tu	nominative
48	3	altra	nominative
48	6	nulla	nominative
49	2	elli	nominative
49	4	me	dative
49	8	ch'	nominative
51	1	seco	ablative
51	2	mi	accusative
52	1	Voi	nominative
52	3	mi	accusative
54	2	tu	nominative
54	7	mi	accusative
55	2	io	nominative
56	3	queste	nominative
58	1	Io	nominative
58	2	li	dative
59	1	mi	dative
59	7	mi	accusative
60	2	dimmi	dative
60	4	tu	nominative
60	7	che	ablative
62	2	alcun	nominative
62	7	dimmi	dative
63	2	che	ablative
63	3	l'	accusative
64	2	quelli	nominative
64	4	me	ablative
67	5	questa	nominative
69	6	che	nominative
72	4	ciò	ablative
72	8	n'	ablative
73	6	vi	locative
75	4	c'	nominative
77	2	io	nominative
77	4	lui	ablative
77	8	mi	dative
78	6	mi	dative
79	5	che	nominative
81	4	ch'	nominative
82	1	dimmi	dative
82	7	io	nominative
82	8	li	accusative
83	4	mi	accusative
84	4	li	accusative
84	9	li	accusative
85	2	quelli	nominative
85	3	Ei	nominative
86	4	li	accusative
87	5	i	accusative
88	3	tu	nominative
89	1	priegoti	accusative
89	7	mi	accusative
90	3	ti	dative
90	8	ti	dative
92	1	guardommi	accusative
93	3	essa	ablative
94	6	me	dative
94	9	si	reflexive
97	1	ciascun	nominative
99	2	quel	accusative
99	3	ch'	nominative
103	3	io	nominative
104	2	ei	nominative
106	2	elli	nominative
106	4	me	dative
112	1	Noi	nominative
113	5	i'	nominative
114	5	si	reflexive
