line	token	word	case
2	1	mi	accusative
3	3	le	accusative
3	5	colui	dative
3	6	ch'	nominative
4	6	si	reflexive
6	1	si	reflexive
9	1	che	nominative
10	4	l'	dative
11	7	essa	dative
14	7	colei	ablative
15	1	che	nominative
16	6	tu	nominative
17	4	ciascun	ablative
17	5	che	nominative
18	1	ciò	accusative
18	2	che	nominative
20	1	che	nominative
21	4	lor	dative
23	1	alcuna	nominative
23	2	si	reflexive
24	2	altra	nominative
25	1	Quella	nominative
25	2	che	nominative
26	2	quella	nominative
26	4	che	nominative
34	3	ei	nominative
36	2	si	reflexive
38	4	s'	reflexive
42	3	sé	ablative
43	1	I'	nominative
43	4	tu	nominative
43	5	che	nominative
46	1	chi	nominative
46	5	che	nominative
48	8	'l	accusative
49	4	che	nominative
49	5	si	reflexive
50	2	io	nominative
50	8	lui	genitive
51	3	io	nominative
52	8	cui	ablative
55	3	elli	nominative
58	3	el	nominative
59	2	me	accusative
60	2	ne	ablative
62	3	i'	nominative
62	5	l'	accusative
63	4	ciò	ablative
63	7	s'	reflexive
64	5	tu	nominative
67	2	si	reflexive
67	5	me	ablative
68	2	Quei	nominative
69	1	ch'	nominative
69	9	elli	nominative
70	8	'l	accusative
71	3	io	nominative
71	5	lui	dative
73	2	mi	dative
78	2	cui	genitive
78	5	mi	accusative
80	1	che	nominative
80	5	lor	ablative
81	6	sen	reflexive+ablative
81	8	quello	nominative
84	3	io	nominative
84	4	m'	reflexive
85	5	ch'	accusative
85	6	i'	nominative
85	7	t'	dative
86	3	noi	nominative
87	2	cui	genitive
87	5	nessuno	dative
90	1	che	nominative
90	3	sé	ablative
92	3	io	nominative
92	4	'l	accusative
92	7	mi	dative
93	2	cui	genitive
93	4	m'	dative
95	2	elli	nominative
95	4	che	nominative
95	5	s'	reflexive
96	3	cui	genitive
97	3	v'	locative
97	5	che	nominative
98	6	che	nominative
98	7	si	reflexive
100	2	la	accusative
101	6	celarlo	accusative
104	1	che	nominative
113	4	che	nominative
114	2	quali	nominative
115	6	si	reflexive
117	2	sen	reflexive+ablative
118	6	si	reflexive
120	1	tu	nominative
120	2	lo	accusative
120	7	si	reflexive
121	2	io	nominative
121	4	lui	ablative
122	1	si	reflexive
123	2	ci	dative
124	2	elli	nominative
124	4	me	dative
124	5	Tu	nominative
125	4	tu	nominative
128	5	n'	ablative
130	2	io	nominative
130	6	si	reflexive
131	7	un	genitive
132	6	si	reflexive
133	6	mi	dative
135	5	una	accusative
135	7	tu	nominative
140	8	me	ablative
141	5	che	nominative
142	3	loro	ablative
142	6	si	reflexive
