line	token	word	case
3	8	sen	reflexive+ablative
7	4	cui	dative
8	1	si	reflexive
9	4	ei	nominative
9	5	si	reflexive
10	8	si	reflexive
11	4	che	nominative
11	8	si	reflexive
16	2	mi	accusative
17	2	io	nominative
17	3	li	accusative
19	3	noi	nominative
20	4	me	ablative
20	5	si	reflexive
21	3	io	nominative
23	2	seco	ablative
24	5	diedemi	dative
25	3	quei	nominative
25	4	ch'	nominative
26	1	che	nominative
26	6	si	reflexive
27	3	me	accusative
29	5	t'	reflexive
30	8	ella	nominative
30	9	ti	accusative
32	2	noi	nominative
32	5	ei	nominative
32	8	io	nominative
36	4	lui	genitive
36	6	io	nominative
41	1	noi	nominative
42	5	si	reflexive
43	3	m'	dative
44	2	io	nominative
44	6	i'	nominative
45	2	m'	reflexive
46	4	tu	nominative
46	6	ti	reflexive
48	4	si	reflexive
49	3	qual	ablative
49	4	chi	nominative
50	6	sé	genitive
53	4	che	nominative
54	7	s'	reflexive
55	6	si	reflexive
56	4	costoro	ablative
57	2	tu	nominative
57	3	mi	accusative
57	9	ti	dative
58	2	mi	accusative
58	4	mostrandomi	accusative
59	5	i'	nominative
59	7	mi	reflexive
60	5	i'	nominative
63	6	quel	nominative
67	3	che	accusative
68	6	che	nominative
69	2	chi	nominative
70	1	Io	nominative
72	3	io	nominative
72	7	tu	nominative
74	3	i'	nominative
75	5	neente	ablative
76	5	ti	dative
77	3	lo	accusative
78	1	si	reflexive
79	1	Noi	nominative
80	2	s'	reflexive
81	3	mi	dative
82	2	vidivi	locative
84	7	mi	dative
85	3	si	reflexive
90	3	ciò	ablative
90	4	che	nominative
95	1	quelle	nominative
97	4	un	ablative
97	5	ch'	nominative
98	1	s'	reflexive
98	5	che	nominative
98	6	'l	accusative
99	8	s'	reflexive
100	8	si	reflexive
101	2	el	nominative
101	3	s'	reflexive
104	3	si	reflexive
104	6	sé	ablative
106	6	si	reflexive
112	2	qual	nominative
112	4	quel	nominative
112	5	che	nominative
113	5	ch'	nominative
113	8	il	accusative
114	5	che	nominative
115	2	si	reflexive
115	6	si	reflexive
117	1	ch'	accusative
117	2	elli	nominative
121	3	il	accusative
121	6	chi	nominative
121	7	ello	nominative
122	3	ei	nominative
122	5	Io	nominative
124	3	mi	dative
125	6	i'	nominative
126	4	mi	dative
127	2	ïo	nominative
127	5	Dilli	dative
128	3	che	accusative
128	7	'l	accusative
129	2	io	nominative
129	3	'l	accusative
130	4	che	nominative
130	7	s'	reflexive
131	4	me	ablative
132	5	si	reflexive
133	4	mi	dative
133	7	tu	nominative
133	8	m'	accusative
134	5	tu	nominative
134	6	mi	accusative
136	1	Io	nominative
136	5	quel	accusative
136	6	che	accusative
136	7	tu	nominative
137	7	io	nominative
139	6	altrui	dative
140	6	tu	nominative
143	7	si	reflexive
146	1	ch'	nominative
149	2	ei	nominative
150	5	ne	ablative
151	3	l'	accusative
151	7	ti	dative
