line	token	word	case
2	1	che	nominative
3	2	colei	accusative
3	3	che	nominative
4	7	parlarmi	dative
5	2	accennolle	dative
22	3	s'	reflexive
23	5	si	reflexive
24	4	ch'	nominative
27	1	ch'	nominative
28	7	si	reflexive
30	3	che	nominative
30	5	si	reflexive
34	3	noi	nominative
34	5	lei	ablative
39	1	mi	dative
41	6	questa	ablative
42	2	ne	ablative
53	2	quali	ablative
54	2	ne	ablative
54	4	alcun	accusative
54	6	io	nominative
54	7	m'	reflexive
55	1	che	nominative
55	5	ciascun	ablative
56	1	ch'	nominative
57	8	si	reflexive
58	3	io	nominative
58	6	lor	ablative
60	1	che	nominative
62	1	vidine	ablative
64	2	un	nominative
64	3	che	nominative
66	1	mi	dative
66	3	Che	accusative
66	5	tu	nominative
67	2	te	reflexive
67	3	ne	ablative
71	3	mi	dative
73	1	che	nominative
75	5	che	nominative
76	2	io	nominative
77	1	lui	accusative
77	2	che	nominative
77	6	m'	accusative
78	2	mi	reflexive
81	4	me	ablative
82	2	si	reflexive
83	4	i'	nominative
85	1	Qual	nominative
85	3	colui	nominative
85	4	che	nominative
86	4	c'	nominative
88	3	io	nominative
89	3	mi	dative
90	1	che	nominative
91	1	I'	nominative
91	2	m'	reflexive
93	2	io	nominative
93	6	tu	nominative
93	7	m'	accusative
94	2	esso	nominative
94	3	ch'	nominative
94	6	mi	dative
95	2	altro	ablative
95	6	i'	nominative
96	4	m'	accusative
96	7	mi	accusative
99	5	che	accusative
99	6	tu	nominative
101	7	si	reflexive
102	6	si	reflexive
104	2	quella	accusative
105	8	sé	ablative
108	8	si	reflexive
111	5	lui	dative
112	1	che	nominative
112	4	mia	genitive
112	8	i'	nominative
115	1	Ella	nominative
115	2	sen	reflexive+ablative
116	6	me	reflexive
116	7	n'	ablative
117	9	mi	dative
118	1	Io	nominative
119	3	noi	ablative
121	3	io	nominative
122	3	i'	nominative
123	2	io	nominative
123	5	mi	reflexive
124	5	nol	accusative
126	1	che	nominative
126	2	s'	reflexive
127	4	ch'	nominative
128	1	che	nominative
129	6	tu	nominative
130	4	si	reflexive
131	7	si	reflexive
133	2	ne	ablative
136	1	si	reflexive
