line	token	word	case
1	1	Io	nominative
2	6	lor	genitive
3	5	loro	genitive
13	1	Noi	nominative
18	5	ch'	nominative
18	7	v'	locative
21	2	s'	reflexive
23	2	alcun	nominative
29	3	s'	reflexive
30	2	si	reflexive
31	1	I'	nominative
31	7	me	dative
31	8	n'	ablative
32	1	uno	accusative
32	5	elli	nominative
34	3	che	nominative
34	4	li	dative
35	1	li	dative
36	2	trassel	accusative
36	5	mi	dative
37	1	I'	nominative
38	2	li	accusative
39	4	e'	nominative
39	5	si	reflexive
40	5	tu	nominative
40	6	li	dative
41	7	tu	nominative
41	8	lo	accusative
43	2	io	nominative
43	7	tu	nominative
44	2	tu	nominative
44	4	chi	nominative
46	4	li	dative
46	5	s'	reflexive
47	1	domandollo	accusative
47	3	ei	nominative
47	6	quei	nominative
48	1	I'	nominative
49	8	mi	accusative
50	1	che	nominative
50	2	m'	accusative
51	3	sé	genitive
53	2	mi	reflexive
54	3	io	nominative
55	4	cui	dative
57	1	li	accusative
57	6	una	nominative
59	3	il	accusative
60	7	io	nominative
60	8	lo	accusative
63	3	lui	ablative
63	6	altri	nominative
63	7	'l	accusative
65	2	tu	nominative
65	3	alcun	accusative
66	5	quelli	nominative
66	6	I'	nominative
66	7	mi	reflexive
67	4	un	ablative
67	5	che	nominative
68	3	io	nominative
68	6	lui	ablative
69	2	i'	nominative
71	3	preseli	dative
72	4	ne	ablative
73	3	i	accusative
74	8	loro	genitive
75	1	si	reflexive
76	2	elli	nominative
77	2	lui	dative
77	3	ch'	nominative
79	1	Chi	nominative
79	3	colui	nominative
79	5	cui	ablative
81	2	ei	nominative
82	1	quel	nominative
83	1	ch'	nominative
84	4	lor	dative
84	6	ciascun	nominative
84	7	se	reflexive
84	8	ne	ablative
85	2	si	reflexive
85	5	lasciolli	accusative
86	3	e'	nominative
88	3	esso	ablative
90	5	si	reflexive
91	5	che	nominative
92	1	i'	nominative
92	5	i'	nominative
92	8	ello	nominative
93	2	s'	reflexive
93	5	grattarmi	dative
95	1	che	nominative
97	2	voi	nominative
99	4	io	nominative
99	5	ne	ablative
101	3	ei	nominative
102	2	io	nominative
103	2	un	ablative
103	4	io	nominative
103	6	ne	ablative
104	2	io	nominative
105	6	alcun	nominative
105	7	si	reflexive
108	1	ch'	accusative
108	2	elli	nominative
109	2	ei	nominative
109	3	ch'	nominative
110	4	io	nominative
111	2	io	nominative
112	3	si	reflexive
113	6	lui	dative
113	8	tu	nominative
113	9	ti	reflexive
114	1	io	nominative
114	3	ti	dative
117	4	tu	nominative
117	8	noi	ablative
118	2	tu	vocative
118	3	che	nominative
119	1	ciascun	nominative
120	1	quel	nominative
120	3	ch'	nominative
120	5	ciò	ablative
123	5	lor	ablative
123	6	si	reflexive
124	3	ciascun	nominative
125	2	quei	nominative
126	2	si	reflexive
126	6	Tu	nominative
127	3	i	dative
128	4	quelli	nominative
129	2	quei	nominative
131	4	s'	reflexive
131	7	s'	reflexive
132	2	ei	nominative
134	3	li	accusative
135	2	quei	nominative
138	4	lui	ablative
139	3	altro	nominative
140	4	lui	accusative
140	6	amendue	nominative
146	2	ne	ablative
151	2	noi	nominative
151	4	lor	accusative
