line	token	word	case
2	8	noi	ablative
2	9	sen	reflexive+ablative
4	4	che	nominative
4	7	lei	ablative
5	1	ne	ablative
6	5	che	nominative
6	7	n'	ablative
7	5	che	nominative
8	4	colui	genitive
8	6	ciò	nominative
9	1	che	nominative
9	2	l'	accusative
12	2	el	nominative
15	1	si	reflexive
17	5	dandole	dative
18	1	che	accusative
19	4	tu	vocative
19	6	cu'	ablative
19	7	io	nominative
20	4	che	nominative
21	2	Istra	nominative
21	3	ten	reflexive+ablative
21	7	t'	accusative
22	2	io	nominative
23	2	t'	dative
23	7	meco	ablative
24	6	me	ablative
25	2	tu	nominative
27	2	ond'	ablative
27	3	io	nominative
28	1	dimmi	dative
29	2	io	nominative
30	5	che	genitive
30	7	si	reflexive
31	1	Io	nominative
32	5	mi	accusative
33	3	tu	nominative
33	4	questi	nominative
34	2	io	nominative
34	3	ch'	nominative
36	3	che	nominative
39	4	nessuna	accusative
39	6	vi	locative
41	5	la	accusative
41	6	si	reflexive
43	3	che	nominative
45	5	si	reflexive
47	1	che	nominative
51	1	che	nominative
52	2	quella	nominative
52	3	cu'	ablative
53	3	ella	nominative
54	3	si	reflexive
55	2	chi	nominative
55	4	ti	accusative
55	7	ne	ablative
56	6	altri	nominative
61	2	i'	nominative
62	3	che	nominative
65	4	alcun	nominative
65	6	i'	nominative
66	5	ti	dative
67	1	Io	nominative
68	1	credendomi	reflexive
70	8	cui	ablative
71	2	mi	accusative
72	7	m'	accusative
73	3	io	nominative
74	1	che	accusative
74	4	mi	dative
77	1	io	nominative
77	7	lor	genitive
79	2	mi	reflexive
80	5	ciascun	nominative
82	1	ciò	nominative
82	2	che	nominative
82	4	mi	dative
82	7	m'	dative
83	5	mi	reflexive
92	3	sé	ablative
92	6	me	ablative
93	1	che	nominative
96	2	mi	dative
96	4	questi	nominative
98	1	domandommi	dative
98	4	io	nominative
101	2	t'	accusative
101	5	tu	nominative
101	6	m'	dative
103	4	io	nominative
104	2	tu	nominative
105	1	che	accusative
106	2	mi	dative
107	5	mi	dative
108	5	che	ablative
108	6	tu	nominative
108	7	mi	accusative
109	5	io	nominative
111	1	ti	accusative
112	5	io	nominative
113	2	me	ablative
113	4	un	nominative
114	1	li	dative
114	6	mi	dative
115	2	se	reflexive
115	3	ne	ablative
117	2	quale	ablative
117	6	li	nominative
118	4	si	reflexive
118	6	chi	nominative
118	8	si	reflexive
120	4	che	nominative
120	5	nol	accusative
121	2	me	vocative
121	5	mi	reflexive
122	2	mi	accusative
122	4	dicendomi	dative
123	1	tu	nominative
123	5	io	nominative
124	3	mi	accusative
124	6	quelli	nominative
126	7	la	accusative
126	8	si	reflexive
127	2	Questi	nominative
128	3	io	nominative
129	5	mi	reflexive
130	2	elli	nominative
131	4	si	reflexive
133	1	Noi	nominative
133	5	io	nominative
135	1	che	nominative
135	6	che	ablative
135	7	si	reflexive
136	2	quei	ablative
136	3	che	nominative
