line	token	word	case
2	2	noi	nominative
2	3	ci	reflexive
3	1	che	nominative
6	3	v'	locative
8	4	che	nominative
11	1	che	nominative
18	1	mi	dative
19	2	tu	nominative
21	2	che	nominative
22	1	Io	nominative
23	5	che	nominative
23	6	'l	accusative
24	3	io	nominative
24	6	m'	reflexive
25	2	ïo	nominative
25	4	ei	nominative
25	7	io	nominative
27	3	che	nominative
27	5	noi	ablative
27	6	si	reflexive
28	6	tu	nominative
29	4	una	ablative
30	3	c'	accusative
33	7	mi	accusative
35	5	mi	accusative
36	3	tu	nominative
40	6	ch'	nominative
41	6	che	nominative
42	5	che	nominative
44	5	io	nominative
45	7	che	nominative
46	2	elli	nominative
48	1	ciò	accusative
48	2	c'	accusative
49	4	te	ablative
50	5	mi	accusative
51	1	indurlo	accusative
51	6	me	ablative
52	2	dilli	dative
52	3	chi	nominative
52	4	tu	nominative
55	8	m'	accusative
56	2	i'	nominative
56	7	voi	nominative
57	2	ïo	nominative
57	7	m'	reflexive
58	1	Io	nominative
58	3	colui	nominative
58	4	che	nominative
59	6	che	nominative
59	7	le	accusative
61	1	che	nominative
63	3	i'	nominative
63	4	ne	ablative
64	3	che	nominative
67	3	me	ablative
72	3	me	accusative
72	5	me	ablative
74	1	vi	dative
75	4	che	nominative
76	4	voi	ablative
76	5	alcun	nominative
77	5	che	nominative
78	4	che	accusative
78	6	le	dative
79	8	el	nominative
79	9	si	reflexive
80	5	me	ablative
81	6	lui	ablative
81	9	ti	dative
82	2	ïo	nominative
82	4	lui	dative
82	5	Domandal	accusative
82	6	tu	nominative
83	2	quel	ablative
83	3	che	accusative
83	7	me	dative
84	2	i'	nominative
84	7	m'	dative
85	6	ti	dative
86	2	ciò	accusative
86	3	che	accusative
87	4	ti	dative
88	2	dirne	ablative
88	6	si	reflexive
89	5	dinne	ablative
89	7	tu	nominative
90	7	si	reflexive
92	1	si	reflexive
93	5	voi	dative
94	2	si	reflexive
95	3	ond'	ablative
95	4	ella	nominative
95	6	s'	reflexive
96	2	la	accusative
104	5	alcuna	nominative
104	6	sen	reflexive+ablative
105	6	ciò	accusative
105	7	ch'	accusative
105	9	si	reflexive
106	2	le	accusative
108	1	ciascuno	nominative
109	1	Noi	nominative
110	3	altro	accusative
110	4	ne	ablative
111	2	noi	nominative
112	3	colui	ablative
112	4	che	nominative
114	1	ch'	nominative
118	1	Quel	nominative
119	3	altro	nominative
119	4	cui	dative
122	5	li	dative
123	2	sé	ablative
124	4	loro	ablative
126	3	ch'	nominative
127	3	che	nominative
127	4	s'	reflexive
128	2	quel	accusative
129	2	sen	reflexive+ablative
130	1	Presemi	accusative
131	2	menommi	accusative
131	5	che	nominative
134	1	che	nominative
134	2	t'	dative
134	6	me	ablative
135	4	io	nominative
136	6	esso	ablative
137	2	Chi	nominative
137	4	che	nominative
139	2	elli	nominative
139	4	noi	dative
139	7	che	nominative
141	1	c'	nominative
141	8	me	ablative
142	1	raccoglietele	accusative
143	1	I'	nominative
143	6	che	nominative
144	6	ei	nominative
144	8	questo	ablative
145	6	la	accusative
147	4	lui	genitive
148	3	che	nominative
148	5	la	accusative
149	4	che	nominative
151	1	Io	nominative
151	5	me	dative
