line	token	word	case
3	6	te	dative
3	7	le	accusative
4	5	mi	dative
5	2	una	nominative
5	3	li	accusative
5	4	s'	reflexive
7	8	rilegollo	accusative
8	2	sé	reflexive
9	5	esse	ablative
11	2	incenerarti	accusative
15	2	quel	accusative
15	3	che	nominative
16	1	El	nominative
16	2	si	reflexive
17	2	io	nominative
19	4	io	nominative
19	7	n'	ablative
20	3	elli	nominative
23	5	li	accusative
24	2	quello	nominative
24	4	qualunque	accusative
24	5	s'	reflexive
25	5	Questi	nominative
26	1	che	nominative
29	4	che	accusative
30	4	ch'	accusative
30	5	elli	nominative
32	6	che	nominative
33	1	gliene	dative+ablative
34	6	el	accusative
35	6	noi	ablative
36	2	quai	ablative
36	4	io	nominative
36	9	s'	reflexive
37	5	Chi	nominative
37	7	voi	nominative
38	5	si	reflexive
39	5	essi	ablative
40	1	Io	nominative
40	3	li	accusative
40	6	ei	nominative
44	3	io	nominative
45	1	mi	reflexive
46	2	tu	nominative
47	1	ciò	accusative
47	2	ch'	accusative
47	3	io	nominative
48	2	io	nominative
48	3	che	nominative
48	4	'l	accusative
48	9	mi	reflexive
49	2	io	nominative
49	6	lor	ablative
50	7	si	reflexive
51	4	uno	ablative
51	8	lui	ablative
51	9	s'	reflexive
52	5	li	dative
54	2	li	accusative
55	1	li	accusative
56	2	miseli	accusative
56	6	'mbedue	ablative
57	7	la	accusative
58	1	Ellera	nominative
61	2	s'	reflexive
62	5	lor	genitive
63	3	un	nominative
63	6	altro	nominative
63	9	quel	accusative
63	10	ch'	nominative
66	1	che	nominative
67	4	'l	accusative
67	7	ciascuno	nominative
68	5	ti	reflexive
71	2	n'	ablative
75	3	che	nominative
85	4	onde	ablative
86	7	lor	genitive
87	5	lui	ablative
88	3	'l	accusative
88	6	nulla	accusative
90	6	l'	accusative
91	1	Elli	nominative
91	5	quei	nominative
91	6	lui	accusative
92	2	un	nominative
92	8	altro	nominative
93	6	si	reflexive
96	5	quel	accusative
96	6	ch'	nominative
96	8	si	reflexive
98	3	quello	nominative
98	7	quella	nominative
99	3	io	nominative
99	5	lo	accusative
101	5	amendue	nominative
102	3	lor	genitive
103	2	si	reflexive
106	6	seco	ablative
107	1	s'	reflexive
108	6	si	reflexive
110	1	che	nominative
110	2	si	reflexive
111	1	si	reflexive
111	5	quella	nominative
112	1	Io	nominative
113	8	ch'	nominative
114	5	quelle	accusative
116	4	che	accusative
117	6	n'	ablative
120	9	il	accusative
121	2	un	nominative
121	3	si	reflexive
121	7	altro	nominative
123	3	quai	ablative
123	4	ciascun	nominative
124	1	Quel	accusative
124	2	ch'	nominative
124	5	il	accusative
125	5	ch'	nominative
127	1	ciò	nominative
127	2	che	nominative
127	8	si	reflexive
130	1	Quel	nominative
130	2	che	nominative
133	4	ch'	nominative
134	4	si	reflexive
135	3	altro	ablative
135	4	si	reflexive
136	3	ch'	nominative
137	2	si	reflexive
138	6	lui	ablative
139	2	li	dative
140	5	altro	ablative
140	6	I'	nominative
141	4	io	nominative
142	3	io	nominative
143	6	mi	accusative
148	2	i'	nominative
149	3	quel	nominative
149	4	che	nominative
150	1	che	nominative
151	2	altr'	nominative
151	4	quel	nominative
151	5	che	accusative
151	6	tu	nominative
