line	token	word	case
1	2	sen	reflexive+ablative
3	5	io	nominative
4	4	che	nominative
5	1	mi	accusative
5	6	te	dative
6	1	parlami	dative
6	3	sodisfammi	accusative
7	3	che	nominative
8	1	potrebbesi	reflexive
10	2	quelli	nominative
10	4	me	dative
10	5	Tutti	nominative
12	3	che	accusative
15	1	che	nominative
16	5	che	accusative
16	6	mi	dative
18	6	tu	nominative
18	7	mi	dative
19	2	io	nominative
20	2	te	ablative
21	2	tu	nominative
21	3	m'	accusative
21	9	ciò	ablative
22	3	che	nominative
25	4	ti	dative
29	2	una	ablative
29	7	m'	reflexive
31	2	el	nominative
31	3	mi	dative
31	5	Volgiti	reflexive
31	6	Che	accusative
32	4	che	nominative
32	5	s'	reflexive
33	7	'l	accusative
34	1	Io	nominative
35	2	el	nominative
35	3	s'	reflexive
38	1	mi	accusative
38	7	lui	ablative
40	2	io	nominative
41	1	guardommi	accusative
42	1	mi	dative
42	3	Chi	nominative
43	1	Io	nominative
43	2	ch'	nominative
44	2	gliel	dative+accusative
44	6	gliel'	dative+accusative
45	2	ei	nominative
47	2	me	ablative
48	6	li	accusative
49	2	ei	nominative
49	5	ei	nominative
50	2	io	nominative
50	3	lui	dative
50	5	una	accusative
51	3	vostri	nominative
53	4	questa	ablative
54	3	s'	reflexive
55	2	mi	accusative
56	5	altri	nominative
56	7	meco	ablative
60	9	teco	ablative
61	2	io	nominative
61	4	lui	dative
61	6	me	ablative
62	1	colui	nominative
62	2	ch'	nominative
62	7	mi	accusative
63	2	cui	accusative
65	1	m'	dative
65	4	costui	genitive
68	2	elli	nominative
68	6	elli	nominative
70	2	s'	reflexive
71	2	io	nominative
73	6	cui	dative
74	2	m'	dative
76	2	sé	reflexive
77	2	elli	nominative
78	1	ciò	nominative
78	2	mi	accusative
80	6	che	nominative
81	2	tu	nominative
82	3	tu	nominative
83	1	dimmi	dative
85	2	io	nominative
85	4	lui	dative
86	1	che	nominative
89	2	ciò	ablative
89	5	io	nominative
91	3	io	nominative
93	1	colui	nominative
93	2	che	nominative
93	3	la	accusative
95	2	io	nominative
95	3	lui	accusative
95	4	solvetemi	dative
96	1	che	nominative
97	1	El	nominative
97	4	voi	nominative
98	3	che	nominative
98	6	seco	ablative
100	1	Noi	nominative
100	4	quei	nominative
100	5	c'	nominative
101	4	che	nominative
101	5	ne	ablative
102	3	ne	ablative
103	2	s'	reflexive
103	6	tutto	nominative
104	5	altri	nominative
104	7	ci	dative
105	1	nulla	accusative
112	3	i'	nominative
113	2	i	dative
113	5	'l	accusative
114	5	che	accusative
114	6	m'	dative
115	6	mi	accusative
116	3	i'	nominative
117	2	mi	dative
117	4	chi	nominative
117	6	lu'	ablative
118	1	Dissemi	reflexive
120	8	mi	reflexive
121	2	s'	reflexive
121	5	io	nominative
123	4	che	nominative
123	5	mi	dative
124	1	Elli	nominative
124	2	si	reflexive
125	1	mi	dative
125	5	tu	nominative
126	2	io	nominative
126	3	li	accusative
127	5	quel	accusative
127	6	ch'	accusative
128	3	te	ablative
128	4	mi	dative
131	2	quella	genitive
131	4	cui	genitive
131	7	tutto	nominative
132	2	lei	ablative
135	4	ch'	nominative
136	1	che	nominative
