line	token	word	case
1	2	ïo	nominative
2	2	si	reflexive
4	1	io	nominative
5	5	io	nominative
5	7	l'	accusative
6	6	mi	reflexive
9	4	che	nominative
11	1	ch'	nominative
14	1	che	nominative
14	5	onde	ablative
15	1	mei	dative
16	2	noi	nominative
18	2	io	nominative
19	3	mi	dative
20	4	tu	nominative
22	3	io	nominative
22	4	mi	reflexive
22	7	vidimi	reflexive
23	7	che	nominative
31	5	si	reflexive
37	1	Ognuna	nominative
39	2	lor	genitive
39	4	si	reflexive
40	2	io	nominative
40	3	m'	reflexive
41	1	volsimi	reflexive
43	1	Ditemi	dative
43	2	voi	nominative
43	3	che	nominative
44	2	io	nominative
44	3	chi	nominative
44	6	quei	nominative
45	8	me	ablative
48	4	essi	ablative
50	4	ei	nominative
51	5	li	accusative
52	2	un	nominative
52	3	ch'	nominative
54	5	noi	ablative
54	6	ti	reflexive
55	4	chi	nominative
56	5	si	reflexive
57	7	lor	ablative
61	2	quelli	accusative
61	4	cui	dative
62	2	esso	ablative
63	4	questi	accusative
63	5	che	nominative
63	6	m'	accusative
64	5	i'	nominative
66	1	se	nominative
66	3	se'	reflexive
66	7	chi	nominative
67	4	mi	accusative
68	3	i'	nominative
69	5	mi	accusative
70	3	io	nominative
71	5	mi	dative
74	2	quale	ablative
74	5	si	reflexive
75	2	io	nominative
78	8	una	ablative
79	2	mi	accusative
79	5	mi	accusative
80	2	tu	nominative
81	4	mi	accusative
82	2	io	nominative
82	7	m'	accusative
83	3	io	nominative
83	9	costui	ablative
84	2	mi	dative
85	5	io	nominative
85	8	colui	dative
86	1	che	nominative
87	3	tu	nominative
87	4	che	nominative
87	7	altrui	accusative
88	2	tu	nominative
88	3	chi	nominative
89	3	altrui	accusative
91	3	io	nominative
91	7	ti	dative
93	2	io	nominative
94	2	elli	nominative
94	4	me	dative
94	8	io	nominative
95	5	mi	dative
97	2	lo	accusative
98	3	El	nominative
98	6	tu	nominative
98	7	ti	reflexive
99	7	ti	dative
100	2	elli	nominative
100	4	me	dative
100	6	tu	nominative
100	7	mi	accusative
100	8	dischiomi	accusative
101	2	ti	dative
101	5	io	nominative
101	8	mosterrolti	dative
102	7	mi	accusative
103	1	Io	nominative
104	3	glien'	dative+ablative
105	2	lui	nominative
106	5	Che	accusative
106	7	tu	nominative
107	2	ti	dative
108	2	tu	nominative
108	7	ti	accusative
109	3	io	nominative
111	1	io	nominative
111	4	te	ablative
112	5	ciò	accusative
112	6	che	nominative
112	7	tu	nominative
113	5	tu	nominative
114	2	quel	ablative
114	3	ch'	nominative
115	1	El	nominative
116	1	Io	nominative
116	5	quel	accusative
118	4	Altri	nominative
118	5	chi	nominative
118	6	v'	locative
119	1	tu	nominative
119	4	quel	accusative
120	2	cui	genitive
123	1	ch'	nominative
123	5	si	reflexive
124	1	Noi	nominative
124	6	ello	ablative
125	2	io	nominative
127	7	si	reflexive
129	5	s'	reflexive
130	4	si	reflexive
132	1	che	nominative
132	2	quei	nominative
133	2	tu	vocative
133	3	che	nominative
134	3	colui	ablative
134	4	che	accusative
134	5	tu	nominative
134	6	ti	reflexive
135	1	dimmi	dative
135	5	io	nominative
136	3	tu	nominative
136	7	lui	genitive
136	8	ti	reflexive
137	2	chi	nominative
137	3	voi	nominative
138	5	io	nominative
138	6	te	accusative
138	7	ne	ablative
139	2	quella	nominative
139	4	ch'	ablative
139	5	io	nominative
139	8	si	reflexive
