line	token	word	case
1	2	cen	accusative+ablative
5	4	che	nominative
5	6	lor	ablative
5	7	s'	reflexive
6	7	si	reflexive
10	6	quelli	nominative
12	3	si	reflexive
14	3	i'	nominative
15	2	io	nominative
15	6	mi	reflexive
17	1	che	nominative
17	7	ciascuna	nominative
18	1	ci	accusative
20	4	noi	ablative
23	4	un	ablative
23	5	che	nominative
23	6	mi	accusative
25	2	io	nominative
25	8	me	dative
30	3	voi	nominative
31	2	quelli	nominative
31	7	ti	dative
32	6	teco	ablative
34	1	I'	nominative
34	3	lui	dative
35	6	voi	ablative
35	7	m'	accusative
36	1	faròl	accusative
36	5	costui	dative
36	8	seco	ablative
37	4	qual	nominative
38	1	s'	reflexive
39	6	il	accusative
40	4	i'	nominative
40	5	ti	dative
42	1	che	nominative
43	1	Io	nominative
44	5	lui	ablative
45	4	che	nominative
46	1	El	nominative
47	7	ti	accusative
48	2	chi	nominative
48	4	questi	nominative
48	5	che	nominative
50	2	io	nominative
50	3	lui	dative
50	4	mi	reflexive
52	4	le	dative
53	1	questi	nominative
53	2	m'	dative
53	5	ïo	nominative
53	7	quella	ablative
54	2	reducemi	accusative
55	2	elli	nominative
55	4	me	dative
55	6	tu	nominative
57	3	m'	reflexive
58	3	io	nominative
59	5	te	dative
60	2	t'	dative
62	1	che	nominative
64	1	ti	dative
64	2	si	reflexive
66	1	si	reflexive
67	5	li	accusative
69	6	tu	nominative
69	7	ti	reflexive
70	6	ti	dative
72	2	te	ablative
74	2	lor	genitive
75	2	alcuna	nominative
75	6	lor	genitive
76	2	cui	ablative
77	4	che	nominative
80	2	io	nominative
80	3	lui	dative
80	4	voi	nominative
82	5	m'	dative
82	10	m'	accusative
84	2	voi	genitive
85	1	m'	dative
85	6	s'	reflexive
86	3	io	nominative
86	4	l'	accusative
86	9	io	nominative
87	7	si	reflexive
88	1	Ciò	accusative
88	2	che	accusative
90	3	che	nominative
90	7	lei	dative
91	3	io	nominative
91	5	vi	dative
92	6	mi	accusative
96	2	le	dative
98	2	si	reflexive
98	7	riguardommi	accusative
99	5	chi	nominative
99	6	la	accusative
100	7	vommi	dative
101	6	chi	nominative
103	2	elli	nominative
103	4	me	dative
103	7	alcuno	genitive
104	6	tacerci	ablative
109	2	sen	reflexive+ablative
110	7	vedervi	accusative
112	1	colui	accusative
112	3	che	nominative
116	8	i'	nominative
118	5	quale	ablative
119	1	Sieti	dative
120	2	qual	locative
120	3	io	nominative
121	2	si	reflexive
121	7	coloro	genitive
122	1	che	nominative
123	7	costoro	genitive
124	1	quelli	nominative
124	2	che	nominative
124	5	colui	nominative
124	6	che	nominative
