line	token	word	deprel	head_line	head_token
1	1	Né	cc	1	8
1	2	'l	det	1	3
1	3	dir	conj	1	8
1	4	l'	det	1	5
1	5	andar	nmod	1	3
1	6	né	cc	1	8
1	7	l'	det	1	8
1	8	andar	nsubj	2	1
1	9	lui	obj	2	1
1	10	più	advmod	1	11
1	11	lento	xcomp	2	1
2	1	facea	root	0	0
2	2	ma	cc	2	4
2	3	ragionando	advcl	2	4
2	4	andavam	conj	2	1
2	5	forte	advmod	2	4
3	1	sì	advmod	3	2
3	2	come	case	3	3
3	3	nave	obl	2	4
3	4	pinta	amod	3	3
3	5	da	case	3	7
3	6	buon	amod	3	7
3	7	vento	obl	3	4
4	1	e	cc	6	1
4	2	l'	det	4	3
4	3	ombre	nsubj	6	1
4	4	che	nsubj	4	5
4	5	parean	acl:relcl	4	3
4	6	cose	attr	4	5
4	7	rimorte	amod	4	6
5	1	per	case	5	3
5	2	le	det	5	3
5	3	fosse	obl	6	1
5	4	de	case	5	6
5	5	li	det	5	6
5	6	occhi	nmod	5	3
5	7	ammirazione	obj	6	1
6	1	traean	conj	2	4
6	2	di	case	6	3
6	3	me	obl	6	1
6	4	di	case	6	6
6	5	mio	det:poss	6	6
6	6	vivere	nmod	6	7
6	7	accorte	amod	4	3
7	1	E	cc	8	1
7	2	io	nsubj	8	1
7	3	continüando	advcl	8	1
7	4	al	case	7	6
7	5	mio	det	7	6
7	6	sermone	obl	7	3
8	1	dissi	root	0	0
8	2	Ella	nsubj	8	4
8	3	sen	expl	8	4
8	4	va	ccomp	8	1
8	5	sù	advmod	8	4
8	6	forse	advmod	8	4
8	7	più	advmod	8	8
8	8	tarda	advmod	8	4
9	1	che	mark	9	3
9	2	non	advmod	9	3
9	3	farebbe	advcl	8	8
9	4	per	case	9	6
9	5	altrui	amod	9	6
9	6	cagione	obl	9	3
10	1	Ma	cc	10	2
10	2	dimmi	root	0	0
10	3	se	mark	10	5
10	4	tu	nsubj	10	5
10	5	sai	ccomp	10	2
10	6	dov'	advmod	10	7
10	7	è	ccomp	10	5
10	8	Piccarda	nsubj	10	7
11	1	dimmi	conj	10	2
11	2	s'	mark	11	4
11	3	io	nsubj	11	4
11	4	veggio	ccomp	11	1
11	5	da	case	11	6
11	6	notar	acl	11	7
11	7	persona	obj	11	4
12	1	tra	case	12	3
12	2	questa	det	12	3
12	3	gente	nmod	11	7
12	4	che	nsubj	12	7
12	5	sì	advmod	12	7
12	6	mi	obj	12	7
12	7	riguarda	acl:relcl	12	3
13	1	La	det	13	3
13	2	mia	det:poss	13	3
13	3	sorella	nsubj	14	6
13	4	che	obl	14	2
13	5	tra	case	13	6
13	6	bella	obl	14	4
13	7	e	cc	13	8
13	8	buona	conj	13	6
14	1	non	advmod	14	2
14	2	so	acl:relcl	13	3
14	3	qual	nsubj	14	4
14	4	fosse	ccomp	14	2
14	5	più	advmod	14	4
14	6	trïunfa	root	0	0
14	7	lieta	advmod	14	6
15	1	ne	case	15	4
15	2	l'	det	15	4
15	3	alto	amod	15	4
15	4	Olimpo	obl	14	6
15	5	già	advmod	14	6
15	6	di	case	15	8
15	7	sua	det:poss	15	8
15	8	corona	obl	14	6
16	1	Sì	advmod	16	2
16	2	disse	root	0	0
16	3	prima	advmod	16	2
16	4	e	cc	16	9
16	5	poi	advmod	16	9
16	6	Qui	obl	16	9
16	7	non	advmod	16	9
16	8	si	expl	16	9
16	9	vieta	ccomp	16	2
17	1	di	mark	17	2
17	2	nominar	xcomp	16	9
17	3	ciascun	obj	17	2
17	4	da	case	17	8
17	5	ch'	mark	17	8
17	6	è	cop	17	8
17	7	sì	advmod	17	8
17	8	munta	advcl	16	9
18	1	nostra	det:poss	18	2
18	2	sembianza	nsubj	17	8
18	3	via	advmod	17	8
18	4	per	case	18	6
18	5	la	det	18	6
18	6	dïeta	obl	17	8
19	1	Questi	nsubj	19	6
19	2	e	cc	19	3
19	3	mostrò	parataxis	19	6
19	4	col	case	19	5
19	5	dito	obl	19	3
19	6	è	root	0	0
19	7	Bonagiunta	attr	19	6
20	1	Bonagiunta	appos	19	7
20	2	da	case	20	3
20	3	Lucca	nmod	20	1
20	4	e	cc	22	1
20	5	quella	det	20	6
20	6	faccia	obj	22	1
21	1	di	case	21	2
21	2	là	nmod	20	6
21	3	da	case	21	4
21	4	lui	nmod	21	2
