line	token	word	deprel	head_line	head_token
1	1	Avvegna	advcl	4	3
1	2	che	mark	2	1
1	3	la	det	1	5
1	4	subitana	amod	1	5
1	5	fuga	nsubj	2	1
2	1	dispergesse	ccomp	1	1
2	2	color	obj	2	1
2	3	per	case	2	5
2	4	la	det	2	5
2	5	campagna	obl	2	1
3	1	rivolti	acl	2	2
3	2	al	case	3	3
3	3	monte	obl	3	1
3	4	ove	obl	3	7
3	5	ragion	nsubj	3	7
3	6	ne	obl	3	7
3	7	fruga	acl:relcl	3	3
4	1	i'	nsubj	4	3
4	2	mi	obj	4	3
4	3	ristrinsi	root	0	0
4	4	a	case	4	7
4	5	la	det	4	7
4	6	fida	amod	4	7
4	7	compagna	obl	4	3
5	1	e	cc	5	7
5	2	come	advmod	5	7
5	3	sare'	aux	5	7
5	4	io	nsubj	5	7
5	5	sanza	case	5	6
5	6	lui	obl	5	7
5	7	corso	conj	4	3
6	1	chi	nsubj	6	4
6	2	m'	obj	6	4
6	3	avria	aux	6	4
6	4	tratto	root	0	0
6	5	su	advmod	6	4
6	6	per	case	6	8
6	7	la	det	6	8
6	8	montagna	obl	6	4
7	1	El	nsubj	7	3
7	2	mi	iobj	7	3
7	3	parea	root	0	0
7	4	da	case	7	5
7	5	sé	obl	7	7
7	6	stesso	appos	7	5
7	7	rimorso	xcomp	7	3
8	1	o	vocative	8	3
8	2	dignitosa	amod	8	3
8	3	coscïenza	vocative	9	3
8	4	e	cc	8	5
8	5	netta	amod	8	3
9	1	come	advmod	9	3
9	2	t'	iobj	9	3
9	3	è	parataxis	7	3
9	4	picciol	amod	9	5
9	5	fallo	nsubj	9	3
9	6	amaro	amod	9	7
9	7	morso	attr	9	3
10	1	Quando	mark	10	5
10	2	li	det	10	3
10	3	piedi	obj	10	5
10	4	suoi	det:poss	10	3
10	5	lasciar	advcl	13	3
10	6	la	det	10	7
10	7	fretta	nsubj	10	5
11	1	che	obj	11	7
11	2	l'	det	11	3
11	3	onestade	nsubj	11	7
11	4	ad	case	11	6
11	5	ogn'	det	11	6
11	6	atto	obl	11	7
11	7	dismaga	acl:relcl	10	7
12	1	la	det	12	2
12	2	mente	nsubj	13	3
12	3	mia	det:poss	12	2
12	4	che	nsubj	12	7
12	5	prima	advmod	12	7
12	6	era	aux	12	7
12	7	ristretta	acl:relcl	12	2
13	1	lo	det	13	2
13	2	'ntento	obj	13	3
13	3	rallargò	root	0	0
13	4	sì	advmod	13	5
13	5	come	mark	13	6
13	6	vaga	advcl	13	3
14	1	e	cc	14	2
14	2	diedi	conj	13	3
14	3	'l	det	14	4
14	4	viso	obj	14	2
14	5	mio	det:poss	14	4
14	6	incontr'	obl	14	2
14	7	al	case	14	8
14	8	poggio	nmod	14	6
15	1	che	nsubj	15	8
15	2	'nverso	case	15	4
15	3	'l	det	15	4
15	4	ciel	obl	15	8
15	5	più	advmod	15	6
15	6	alto	amod	15	4
15	7	si	expl	15	8
15	8	dislaga	acl:relcl	14	8
16	1	Lo	det	16	2
16	2	sol	nsubj	17	1
16	3	che	nsubj	16	5
16	4	dietro	advmod	16	5
16	5	fiammeggiava	acl:relcl	16	2
16	6	roggio	advmod	16	5
17	1	rotto	root	0	0
17	2	m'	iobj	17	1
17	3	era	aux	17	1
17	4	dinanzi	advmod	17	1
17	5	a	case	17	7
17	6	la	det	17	7
17	7	figura	obl	17	1
18	1	ch'	nsubj	18	2
18	2	avëa	acl:relcl	17	7
18	3	in	case	18	4
18	4	me	obl	18	2
18	5	de'	case	18	7
18	6	suoi	det:poss	18	7
18	7	raggi	nmod	18	9
18	8	l'	det	18	9
18	9	appoggio	obj	18	2
