line	token	word	deprel	head_line	head_token
1	1	Poi	advmod	1	2
1	2	fummo	root	0	0
1	3	dentro	advmod	1	2
1	4	al	case	1	5
1	5	soglio	obl	1	2
1	6	de	case	1	8
1	7	la	det	1	8
1	8	porta	nmod	1	5
2	1	che	obj	2	8
2	2	'l	det	2	4
2	3	mal	amod	2	4
2	4	amor	nsubj	2	8
2	5	de	case	2	7
2	6	l'	det	2	7
2	7	anime	nmod	2	4
2	8	disusa	acl:relcl	1	8
3	1	perché	mark	3	2
3	2	fa	advcl	2	8
3	3	parer	xcomp	3	2
3	4	dritta	obj	3	3
3	5	la	det	3	6
3	6	via	nsubj	3	3
3	7	torta	amod	3	6
4	1	sonando	advcl	4	3
4	2	la	obj	4	3
4	3	senti'	conj	1	2
4	4	esser	xcomp	4	3
4	5	richiusa	cop	4	4
5	1	e	cc	6	3
5	2	s'	mark	5	4
5	3	io	nsubj	5	4
5	4	avesse	advcl	6	3
5	5	li	det	5	6
5	6	occhi	obj	5	4
5	7	vòlti	acl	5	6
5	8	ad	case	5	9
5	9	essa	obl	5	7
6	1	qual	det	6	7
6	2	fora	aux	6	3
6	3	stata	conj	4	3
6	4	al	case	6	5
6	5	fallo	obl	6	3
6	6	degna	amod	6	7
6	7	scusa	nsubj	6	3
7	1	Noi	nsubj	7	2
7	2	salavam	root	0	0
7	3	per	case	7	5
7	4	una	det	7	5
7	5	pietra	obl	7	2
7	6	fessa	amod	7	5
8	1	che	nsubj	8	3
8	2	si	expl	8	3
8	3	moveva	acl:relcl	7	5
8	4	e	cc	8	6
8	5	d'	case	8	6
8	6	una	obl	8	3
8	7	e	cc	8	10
8	8	d'	case	8	10
8	9	altra	amod	8	10
8	10	parte	obl	8	3
9	1	sì	advmod	9	2
9	2	come	advcl	8	3
9	3	l'	det	9	4
9	4	onda	nsubj	9	2
9	5	che	nsubj	9	6
9	6	fugge	acl:relcl	9	4
9	7	e	cc	9	9
9	8	s'	expl	9	9
9	9	appressa	conj	9	6
10	1	Qui	advmod	10	3
10	2	si	expl	10	3
10	3	conviene	ccomp	11	1
10	4	usare	xcomp	10	3
10	5	un	det	10	6
10	6	poco	obj	10	4
10	7	d'	case	10	8
10	8	arte	nmod	10	6
11	1	cominciò	root	0	0
11	2	'l	det	11	3
11	3	duca	nsubj	11	1
11	4	mio	amod	11	3
11	5	in	case	11	6
11	6	accostarsi	obl	10	4
12	1	or	advmod	12	2
12	2	quinci	obl	11	6
12	3	or	advmod	12	4
12	4	quindi	obl	11	6
12	5	al	case	12	6
12	6	lato	obl	11	6
12	7	che	nsubj	12	9
12	8	si	expl	12	9
12	9	parte	acl:relcl	12	6
13	1	E	cc	13	3
13	2	questo	nsubj	13	3
13	3	fece	root	0	0
13	4	i	det	13	6
13	5	nostri	det:poss	13	6
13	6	passi	obj	13	3
13	7	scarsi	obj	13	3
14	1	tanto	advmod	13	3
14	2	che	mark	15	1
14	3	pria	advmod	15	1
14	4	lo	det	14	5
14	5	scemo	nsubj	15	1
14	6	de	case	14	8
14	7	la	det	14	8
14	8	luna	nmod	14	5
15	1	rigiunse	advcl	13	3
15	2	al	case	15	3
15	3	letto	obl	15	1
15	4	suo	det:poss	15	3
15	5	per	mark	15	6
15	6	ricorcarsi	advcl	15	1
16	1	che	mark	16	3
16	2	noi	nsubj	16	3
16	3	fossimo	advcl	15	1
16	4	fuor	obl	16	3
16	5	di	case	16	7
16	6	quella	det	16	7
16	7	cruna	obl	16	4
17	1	ma	cc	20	4
17	2	quando	mark	17	3
17	3	fummo	advcl	20	4
17	4	liberi	xcomp	17	3
17	5	e	cc	17	6
17	6	aperti	xcomp	17	3
18	1	sù	advmod	17	3
18	2	dove	mark	18	8
18	3	il	det	18	4
18	4	monte	nsubj	18	8
18	5	in	case	18	6
18	6	dietro	obl	18	8
18	7	si	expl	18	8
18	8	rauna	acl:relcl	18	1
19	1	ïo	nsubj	20	4
19	2	stancato	acl	19	1
19	3	e	cc	19	4
19	4	amendue	nsubj	20	4
19	5	incerti	acl	19	4
20	1	di	case	20	3
20	2	nostra	det:poss	20	3
20	3	via	nmod	19	5
20	4	restammo	conj	13	3
20	5	in	case	20	8
20	6	su	case	20	8
20	7	un	det	20	8
20	8	piano	obl	20	4
21	1	solingo	amod	20	8
21	2	più	advmod	21	1
21	3	che	mark	21	4
21	4	strade	obj	21	1
21	5	per	case	21	6
21	6	diserti	nmod	21	4
22	1	Da	case	22	4
22	2	la	det	22	4
22	3	sua	det:poss	22	4
22	4	sponda	obl	24	1
22	5	ove	obl	22	6
22	6	confina	acl:relcl	22	4
22	7	il	det	22	8
22	8	vano	nsubj	22	6
23	1	al	case	23	2
23	2	piè	obl	24	1
23	3	de	case	23	6
23	4	l'	det	23	6
23	5	alta	amod	23	6
23	6	ripa	nmod	23	2
23	7	che	nsubj	23	9
23	8	pur	advmod	23	9
23	9	sale	acl:relcl	23	6
24	1	misurrebbe	conj	27	4
24	2	in	case	24	4
24	3	tre	nummod	24	4
24	4	volte	obl	24	1
24	5	un	det	24	6
24	6	corpo	obj	24	1
24	7	umano	amod	24	6
25	1	e	cc	27	4
25	2	quanto	mark	25	7
25	3	l'	det	25	4
25	4	occhio	nsubj	25	6
25	5	mio	det:poss	25	4
25	6	potea	aux	25	7
25	7	trar	advcl	27	5
25	8	d'	case	25	9
25	9	ale	obl	25	7
26	1	or	advmod	27	4
26	2	dal	case	26	8
26	3	sinistro	amod	26	8
26	4	e	cc	26	6
26	5	or	advmod	27	4
26	6	dal	case	26	8
26	7	destro	amod	26	8
26	8	fianco	obl	27	4
27	1	questa	det	27	2
27	2	cornice	nsubj	27	4
27	3	mi	iobj	27	4
27	4	parea	root	0	0
27	5	cotale	xcomp	27	4
28	1	Là	advmod	28	5
28	2	sù	advmod	28	1
28	3	non	advmod	28	5
28	4	eran	aux	28	5
28	5	mossi	root	0	0
28	6	i	det	28	7
28	7	piè	nsubj	28	5
28	8	nostri	amod	28	7
28	9	anco	advmod	28	5
29	1	quand'	mark	29	3
29	2	io	nsubj	29	3
29	3	conobbi	advcl	28	5
29	4	quella	det	29	5
29	5	ripa	obj	29	3
29	6	intorno	amod	29	5
30	1	che	nsubj	30	5
30	2	dritto	obj	30	5
30	3	di	case	30	4
30	4	salita	nmod	30	2
30	5	aveva	acl:relcl	29	5
30	6	manco	advmod	30	5
31	1	esser	xcomp	29	3
31	2	di	case	31	3
31	3	marmo	obl	31	1
31	4	candido	amod	31	3
31	5	e	cc	31	6
31	6	addorno	obl	31	1
32	1	d'	case	32	2
32	2	intagli	obl	31	6
32	3	sì	advmod	31	6
32	4	che	mark	33	5
32	5	non	advmod	33	5
32	6	pur	advmod	33	5
32	7	Policleto	nsubj	33	5
33	1	ma	cc	33	3
33	2	la	det	33	3
33	3	natura	conj	32	7
33	4	lì	advmod	33	5
33	5	avrebbe	advcl	32	3
33	6	scorno	obj	33	5
34	1	L'	det	34	2
34	2	angel	nsubj	37	4
34	3	che	nsubj	34	4
34	4	venne	acl:relcl	34	2
34	5	in	case	34	6
34	6	terra	obl	34	4
34	7	col	case	34	8
34	8	decreto	obl	34	4
35	1	de	case	35	6
