line	token	word	deprel	head_line	head_token
1	1	Deus	obl	1	2
1	2	venerunt	obj	3	3
1	3	gentes	nsubj	1	2
1	4	alternando	advcl	3	3
2	1	or	advmod	2	2
2	2	tre	nummod	2	6
2	3	or	advmod	2	4
2	4	quattro	nummod	2	6
2	5	dolce	amod	2	6
2	6	salmodia	obj	1	4
3	1	le	det	3	2
3	2	donne	nsubj	3	3
3	3	incominciaro	root	0	0
3	4	e	cc	3	5
3	5	lagrimando	advcl	3	3
4	1	e	cc	5	2
4	2	Bëatrice	nsubj	5	2
4	3	sospirosa	amod	4	2
4	4	e	cc	4	5
4	5	pia	amod	4	2
5	1	quelle	obj	5	2
5	2	ascoltava	conj	3	3
5	3	sì	advmod	5	4
5	4	fatta	acl	4	2
5	5	che	mark	6	6
5	6	poco	advmod	6	1
6	1	più	advmod	6	6
6	2	a	case	6	4
6	3	la	det	6	4
6	4	croce	obl	6	6
6	5	si	obj	6	6
6	6	cambiò	advcl	5	4
6	7	Maria	nsubj	6	6
7	1	Ma	advmod	9	1
7	2	poi	advmod	7	7
7	3	che	mark	7	7
7	4	l'	det	7	6
7	5	altre	amod	7	6
7	6	vergini	nsubj	7	7
7	7	dier	advcl	9	1
7	8	loco	obj	7	7
8	1	a	case	8	2
8	2	lei	obl	7	7
8	3	di	mark	8	4
8	4	dir	xcomp	7	7
8	5	levata	advcl	9	1
8	6	dritta	advmod	8	5
8	7	in	case	8	8
8	8	pè	obl	8	5
9	1	rispuose	root	0	0
9	2	colorata	advcl	9	1
9	3	come	case	9	4
9	4	foco	obl	9	2
10	1	Modicum	advmod	10	4
10	2	et	cc	10	4
10	3	non	advmod	10	4
10	4	videbitis	ccomp	9	1
10	5	me	obj	10	4
11	1	et	cc	12	4
11	2	iterum	advmod	12	4
11	3	sorelle	vocative	12	4
11	4	mie	det:poss	11	3
11	5	dilette	amod	11	3
12	1	modicum	advmod	12	4
12	2	et	cc	12	4
12	3	vos	nsubj	12	4
12	4	videbitis	conj	10	4
12	5	me	obj	12	4
13	1	Poi	advmod	13	4
13	2	le	obj	13	4
13	3	si	iobj	13	4
13	4	mise	root	0	0
13	5	innanzi	advmod	13	4
13	6	tutte	appos	13	2
13	7	e	cc	13	8
13	8	sette	conj	13	6
14	1	e	cc	14	6
14	2	dopo	case	14	3
14	3	sé	obl	14	6
14	4	solo	advmod	14	5
14	5	accennando	advcl	14	6
14	6	mosse	conj	13	4
15	1	me	obj	14	6
15	2	e	cc	15	4
15	3	la	det	15	4
15	4	donna	obj	14	6
