line	token	word	deprel	head_line	head_token
1	1	La	det	1	2
1	2	concubina	nsubj	2	3
1	3	di	case	1	4
1	4	Titone	nmod	1	2
1	5	antico	amod	1	4
2	1	già	advmod	2	3
2	2	s'	expl	2	3
2	3	imbiancava	root	0	0
2	4	al	case	2	5
2	5	balco	obl	2	3
2	6	d'	case	2	7
2	7	orïente	nmod	2	5
3	1	fuor	obl	2	3
3	2	de	case	3	4
3	3	le	det	3	4
3	4	braccia	nmod	3	1
3	5	del	case	3	8
3	6	suo	det:poss	3	8
3	7	dolce	amod	3	8
3	8	amico	nmod	3	4
4	1	di	case	4	2
4	2	gemme	obl	4	7
4	3	la	det	4	5
4	4	sua	det:poss	4	5
4	5	fronte	nsubj	4	7
4	6	era	cop	4	7
4	7	lucente	conj	2	3
5	1	poste	acl	4	5
5	2	in	case	5	3
5	3	figura	obl	5	1
5	4	del	case	5	6
5	5	freddo	amod	5	6
5	6	animale	nmod	5	3
6	1	che	nsubj	6	5
6	2	con	case	6	4
6	3	la	det	6	4
6	4	coda	obl	6	5
6	5	percuote	acl:relcl	5	6
6	6	la	det	6	7
6	7	gente	obj	6	5
7	1	e	cc	8	1
7	2	la	det	7	3
7	3	notte	nsubj	8	1
7	4	de'	case	7	5
7	5	passi	nmod	7	3
7	6	con	case	7	7
7	7	che	obl	7	8
7	8	sale	acl:relcl	7	5
8	1	fatti	conj	4	7
8	2	avea	aux	8	1
8	3	due	obj	8	1
8	4	nel	case	8	5
8	5	loco	obl	8	1
8	6	ov'	mark	8	7
8	7	eravamo	acl:relcl	8	5
9	1	e	cc	9	5
9	2	'l	det	9	3
9	3	terzo	nsubj	9	5
9	4	già	advmod	9	5
9	5	chinava	conj	8	1
9	6	in	case	9	7
9	7	giuso	obl	9	5
9	8	l'	det	9	9
9	9	ale	obj	9	5
10	1	quand'	mark	11	8
10	2	io	nsubj	11	8
10	3	che	nsubj	10	5
10	4	meco	obl	10	5
10	5	avea	acl:relcl	10	2
10	6	di	case	10	7
10	7	quel	obj	10	5
10	8	d'	case	10	9
10	9	Adamo	nmod	10	7
11	1	vinto	acl	10	2
11	2	dal	case	11	3
11	3	sonno	obl	11	1
11	4	in	case	11	5
11	5	su	case	11	7
11	6	l'	det	11	7
11	7	erba	obl	11	8
11	8	inchinai	advcl	8	1
12	1	là	obl	12	7
12	2	've	mark	12	7
12	3	già	advmod	12	7
12	4	tutti	nsubj	12	7
12	5	e	cc	12	6
12	6	cinque	conj	12	4
12	7	sedavamo	advcl	11	8
13	1	Ne	case	13	3
13	2	l'	det	13	3
13	3	ora	obl	19	4
13	4	che	obl	13	5
13	5	comincia	acl:relcl	13	3
13	6	i	det	13	8
13	7	tristi	amod	13	8
13	8	lai	obj	13	5
14	1	la	det	14	2
14	2	rondinella	nsubj	13	5
14	3	presso	case	14	6
14	4	a	case	14	6
14	5	la	det	14	6
14	6	mattina	obl	13	5
15	1	forse	advmod	13	5
15	2	a	case	15	3
15	3	memoria	obl	13	5
15	4	de'	case	15	7
15	5	suo'	det:poss	15	7
15	6	primi	amod	15	7
15	7	guai	nmod	15	3
16	1	e	cc	18	7
16	2	che	mark	18	7
16	3	la	det	16	4
16	4	mente	nsubj	18	7
16	5	nostra	det:poss	16	4
16	6	peregrina	amod	16	4
17	1	più	advmod	17	9
17	2	da	case	17	4
17	3	la	det	17	4
17	4	carne	obl	17	9
17	5	e	cc	17	6
17	6	men	advmod	17	9
17	7	da'	case	17	8
17	8	pensier	obl	17	9
17	9	presa	amod	16	4
18	1	a	case	18	4
18	2	le	det	18	4
18	3	sue	det:poss	18	4
18	4	visïon	obl	18	7
18	5	quasi	advmod	18	7
18	6	è	cop	18	7
18	7	divina	advcl	19	4
19	1	in	case	19	2
19	2	sogno	obl	19	4
19	3	mi	expl	19	4
19	4	parea	root	0	0
19	5	veder	xcomp	19	4
19	6	sospesa	xcomp	19	5
20	1	un'	det	20	2
20	2	aguglia	obj	19	5
20	3	nel	case	20	4
20	4	ciel	obl	19	6
20	5	con	case	20	6
20	6	penne	nmod	20	2
20	7	d'	case	20	8
20	8	oro	nmod	20	6
21	1	con	case	21	3
21	2	l'	det	21	3
21	3	ali	nmod	20	2
21	4	aperte	amod	21	3
21	5	e	cc	21	8
21	6	a	case	21	7
21	7	calare	xcomp	21	8
21	8	intesa	nmod	20	2
22	1	ed	cc	22	4
22	2	esser	xcomp	22	4
22	3	mi	expl	22	4
22	4	parea	conj	19	4
22	5	là	obl	22	2
22	6	dove	case	23	1
22	7	fuoro	aux	23	1
23	1	abbandonati	acl:relcl	22	5
23	2	i	det	23	3
23	3	suoi	nsubj	23	1
23	4	da	case	23	5
23	5	Ganimede	obl	23	1
24	1	quando	mark	24	3
24	2	fu	aux	24	3
24	3	ratto	advcl	23	1
24	4	al	case	24	6
24	5	sommo	amod	24	6
24	6	consistoro	obl	24	3
25	1	Fra	case	25	2
25	2	me	obl	25	3
25	3	pensava	root	0	0
25	4	Forse	advmod	25	6
25	5	questa	nsubj	25	6
25	6	fiede	ccomp	25	3
26	1	pur	advmod	25	6
26	2	qui	advmod	25	6
26	3	per	case	26	4
26	4	uso	obl	25	6
26	5	e	cc	27	1
26	6	forse	advmod	27	1
26	7	d'	case	26	9
26	8	altro	amod	26	9
26	9	loco	obl	27	1
27	1	disdegna	conj	25	6
27	2	di	mark	27	3
27	3	portarne	xcomp	27	1
27	4	suso	advmod	27	3
27	5	in	case	27	6
27	6	piede	obl	27	3
28	1	Poi	advmod	28	3
28	2	mi	iobj	28	3
