line	token	word	deprel	head_line	head_token
1	1	Una	det	1	3
1	2	medesma	amod	1	3
1	3	lingua	nsubj	1	6
1	4	pria	advmod	1	6
1	5	mi	obj	1	6
1	6	morse	root	0	0
2	1	sì	advmod	2	4
2	2	che	mark	2	4
2	3	mi	iobj	2	4
2	4	tinse	advcl	1	6
2	5	l'	det	2	10
2	6	una	amod	2	10
2	7	e	cc	2	9
2	8	l'	det	2	10
2	9	altra	amod	2	10
2	10	guancia	obj	2	4
3	1	e	cc	3	6
3	2	poi	advmod	3	6
3	3	la	det	3	4
3	4	medicina	nsubj	3	6
3	5	mi	obj	3	6
3	6	riporse	conj	1	6
4	1	così	advmod	4	2
4	2	od'	conj	1	6
4	3	io	nsubj	4	2
4	4	che	mark	4	5
4	5	solea	ccomp	4	2
4	6	far	xcomp	4	5
4	7	la	det	4	8
4	8	lancia	obj	4	6
5	1	d'	case	5	2
5	2	Achille	nmod	4	8
5	3	e	cc	5	6
5	4	del	case	5	6
5	5	suo	det:poss	5	6
5	6	padre	nmod	4	8
5	7	esser	cop	5	8
5	8	cagione	xcomp	4	6
6	1	prima	advmod	5	8
6	2	di	case	6	8
6	3	trista	amod	6	8
6	4	e	cc	6	6
6	5	poi	advmod	5	8
6	6	di	case	6	8
6	7	buona	amod	6	8
6	8	mancia	nmod	5	8
7	1	Noi	nsubj	7	2
7	2	demmo	root	0	0
7	3	il	det	7	4
7	4	dosso	obj	7	2
7	5	al	case	7	7
7	6	misero	amod	7	7
7	7	vallone	obl	7	2
8	1	su	advmod	8	4
8	2	per	case	8	4
8	3	la	det	8	4
8	4	ripa	obl	7	2
8	5	che	nsubj	8	7
8	6	'l	obj	8	7
8	7	cinge	acl:relcl	8	4
8	8	dintorno	advmod	8	7
9	1	attraversando	advcl	7	2
9	2	sanza	case	9	4
9	3	alcun	det	9	4
9	4	sermone	obl	9	1
10	1	Quiv'	advmod	10	2
10	2	era	conj	12	3
10	3	men	xcomp	10	2
10	4	che	case	10	3
10	5	notte	obl	10	3
10	6	e	cc	10	7
10	7	men	conj	10	3
10	8	che	case	10	7
10	9	giorno	obl	10	7
11	1	sì	advmod	11	6
