line	token	word	deprel	head_line	head_token
1	1	Lo	det	1	2
1	2	giorno	nsubj	1	5
1	3	se	expl	1	5
1	4	n'	obl	1	5
1	5	andava	root	0	0
1	6	e	cc	2	1
1	7	l'	det	1	8
1	8	aere	nsubj	2	1
1	9	bruno	amod	1	8
2	1	toglieva	conj	1	5
2	2	li	det	2	3
2	3	animai	obj	2	1
2	4	che	nsubj	2	5
2	5	sono	acl:relcl	2	3
2	6	in	case	2	7
2	7	terra	obl	2	5
3	1	da	case	3	3
3	2	le	det	3	3
3	3	fatiche	obl	2	1
3	4	loro	det:poss	3	3
3	5	e	cc	4	2
3	6	io	nsubj	4	2
3	7	sol	amod	3	8
3	8	uno	appos	3	6
4	1	m'	obj	4	2
4	2	apparecchiava	conj	1	5
4	3	a	mark	4	4
4	4	sostener	xcomp	4	2
4	5	la	det	4	6
4	6	guerra	obj	4	4
5	1	sì	advmod	5	3
5	2	del	case	5	3
5	3	cammino	nmod	4	6
5	4	e	cc	5	8
5	5	sì	advmod	5	8
5	6	de	case	5	8
5	7	la	det	5	8
5	8	pietate	nmod	4	6
6	1	che	mark	6	2
6	2	ritrarrà	advcl	4	2
6	3	la	det	6	4
6	4	mente	nsubj	6	2
6	5	che	nsubj	6	7
6	6	non	advmod	6	7
6	7	erra	acl:relcl	6	4
7	1	O	mark	7	2
7	2	muse	vocative	9	3
7	3	o	mark	7	5
7	4	alto	amod	7	5
7	5	ingegno	vocative	9	3
7	6	or	advmod	7	8
7	7	m'	obj	7	8
7	8	aiutate	conj	9	3
8	1	o	mark	8	2
8	2	mente	vocative	9	3
8	3	che	nsubj	8	4
8	4	scrivesti	acl:relcl	8	2
8	5	ciò	obj	8	4
8	6	ch'	obj	8	8
8	7	io	nsubj	8	8
8	8	vidi	acl:relcl	8	5
9	1	qui	advmod	9	3
9	2	si	expl	9	3
9	3	parrà	root	0	0
9	4	la	det	9	6
9	5	tua	det:poss	9	6
9	6	nobilitate	nsubj	9	3
10	1	Io	nsubj	10	2
10	2	cominciai	root	0	0
10	3	Poeta	vocative	11	1
10	4	che	nsubj	10	6
10	5	mi	obj	10	6
10	6	guidi	acl:relcl	10	3
11	1	guarda	ccomp	10	2
11	2	la	det	11	4
11	3	mia	det:poss	11	4
11	4	virtù	obj	11	1
11	5	s'	mark	11	8
11	6	ell'	nsubj	11	8
11	7	è	cop	11	8
11	8	possente	advcl	11	1
12	1	prima	advmod	12	9
12	2	ch'	mark	12	9
12	3	a	case	12	6
12	4	l'	det	12	6
12	5	alto	amod	12	6
12	6	passo	obl	12	9
12	7	tu	nsubj	12	9
12	8	mi	obj	12	9
12	9	fidi	advcl	11	1
13	1	Tu	nsubj	13	2
