line	token	word	deprel	head_line	head_token
1	1	Taciti	advmod	2	2
1	2	soli	advmod	2	2
1	3	sanza	case	1	4
1	4	compagnia	obl	2	2
2	1	n'	obl	2	2
2	2	andavam	root	0	0
2	3	l'	det	2	4
2	4	un	nsubj	2	2
2	5	dinanzi	advmod	2	2
2	6	e	cc	2	8
2	7	l'	det	2	8
2	8	altro	conj	2	4
2	9	dopo	advmod	2	2
3	1	come	mark	3	4
3	2	frati	nsubj	3	4
3	3	minor	amod	3	2
3	4	vanno	advcl	2	2
3	5	per	case	3	6
3	6	via	obl	3	4
4	1	Vòlt'	root	0	0
4	2	era	cop	4	1
4	3	in	case	4	4
4	4	su	case	4	6
4	5	la	det	4	6
4	6	favola	obl	4	1
4	7	d'	case	4	8
4	8	Isopo	nmod	4	6
5	1	lo	det	5	3
5	2	mio	det:poss	5	3
5	3	pensier	nsubj	4	1
5	4	per	case	5	7
5	5	la	det	5	7
5	6	presente	amod	5	7
5	7	rissa	obl	4	1
6	1	dov'	obl	6	3
6	2	el	nsubj	6	3
6	3	parlò	acl:relcl	4	6
6	4	de	case	6	6
6	5	la	det	6	6
6	6	rana	obl	6	3
6	7	e	cc	6	9
6	8	del	case	6	9
6	9	topo	conj	6	6
7	1	ché	mark	7	5
7	2	più	advmod	7	5
7	3	non	advmod	7	5
7	4	si	expl	7	5
7	5	pareggia	advcl	4	1
7	6	mo	nsubj	7	5
7	7	e	cc	7	8
7	8	issa	conj	7	6
8	1	che	mark	8	7
8	2	l'	det	8	3
8	3	un	nsubj	8	7
8	4	con	case	8	6
8	5	l'	det	8	6
8	6	altro	obl	8	7
8	7	fa	advcl	7	5
8	8	se	mark	8	11
8	9	ben	advmod	8	11
8	10	s'	expl	8	11
8	11	accoppia	advcl	8	7
9	1	principio	nsubj	8	11
9	2	e	cc	9	3
9	3	fine	conj	9	1
9	4	con	case	9	6
9	5	la	det	9	6
9	6	mente	obl	8	11
9	7	fissa	amod	9	6
10	1	E	cc	11	2
10	2	come	mark	10	9
10	3	l'	det	10	5
10	4	un	det	10	5
10	5	pensier	nsubj	10	9
10	6	de	case	10	8
10	7	l'	det	10	8
10	8	altro	obl	10	9
10	9	scoppia	advcl	11	2
11	1	così	advmod	11	2
11	2	nacque	root	0	0
11	3	di	case	11	4
11	4	quello	obl	11	2
11	5	un	det	11	6
11	6	altro	nsubj	11	2
11	7	poi	advmod	11	2
12	1	che	nsubj	12	6
12	2	la	det	12	4
12	3	prima	amod	12	4
12	4	paura	obj	12	6
12	5	mi	iobj	12	6
12	6	fé	acl:relcl	11	6
12	7	doppia	xcomp	12	6
13	1	Io	nsubj	13	2
13	2	pensava	root	0	0
13	3	così	advmod	13	2
13	4	Questi	nsubj	14	2
13	5	per	case	13	6
13	6	noi	obl	14	2
14	1	sono	aux	14	2
14	2	scherniti	ccomp	13	2
14	3	con	case	14	4
14	4	danno	obl	14	2
14	5	e	cc	14	7
14	6	con	case	14	7
14	7	beffa	conj	14	4
15	1	sì	advmod	15	2
15	2	fatta	acl	14	7
15	3	ch'	mark	15	5
15	4	assai	advmod	15	5
15	5	credo	advcl	15	2
15	6	che	mark	15	8
15	7	lor	det:poss	15	8
15	8	nòi	ccomp	15	5
16	1	Se	mark	16	9
16	2	l'	det	16	3
16	3	ira	nsubj	16	9
16	4	sovra	case	16	7
16	5	'l	det	16	7
16	6	mal	amod	16	7
16	7	voler	obl	16	9
16	8	s'	obl	16	9
16	9	aggueffa	advcl	17	3
17	1	ei	nsubj	17	3
17	2	ne	obl	17	3
17	3	verranno	root	0	0
17	4	dietro	advmod	17	3
17	5	più	advmod	17	6
17	6	crudeli	obl	17	3
18	1	che	mark	17	6
18	2	'l	det	18	3
18	3	cane	nsubj	17	6
18	4	a	case	18	6
18	5	quella	det	18	6
18	6	lievre	obl	17	6
18	7	ch'	obj	18	9
18	8	elli	nsubj	18	9
18	9	acceffa	acl:relcl	18	6
19	1	Già	advmod	19	3
19	2	mi	obj	19	3
19	3	sentia	root	0	0
19	4	tutti	amod	19	7
19	5	arricciar	xcomp	19	3
19	6	li	det	19	7
19	7	peli	obj	19	5
20	1	de	case	20	3
20	2	la	det	20	3
20	3	paura	obl	19	5
20	4	e	cc	20	5
20	5	stava	conj	19	3
20	6	in	case	20	7
20	7	dietro	obl	20	5
20	8	intento	xcomp	20	5
21	1	quand'	mark	21	3
21	2	io	nsubj	21	3
21	3	dissi	advcl	19	3
21	4	Maestro	vocative	21	3
21	5	se	mark	21	7
21	6	non	advmod	21	7
21	7	celi	advcl	22	6
22	1	te	obj	21	7
22	2	e	cc	22	3
22	3	me	conj	22	1
22	4	tostamente	advmod	21	7
22	5	i'	nsubj	22	6
22	6	ho	ccomp	21	3
22	7	pavento	obj	22	6
23	1	d'	case	23	3
23	2	i	det	23	3
23	3	Malebranche	nmod	22	7
23	4	Noi	nsubj	23	6
23	5	li	obj	23	6
23	6	avem	conj	22	6
23	7	già	advmod	23	6
23	8	dietro	advmod	23	6
24	1	io	nsubj	24	3
24	2	li	obj	24	3
24	3	'magino	conj	23	6
24	4	sì	advmod	24	3
24	5	che	mark	24	8
24	6	già	advmod	24	8
24	7	li	obj	24	8
24	8	sento	advcl	24	3
25	1	E	cc	26	7
25	2	quei	nsubj	26	7
25	3	S'	mark	25	5
25	4	i'	nsubj	25	5
25	5	fossi	advcl	26	7
25	6	di	case	25	8
25	7	piombato	amod	25	8
25	8	vetro	obl	25	5
26	1	l'	det	26	2
26	2	imagine	obj	26	7
26	3	di	case	26	4
26	4	fuor	nmod	26	2
26	5	tua	det:poss	26	2
26	6	non	advmod	26	7
26	7	trarrei	root	0	0
27	1	più	advmod	27	2
27	2	tosto	advmod	26	7
27	3	a	case	27	4
27	4	me	obl	26	7
27	5	che	mark	27	8
27	6	quella	obj	27	8
27	7	dentro	advmod	27	8
27	8	'mpetro	advcl	26	7
28	1	Pur	advmod	28	3
28	2	mo	advmod	28	3
28	3	venieno	root	0	0
28	4	i	det	28	6
28	5	tuo'	det:poss	28	6
28	6	pensier	nsubj	28	3
28	7	tra	case	28	8
28	8	miei	obl	28	3
29	1	con	case	29	3
29	2	simile	amod	29	3
29	3	atto	obl	28	3
29	4	e	cc	29	7
29	5	con	case	29	7
29	6	simile	amod	29	7
29	7	faccia	conj	29	3
30	1	sì	advmod	30	8
30	2	che	mark	30	8
30	3	d'	case	30	4
30	4	intrambi	obl	30	8
30	5	un	det	30	7
30	6	sol	amod	30	7
30	7	consiglio	obj	30	8
30	8	fei	advcl	28	3
31	1	S'	mark	31	3
31	2	elli	nsubj	31	3
31	3	è	advcl	33	2
31	4	che	mark	31	9
31	5	sì	advmod	31	9
31	6	la	det	31	8
31	7	destra	amod	31	8
31	8	costa	nsubj	31	9
31	9	giaccia	ccomp	31	3
32	1	che	mark	32	8
32	2	noi	nsubj	32	8
32	3	possiam	aux	32	8
32	4	ne	case	32	7
32	5	l'	det	32	7
32	6	altra	amod	32	7
32	7	bolgia	obl	32	8
32	8	scendere	advcl	31	9
33	1	noi	nsubj	33	2
33	2	fuggirem	root	0	0
33	3	l'	det	33	5
33	4	imaginata	amod	33	5
33	5	caccia	obj	33	2
34	1	Già	advmod	34	3
34	2	non	advmod	34	3
34	3	compié	root	0	0
34	4	di	mark	34	7
34	5	tal	det	34	6
34	6	consiglio	obj	34	7
34	7	rendere	csubj	34	3
35	1	ch'	mark	35	4
35	2	io	nsubj	35	4
35	3	li	obj	35	4
35	4	vidi	advcl	34	3
35	5	venir	xcomp	35	4
35	6	con	case	35	8
35	7	l'	det	35	8
35	8	ali	obl	35	5
35	9	tese	amod	35	8
36	1	non	advmod	36	3
36	2	molto	advmod	36	3
36	3	lungi	advmod	35	5
36	4	per	mark	36	6
36	5	volerne	aux	36	6
36	6	prendere	advcl	35	4
37	1	Lo	det	37	2
37	2	duca	nsubj	37	7
37	3	mio	amod	37	2
37	4	di	case	37	5
37	5	sùbito	advmod	37	7
37	6	mi	obj	37	7
37	7	prese	root	0	0
38	1	come	mark	40	2
38	2	la	det	38	3
38	3	madre	nsubj	40	2
38	4	ch'	nsubj	38	7
38	5	al	case	38	6
38	6	romore	obl	38	7
38	7	è	cop	38	8
38	8	desta	acl:relcl	38	3
39	1	e	cc	39	2
39	2	vede	conj	38	8
39	3	presso	case	39	5
39	4	a	case	39	5
39	5	sé	obl	39	2
39	6	le	det	39	7
39	7	fiamme	obj	39	2
39	8	accese	amod	39	7
40	1	che	nsubj	40	2
40	2	prende	advcl	37	7
40	3	il	det	40	4
40	4	figlio	obj	40	2
40	5	e	cc	40	6
40	6	fugge	conj	40	2
40	7	e	cc	40	10
40	8	non	advmod	40	10
40	9	s'	expl	40	10
40	10	arresta	conj	40	6
41	1	avendo	advcl	40	2
41	2	più	advmod	41	1
41	3	di	case	41	4
41	4	lui	obl	41	1
41	5	che	cc	41	6
41	6	di	case	41	7
41	7	sé	obl	41	1
41	8	cura	obj	41	1
42	1	tanto	advmod	41	1
42	2	che	mark	42	6
42	3	solo	amod	42	5
42	4	una	det	42	5
42	5	camiscia	obj	42	6
42	6	vesta	advcl	42	1
43	1	e	cc	44	3
43	2	giù	advmod	44	3
43	3	dal	case	43	4
43	4	collo	obl	44	3
43	5	de	case	43	7
43	6	la	det	43	7
43	7	ripa	nmod	43	4
43	8	dura	amod	43	7
44	1	supin	advmod	44	3
44	2	si	expl	44	3
44	3	diede	conj	37	7
44	4	a	case	44	7
44	5	la	det	44	7
44	6	pendente	amod	44	7
44	7	roccia	obl	44	3
45	1	che	nsubj	45	10
45	2	l'	det	45	3
45	3	un	nsubj	45	10
45	4	de'	case	45	5
45	5	lati	nmod	45	3
45	6	a	case	45	9
45	7	l'	det	45	9
45	8	altra	amod	45	9
45	9	bolgia	obl	45	10
45	10	tura	acl:relcl	44	7
46	1	Non	advmod	46	2
46	2	corse	root	0	0
46	3	mai	advmod	46	2
46	4	sì	advmod	46	5
46	5	tosto	advmod	46	2
46	6	acqua	nsubj	46	2
46	7	per	case	46	8
46	8	doccia	obl	46	2
47	1	a	mark	47	2
47	2	volger	advcl	46	2
47	3	ruota	obj	47	2
47	4	di	case	47	5
47	5	molin	nmod	47	3
47	6	terragno	amod	47	5
48	1	quand'	mark	48	7
48	2	ella	nsubj	48	7
48	3	più	advmod	48	7
48	4	verso	case	48	6
48	5	le	det	48	6
48	6	pale	obl	48	7
48	7	approccia	advcl	46	2
49	1	come	mark	50	1
49	2	'l	det	49	3
49	3	maestro	nsubj	50	1
49	4	mio	det:poss	49	3
49	5	per	case	49	7
49	6	quel	det	49	7
49	7	vivagno	obl	50	1
50	1	portandosene	advcl	46	2
50	2	me	obj	50	1
50	3	sovra	case	50	6
50	4	'l	det	50	6
50	5	suo	det:poss	50	6
50	6	petto	obl	50	1
51	1	come	mark	51	3
51	2	suo	det:poss	51	3
51	3	figlio	obl	50	1
51	4	non	advmod	51	6
51	5	come	mark	51	6
51	6	compagno	obl	50	1
52	1	A	case	52	2
52	2	pena	advmod	52	7
52	3	fuoro	aux	52	7
52	4	i	det	52	5
52	5	piè	nsubj	52	7
52	6	suoi	det:poss	52	5
52	7	giunti	advcl	53	6
52	8	al	case	52	9
52	9	letto	obl	52	7
53	1	del	case	53	2
53	2	fondo	nmod	52	9
53	3	giù	advmod	53	2
53	4	ch'	mark	53	6
53	5	e'	nsubj	53	6
53	6	furon	root	0	0
53	7	in	case	53	8
53	8	sul	case	53	9
53	9	colle	obl	53	6
54	1	sovresso	case	54	2
54	2	noi	nmod	53	9
54	3	ma	cc	54	6
54	4	non	advmod	54	6
54	5	lì	advmod	54	6
54	6	era	conj	53	6
54	7	sospetto	nsubj	54	6
55	1	ché	mark	57	7
55	2	l'	det	55	4
55	3	alta	amod	55	4
55	4	provedenza	nsubj	57	7
55	5	che	nsubj	55	7
55	6	lor	iobj	56	1
55	7	volle	acl:relcl	55	4
56	1	porre	xcomp	55	7
56	2	ministri	obj	56	1
56	3	de	case	56	5
56	4	la	det	56	5
56	5	fossa	nmod	56	2
56	6	quinta	amod	56	5
57	1	poder	obj	57	7
57	2	di	mark	57	3
57	3	partirs'	xcomp	57	1
57	4	indi	advmod	57	3
57	5	a	case	57	6
57	6	tutti	iobj	57	7
57	7	tolle	advcl	54	6
58	1	Là	advmod	58	3
58	2	giù	advmod	58	3
58	3	trovammo	root	0	0
58	4	una	det	58	5
58	5	gente	obj	58	3
58	6	dipinta	amod	58	5
59	1	che	nsubj	59	2
59	2	giva	acl:relcl	58	5
59	3	intorno	advmod	59	2
59	4	assai	advmod	59	2
59	5	con	case	59	7
59	6	lenti	amod	59	7
59	7	passi	obl	59	2
60	1	piangendo	advcl	59	2
60	2	e	cc	60	5
60	3	nel	case	60	4
60	4	sembiante	obl	60	5
60	5	stanca	conj	60	1
60	6	e	cc	60	7
60	7	vinta	conj	60	5
61	1	Elli	nsubj	61	2
61	2	avean	root	0	0
61	3	cappe	obj	61	2
61	4	con	case	61	5
61	5	cappucci	nmod	61	3
61	6	bassi	amod	61	5
62	1	dinanzi	advmod	62	4
62	2	a	case	62	4
62	3	li	det	62	4
62	4	occhi	obl	61	3
62	5	fatte	acl	61	3
62	6	de	case	62	8
62	7	la	det	62	8
62	8	taglia	obl	62	5
63	1	che	nsubj	63	7
63	2	in	case	63	3
63	3	Clugnì	obl	63	7
63	4	per	case	63	6
63	5	li	det	63	6
63	6	monaci	obl	63	7
63	7	fassi	acl:relcl	62	8
64	1	Di	case	64	2
64	2	fuor	advmod	64	3
64	3	dorate	root	0	0
64	4	son	cop	64	3
64	5	sì	advmod	64	8
