line	token	word	deprel	head_line	head_token
1	1	Ruppemi	root	0	0
1	2	l'	det	1	4
1	3	alto	amod	1	4
1	4	sonno	obj	1	1
1	5	ne	case	1	7
1	6	la	det	1	7
1	7	testa	obl	1	1
2	1	un	det	2	3
2	2	greve	amod	2	3
2	3	truono	nsubj	1	1
2	4	sì	advmod	2	8
2	5	ch'	mark	2	8
2	6	io	nsubj	2	8
2	7	mi	expl	2	8
2	8	riscossi	advcl	1	1
3	1	come	case	3	2
3	2	persona	obl	2	8
3	3	ch'	nsubj	3	7
3	4	è	cop	3	7
3	5	per	case	3	6
3	6	forza	obl	3	7
3	7	desta	acl:relcl	3	2
4	1	e	cc	4	6
4	2	l'	det	4	3
4	3	occhio	obj	4	6
4	4	riposato	amod	4	3
4	5	intorno	advmod	4	6
4	6	mossi	conj	1	1
5	1	dritto	advmod	5	5
5	2	levato	advmod	5	5
5	3	e	cc	5	4
5	4	fiso	advmod	5	5
5	5	riguardai	conj	4	6
6	1	per	case	6	2
6	2	conoscer	advcl	5	5
6	3	lo	det	6	4
6	4	loco	obj	6	2
6	5	dov'	advmod	6	7
6	6	io	nsubj	6	7
6	7	fossi	acl:relcl	6	4
7	1	Vero	attr	7	2
7	2	è	root	0	0
7	3	che	mark	7	9
7	4	'n	case	7	5
7	5	su	case	7	7
7	6	la	det	7	7
7	7	proda	obl	7	9
7	8	mi	obj	7	9
7	9	trovai	ccomp	7	2
8	1	de	case	8	3
8	2	la	det	8	3
8	3	valle	nmod	7	7
8	4	d'	case	8	5
8	5	abisso	nmod	8	3
8	6	dolorosa	amod	8	3
9	1	che	nsubj	9	3
9	2	'ntrono	advmod	9	3
9	3	accoglie	acl:relcl	8	3
9	4	d'	case	9	6
9	5	infiniti	amod	9	6
9	6	guai	obj	9	3
10	1	Oscura	root	0	0
10	2	e	cc	10	3
10	3	profonda	conj	10	1
10	4	era	cop	10	1
10	5	e	cc	10	6
10	6	nebulosa	conj	10	1
11	1	tanto	advmod	10	1
11	2	che	mark	12	4
11	3	per	mark	11	4
11	4	ficcar	advcl	12	4
11	5	lo	det	11	6
11	6	viso	obj	11	4
11	7	a	case	11	8
11	8	fondo	obl	11	4
12	1	io	nsubj	12	4
12	2	non	advmod	12	4
12	3	vi	obl	12	4
12	4	discernea	advcl	10	1
12	5	alcuna	det	12	6
12	6	cosa	obj	12	4
13	1	Or	advmod	13	2
13	2	discendiam	ccomp	14	1
13	3	qua	advmod	13	2
13	4	giù	advmod	13	2
13	5	nel	case	13	7
13	6	cieco	amod	13	7
13	7	mondo	obl	13	2
14	1	cominciò	root	0	0
14	2	il	det	14	3
14	3	poeta	nsubj	14	1
14	4	tutto	advmod	14	5
14	5	smorto	amod	14	3
15	1	Io	nsubj	15	3
15	2	sarò	cop	15	3
15	3	primo	root	0	0
15	4	e	cc	15	7
15	5	tu	nsubj	15	7
15	6	sarai	cop	15	7
15	7	secondo	conj	15	3
16	1	E	cc	17	1
16	2	io	nsubj	17	1
16	3	che	nsubj	16	8
16	4	del	case	16	5
16	5	color	obl	16	8
16	6	mi	obj	16	8
16	7	fui	cop	16	8
16	8	accorto	acl:relcl	16	2
