line	token	word	role	arg_line	arg_token
1	8	scaldò	subj	1	3
1	8	scaldò	obj	1	10
1	8	scaldò	iobj	1	7
1	8	scaldò	obl:di	1	6
2	6	scoverto	subj	1	2
2	6	scoverto	obj	3	6
2	6	scoverto	iobj	2	4
2	6	scoverto	obl:di	2	3
3	1	provando	subj	0	0
3	1	provando	obj	3	6
3	3	riprovando	subj	0	0
3	3	riprovando	obj	3	6
4	4	confessar	subj	4	2
4	4	confessar	obj	5	1
4	4	confessar	attr	4	5
4	4	confessar	attr	4	7
4	5	corretto	subj	5	1
4	7	certo	subj	5	1
5	6	convenne	subj	5	5
6	1	leva'	subj	4	2
6	1	leva'	obj	6	3
6	5	proferer	subj	0	0
6	5	proferer	attr	6	7
6	7	erto	subj	4	2
7	3	apparve	subj	7	2
7	5	ritenne	subj	7	4
7	5	ritenne	obj	8	3
7	5	ritenne	attr	8	5
7	5	ritenne	obl:a	8	2
8	5	stretto	subj	8	3
8	7	vedersi	subj	0	0
9	7	sovvenne	subj	0	0
9	7	sovvenne	iobj	9	6
9	7	sovvenne	obl:di	9	4
10	0			0	0
11	0			0	0
12	8	persi	subj	12	6
13	1	tornan	subj	13	7
13	1	tornan	obl:per	10	3
13	1	tornan	obl:per	11	4
13	1	tornan	obl:di	13	5
14	1	debili	subj	13	7
15	2	vien	subj	14	4
15	2	vien	attr	15	4
15	2	vien	obl:a	15	8
16	2	vid'	subj	16	3
16	2	vid'	obj	16	5
16	2	vid'	attr	16	1
16	7	parlar	subj	16	5
17	9	corsi	subj	17	3
17	9	corsi	obl:a	17	7
18	4	accese	subj	18	3
18	4	accese	obj	18	5
18	4	accese	obl:tra	18	8
19	8	accorsi	subj	19	4
19	8	accorsi	obl:di	19	6
20	2	stimando	subj	0	0
20	2	stimando	obj	20	4
21	2	veder	subj	0	0
21	2	veder	ccomp	21	5
21	5	fosser	subj	0	0
21	5	fosser	obl:di	21	4
21	8	torsi	subj	0	0
21	8	torsi	obj	21	7
22	3	vidi	subj	0	0
22	3	vidi	obj	22	2
22	5	ritorsili	subj	0	0
22	5	ritorsili	obl:in	23	3
23	0			0	0
24	2	sorridendo	subj	24	1
24	3	ardea	subj	24	1
24	3	ardea	obl:in	24	6
25	3	maravigliar	subj	0	0
25	3	maravigliar	obj	25	2
25	6	sorrida	subj	25	5
26	2	disse	subj	0	0
26	2	disse	iobj	26	1
26	2	disse	ccomp	25	3
26	2	disse	obl:appresso	26	7
27	9	fida	subj	27	7
27	9	fida	obl:sopra	27	4
28	3	rivolve	subj	27	7
28	3	rivolve	obj	28	2
28	3	rivolve	obl:a	28	7
28	5	suole	subj	0	0
29	3	son	subj	29	2
29	3	son	attr	29	4
29	7	vedi	subj	29	6
29	7	vedi	obj	29	5
30	2	rilegate	subj	29	2
30	2	rilegate	obl:per	30	4
31	2	parla	subj	0	0
31	2	parla	obl:con	31	4
31	6	odi	subj	0	0
31	8	credi	subj	0	0
32	7	appaga	subj	32	5
32	7	appaga	obj	32	6
33	4	lascia	subj	32	4
33	4	lascia	obj	33	5
33	4	lascia	xcomp	33	6
33	4	lascia	obl:da	33	2
33	6	torcer	subj	33	5
33	6	torcer	obj	33	8
34	7	parea	subj	34	6
34	7	parea	attr	34	9
34	9	vaga	subj	34	6
35	2	ragionar	subj	0	0
35	3	drizza'	subj	34	2
35	3	drizza'	obj	35	4
35	3	drizza'	xcomp	35	2
35	3	drizza'	obl:a	34	5
35	6	cominciai	subj	0	0
36	7	smaga	subj	36	6
36	7	smaga	obj	36	4
37	0			0	0
38	6	senti	subj	37	5
38	6	senti	obj	38	5
38	6	senti	obl:a	37	7
39	3	gustata	subj	39	1
39	6	intende	subj	39	1
40	1	grazïoso	subj	0	0
40	1	grazïoso	iobj	40	2
40	3	fia	subj	0	0
40	3	fia	iobj	40	2
40	3	fia	attr	40	1
40	6	contenti	subj	0	0
40	6	contenti	obj	40	5
40	6	contenti	obl:di	41	2
40	6	contenti	obl:di	41	8
41	0			0	0
42	3	pronta	subj	42	2
43	5	serra	subj	43	3
43	5	serra	obj	43	6
43	5	serra	obl:a	44	3
44	0			0	0
45	2	vuol	subj	45	1
45	2	vuol	obj	45	8
45	2	vuol	xcomp	45	3
45	3	simile	subj	45	8
45	3	simile	obl:a	45	5
46	2	fui	subj	46	1
46	2	fui	attr	46	6
46	2	fui	obl:in	46	4
46	6	sorella	subj	46	1
46	6	sorella	obl:in	46	4
47	8	riguarda	subj	47	4
47	8	riguarda	obj	47	7
48	4	celerà	subj	48	6
48	4	celerà	iobj	48	2
48	4	celerà	iobj	48	3
48	6	esser	subj	0	0
48	6	esser	attr	48	8
48	8	bella	subj	0	0
49	2	riconoscerai	subj	0	0
49	2	riconoscerai	ccomp	49	6
49	6	Piccarda	subj	49	4
50	2	posta	subj	50	1
50	2	posta	obl:con	50	7
51	1	beata	subj	50	1
51	1	beata	obl:in	51	5
52	6	infiammati	subj	52	4
52	6	infiammati	obl:in	53	3
53	0			0	0
54	1	letizian	subj	52	3
54	5	formati	subj	52	3
54	5	formati	obl:di	54	4
55	5	par	subj	55	4
56	4	data	subj	55	3
56	4	data	obl:di	56	2
56	7	negletti	subj	57	3
56	7	negletti	subj	57	5
57	0			0	0
58	0			0	0
59	2	risplende	subj	59	6
59	2	risplende	obl:in	58	7
59	4	so	subj	0	0
59	4	so	obj	59	6
60	3	trasmuta	subj	60	1
60	3	trasmuta	obj	60	2
60	3	trasmuta	obl:da	60	6
61	3	fui	subj	0	0
61	3	fui	xcomp	61	5
61	5	rimembrar	subj	0	0
61	5	rimembrar	obj	61	6
62	4	aiuta	subj	62	5
62	4	aiuta	obj	62	3
62	9	dici	subj	62	7
62	9	dici	obj	62	6
62	9	dici	iobj	62	8
63	7	latino	subj	63	3
63	7	latino	iobj	63	4
64	2	dimmi	subj	0	0
64	2	dimmi	ccomp	65	1
64	7	felici	subj	64	4
65	1	disiderate	subj	64	3
65	1	disiderate	obj	65	5
66	3	vedere		0	0
66	7	farvi	attr	66	8
67	6	sorrise	subj	0	0
67	6	sorrise	obl:con	67	4
68	4	rispuose	subj	0	0
68	4	rispuose	iobj	68	3
68	4	rispuose	attr	68	6
69	2	arder	subj	0	0
69	2	arder	obl:di	69	5
69	2	arder	obl:in	69	8
69	3	parea	subj	0	0
69	3	parea	xcomp	69	2
70	5	quïeta	subj	71	1
70	5	quïeta	obj	70	4
71	5	fa	subj	71	4
71	5	fa	xcomp	71	6
71	6	volerne	subj	0	0
71	6	volerne	obj	72	2
72	4	avemo	subj	0	0
72	4	avemo	obj	72	3
72	10	asseta	subj	71	4
72	10	asseta	obj	72	9
72	10	asseta	obl:di	72	7
73	2	disïassimo	subj	0	0
73	2	disïassimo	xcomp	73	5
73	5	superne	subj	0	0
74	2	discordi	subj	74	5
74	2	discordi	obl:da	75	2
75	8	cerne	subj	75	5
75	8	cerne	obj	75	7
76	2	vedrai	subj	0	0
76	2	vedrai	obj	76	1
76	2	vedrai	xcomp	76	4
76	4	capere	subj	76	1
76	4	capere	obl:in	76	7
77	2	essere	subj	0	0
77	2	essere	obl:in	77	4
77	7	necesse	subj	77	2
78	7	rimiri	subj	0	0
78	7	rimiri	obj	78	5
79	2	è	subj	80	1
79	2	è	attr	79	3
79	2	è	obl:a	79	6
79	3	formale	subj	80	1
79	3	formale	obl:a	79	6
80	1	tenersi	subj	79	7
80	1	tenersi	obl:a	80	6
81	4	fansi	subj	81	6
81	4	fansi	attr	81	3
82	5	sem	subj	82	4
82	5	sem	obl:di	82	7
82	5	sem	obl:in	82	9
82	5	sem	obl:per	83	3
83	8	piace	subj	0	0
83	8	piace	iobj	83	7
84	10	'nvoglia	subj	84	5
84	10	'nvoglia	obj	84	9
84	10	'nvoglia	obl:in	84	8
85	6	è	subj	85	8
85	6	è	obl:in	85	5
86	2	è	subj	86	1
86	2	è	attr	86	4
86	9	move	subj	87	1
86	9	move	obl:a	86	6
87	4	crïa	subj	87	3
87	4	crïa	obj	87	2
87	8	face	subj	87	7
87	8	face	obj	87	6
88	1	Chiaro	subj	0	0
88	1	Chiaro	iobj	88	2
89	3	è	subj	88	7
89	3	è	attr	89	4
89	3	è	obl:in	89	2
89	4	paradiso	subj	88	7
89	4	paradiso	obl:in	89	2
90	9	piove	subj	89	7
90	9	piove	obl:di	90	6
90	9	piove	obl	90	8
91	5	avvien	subj	91	4
91	9	sazia	subj	91	8
92	5	rimane	subj	92	8
92	5	rimane	obl:di	92	4
93	4	chere	subj	93	2
93	9	ringrazia	subj	0	0
93	9	ringrazia	obl:di	93	7
94	2	fec'	subj	94	3
94	2	fec'	obl:con	94	5
94	2	fec'	obl:con	94	8
95	2	apprender	subj	0	0
95	2	apprender	ccomp	95	6
95	2	apprender	obl:da	95	4
95	6	fu	subj	95	8
95	6	fu	attr	95	5
96	3	trasse	subj	0	0
96	3	trasse	obj	96	8
96	3	trasse	obl	96	1
96	3	trasse	obl:a	96	6
97	6	inciela	subj	98	1
97	6	inciela	obj	97	2
98	5	disse	subj	0	0
98	5	disse	iobj	98	4
99	6	veste	subj	0	0
99	6	veste	obl:a	98	9
99	6	veste	obl:in	99	3
99	8	vela	subj	0	0
99	8	vela	obl:a	98	9
99	8	vela	obl:in	99	3
100	6	vegghi	subj	0	0
100	6	vegghi	obl:fino	100	4
100	6	vegghi	obl:con	101	3
100	8	dorma	subj	0	0
100	8	dorma	obl:fino	100	4
100	8	dorma	obl:con	101	3
101	7	accetta	subj	101	4
101	7	accetta	obj	101	6
102	6	conforma	subj	102	1
102	6	conforma	obj	102	2
102	6	conforma	obl:a	102	5
103	4	seguirla	subj	0	0
104	1	fuggi'	subj	0	0
104	1	fuggi'	obj	104	2
104	1	fuggi'	obl:da	103	2
104	8	chiusi	subj	0	0
104	8	chiusi	obj	104	7
104	8	chiusi	obl:in	104	6
105	2	promisi	subj	0	0
105	2	promisi	obj	105	4
106	9	usi	subj	106	1
106	9	usi	obl:a	106	4
106	9	usi	obl:a	106	8
107	3	rapiron	subj	106	1
107	3	rapiron	obj	107	2
107	3	rapiron	obl:de	107	7
108	3	sa	subj	108	1
108	3	sa	ccomp	108	8
108	8	fusi	subj	108	7
108	8	fusi	attr	108	4
109	8	mostra	subj	109	5
109	8	mostra	iobj	109	6
109	8	mostra	obl:da	110	5
110	9	accende	subj	110	7
110	9	accende	obl:di	111	4
111	0			0	0
112	4	dico	subj	112	3
112	4	dico	obj	112	2
112	4	dico	obl:di	112	6
112	9	intende	subj	0	0
112	9	intende	obj	112	1
112	9	intende	obl:di	112	8
113	1	sorella	subj	0	0
113	7	tolta	subj	114	4
113	7	tolta	iobj	113	5
113	7	tolta	obl:di	114	2
114	0			0	0
115	8	rivolta	subj	0	0
115	8	rivolta	obl:a	115	6
115	8	rivolta	obl:contra	116	3
115	8	rivolta	obl:contra	116	7
116	0			0	0
117	9	disciolta	subj	0	0
117	9	disciolta	obl:da	117	4
118	4	luce	subj	118	1
119	0			0	0
120	1	generò	subj	119	1
120	1	generò	obj	120	3
120	1	generò	obj	120	7
