line	token	word	role	arg_line	arg_token
1	7	move	subj	1	5
1	7	move	obj	1	6
2	4	penetra	subj	1	2
2	4	penetra	obl:per	2	3
2	6	risplende	subj	1	2
2	6	risplende	obl:in	3	3
3	0			0	0
4	9	prende	subj	4	3
4	9	prende	obl:di	4	8
5	1	fu'	subj	5	2
5	1	fu'	obl:in	4	2
5	4	vidi	subj	0	0
5	4	vidi	obj	5	5
5	7	ridire	subj	6	5
5	7	ridire	obj	5	6
6	2	sa	subj	6	5
6	2	sa	xcomp	5	7
6	4	può	subj	6	5
6	4	può	xcomp	5	7
6	9	discende	subj	6	5
6	9	discende	obl:di	6	7
7	2	appressando	subj	8	2
7	2	appressando	obj	7	3
7	2	appressando	obl:a	7	6
8	4	profonda	subj	8	2
9	6	può	subj	0	0
9	6	può	xcomp	9	7
9	7	ire	subj	0	0
9	7	ire	obl:dietro	9	4
10	0			0	0
11	6	far	subj	10	3
11	6	far	obj	10	2
11	6	far	obl:di	10	5
11	6	far	obl:in	11	4
12	3	materia	subj	10	2
13	0			0	0
14	1	fammi	subj	0	0
14	1	fammi	attr	14	7
14	1	fammi	obl:a	13	7
15	2	dimandi	subj	0	0
15	2	dimandi	xcomp	15	4
15	4	dar	subj	0	0
15	4	dar	obj	15	7
16	0			0	0
17	3	fu	subj	16	6
17	3	fu	iobj	17	2
17	3	fu	obl:a	16	3
18	2	è	subj	18	4
18	2	è	iobj	18	1
18	2	è	attr	18	3
18	3	uopo	subj	18	4
18	3	uopo	iobj	18	1
18	4	intrar	subj	0	0
18	4	intrar	obl:con	17	7
18	4	intrar	obl:in	18	7
19	1	Entra	subj	0	0
19	1	Entra	obl:in	19	3
19	6	spira	subj	0	0
19	6	spira	obj	19	7
20	5	traesti	subj	0	0
20	5	traesti	obj	20	4
20	5	traesti	obl:de	21	3
21	0			0	0
22	7	presti	subj	0	0
22	7	presti	iobj	22	5
22	7	presti	iobj	22	6
23	0			0	0
24	1	segnata	subj	23	4
24	1	segnata	obl:in	24	4
24	6	manifesti	subj	24	5
24	6	manifesti	obj	23	4
25	1	vedra'	subj	0	0
25	1	vedra'	obj	25	2
25	1	vedra'	xcomp	26	1
25	1	vedra'	obl:a	25	4
26	1	venire	subj	25	2
26	3	coronarmi	subj	0	0
26	3	coronarmi	obl:di	26	6
27	7	farai	subj	27	3
27	7	farai	obj	27	6
27	7	farai	xcomp	27	8
27	8	degno	subj	27	6
28	7	coglie	subj	0	0
28	7	coglie	obj	30	1
28	7	coglie	obl	28	3
29	2	trïunfare	subj	29	4
29	2	trïunfare	subj	29	6
30	0			0	0
31	2	parturir	obj	31	3
31	2	parturir	obl:in	32	2
32	3	dovria	subj	32	5
32	3	dovria	xcomp	31	2
33	6	asseta	subj	33	3
33	6	asseta	obl:di	33	5
34	5	seconda	subj	34	2
34	5	seconda	obj	34	4
35	0			0	0
36	2	pregherà	subj	0	0
36	2	pregherà	ccomp	36	5
36	2	pregherà	obl:di	35	3
36	2	pregherà	obl:con	35	8
36	5	risponda	subj	36	4
