line	start	end	head	text
1	6	7	7	la fiamma
2	8	8	8	noi
2	9	9	9	+se
2	9	9	9	+ne
3	2	6	3	la licenza del dolce poeta
3	2	3	3	la licenza
3	3	6	3	licenza del dolce poeta
3	5	6	6	dolce poeta
4	2	3	3	un'altra
4	7	7	7	lei
5	4	5	5	li occhi
5	7	9	9	la sua cima
6	2	4	4	un confuso suon
7	2	7	3	'l bue cicilian che mugghiò prima
7	2	4	3	'l bue cicilian
7	3	4	3	bue cicilian
8	2	4	2	pianto di colui
8	4	4	4	colui
8	6	6	6	ciò
9	2	2	2	l'
9	6	7	7	sua lima
10	3	7	4	la voce de l'afflitto
10	3	4	4	la voce
10	4	7	4	voce de l'afflitto
10	6	7	7	l'afflitto
11	4	4	4	tutto
11	8	8	8	rame
12	2	2	2	el
12	5	5	5	dolor
13	5	7	5	via né forame
13	5	5	5	via
13	7	7	7	forame
14	2	4	2	principio nel foco
14	2	2	2	principio
14	4	4	4	foco
14	6	7	7	suo linguaggio
15	3	5	4	le parole grame
16	6	7	7	lor vïaggio
17	3	4	4	la punta
17	5	5	5	+le
17	6	7	7	quel guizzo
18	4	5	5	la lingua
18	7	8	8	lor passaggio
19	4	4	4	tu
19	6	6	6	cu'
20	1	2	2	la voce
20	7	7	7	lombardo
21	2	2	2	Istra
22	2	2	2	io
23	2	2	2	t'
23	4	7	4	restare a parlar meco
23	6	7	6	parlar meco
23	7	7	7	meco
23	7	7	7	+me
24	6	6	6	me
25	2	2	2	tu
25	6	8	7	questo mondo cieco
25	7	8	7	mondo cieco
25	7	7	7	mondo
26	4	6	6	quella dolce terra
26	5	6	6	dolce terra
26	6	6	6	terra
27	3	3	3	io
27	4	6	5	mia colpa tutta
27	5	6	5	colpa tutta
27	5	5	5	colpa
28	1	1	1	+mi
28	3	3	3	Romagnuoli
28	5	7	5	pace o guerra
28	5	5	5	pace
28	7	7	7	guerra
29	2	2	2	io
29	5	6	6	i monti
29	9	9	9	Orbino
30	2	8	3	'l giogo di che Tever si diserra
30	2	3	3	'l giogo
30	6	6	6	Tever
31	1	1	1	Io
32	2	4	4	il mio duca
32	3	4	4	mio duca
32	5	5	5	mi
32	8	8	8	costa
33	3	3	3	tu
33	4	4	4	questi
33	6	6	6	latino
34	2	2	2	io
34	7	8	8	la risposta
35	2	2	2	indugio
36	2	7	2	anima che se' là giù nascosta
36	2	2	2	anima
37	1	2	1	Romagna tua
38	2	7	2	guerra ne' cuor de' suoi tiranni
38	4	7	4	cuor de' suoi tiranni
38	6	7	7	suoi tiranni
39	3	3	3	palese
39	4	4	4	nessuna
40	1	1	1	Ravenna
40	6	7	7	molt' anni
41	1	4	2	l'aguglia da Polenta
41	1	2	2	l'aguglia
41	4	4	4	Polenta
42	3	3	3	Cervia
42	6	7	7	suoi vanni
