line	start	end	head	text
1	4	4	4	loco
1	8	9	9	'l rimbombo
2	2	9	3	l'acqua che cadea ne l'altro giro
2	2	3	3	l'acqua
2	7	9	9	l'altro giro
2	9	9	9	giro
3	3	8	3	quel che l'arnie fanno rombo
3	3	3	3	quel
3	5	6	6	l'arnie
3	8	8	8	rombo
4	2	3	3	tre ombre
5	3	6	4	una torma che passava
5	3	4	4	una torma
6	2	7	3	la pioggia de l'aspro martiro
6	2	3	3	la pioggia
6	5	7	7	l'aspro martiro
7	3	3	3	noi
7	5	5	5	ciascuna
8	2	2	2	tu
8	5	6	6	l'abito
9	2	6	2	alcun di nostra terra prava
9	4	6	5	nostra terra prava
10	2	3	3	che piaghe
10	3	3	3	piaghe
10	6	7	7	lor membri
10	7	7	7	membri
11	5	7	6	le fiamme incese
11	5	6	6	le fiamme
11	6	7	6	fiamme incese
11	6	6	6	fiamme
12	6	6	6	i'
12	7	7	7	me
13	2	4	4	le lor grida
13	5	7	7	il mio dottor
14	2	3	3	'l viso
14	5	5	5	me
15	3	3	3	costor
16	5	8	6	il foco che saetta
16	5	6	6	il foco
17	1	4	2	la natura del loco
17	1	2	2	la natura
17	4	4	4	loco
17	5	5	5	i'
18	5	5	5	te
18	8	8	8	lor
18	9	10	10	la fretta
19	3	3	3	noi
19	5	5	5	ei
20	1	3	3	l'antico verso
20	7	7	7	noi
21	2	8	3	una rota di sé tutti e trei
21	2	3	3	una rota
21	5	8	5	sé tutti e trei
21	6	8	8	tutti e trei
22	1	1	1	Qual
22	3	4	4	i campion
23	2	6	3	lor presa e lor vantaggio
23	2	3	3	lor presa
23	5	6	6	lor vantaggio
24	5	5	5	lor
25	3	3	3	ciascuno
25	4	5	5	il visaggio
26	3	3	3	me
26	7	7	7	contraro
26	8	9	9	il collo
27	3	3	3	piè
27	4	5	5	continüo vïaggio
28	3	7	3	miseria d'esto loco sollo
28	3	6	3	miseria d'esto loco
28	3	3	3	miseria
28	5	6	6	esto loco
29	3	3	3	dispetto
29	4	4	4	noi
29	6	7	7	nostri prieghi
29	7	7	7	prieghi
30	2	3	3	l'uno
30	5	9	7	'l tinto aspetto e brollo
30	5	7	7	'l tinto aspetto
30	7	7	7	aspetto
31	1	3	2	la fama nostra
31	4	6	6	il tuo animo
32	2	2	2	+ne
32	3	5	3	chi tu se'
32	4	4	4	tu
32	7	9	9	i vivi piedi
33	4	5	5	lo 'nferno
34	1	1	1	Questi
34	2	5	3	l'orme di cui
34	2	3	3	l'orme
34	5	5	5	cui
35	0	0	0	
36	3	4	3	grado maggior
36	3	3	3	grado
36	6	6	6	tu
37	1	1	1	nepote
37	4	6	6	la buona Gualdrada
37	5	6	6	buona Gualdrada
37	6	6	6	Gualdrada
38	1	2	2	Guido Guerra
38	1	1	1	Guido
38	4	4	4	nome
38	7	8	8	sua vita
38	8	8	8	vita
39	3	4	3	senno assai
39	3	3	3	senno
39	7	8	8	la spada
39	8	8	8	spada
40	1	2	2	L'altro
40	5	5	5	me
40	6	8	7	la rena trita
41	2	3	2	Tegghiaio Aldobrandi
41	2	2	2	Tegghiaio
41	3	3	3	Aldobrandi
41	4	6	6	la cui voce
41	6	6	6	voce
42	2	3	2	mondo sù
42	2	2	2	mondo
43	2	9	2	io, che posto son con loro in croce
43	2	2	2	io
43	7	7	7	loro
43	9	9	9	croce
44	1	2	2	Iacopo Rusticucci
44	1	1	1	Iacopo
44	2	2	2	Rusticucci
45	1	3	3	la fiera moglie
45	6	6	6	altro
46	2	2	2	i'
46	6	6	6	foco
47	2	2	2	mi
47	5	5	5	lor
48	4	5	5	'l dottor
48	6	6	6	l'
49	3	3	3	io
49	4	4	4	mi
50	2	2	2	paura
50	3	6	6	la mia buona voglia
51	3	4	4	loro abbracciar
51	3	3	3	loro
51	5	5	5	mi
52	4	4	4	dispetto
52	6	6	6	doglia
53	1	3	3	la vostra condizion
53	2	3	3	vostra condizion
53	3	3	3	condizion
54	1	1	1	tanta
54	4	4	4	tutta
55	3	5	5	questo mio segnor
56	1	1	1	parole
56	3	4	4	le quali
56	5	5	5	i'
57	3	3	3	voi
57	5	6	6	tal gente
58	2	3	3	vostra terra
59	1	8	2	l'ovra di voi e li onorati nomi
59	1	4	2	l'ovra di voi
59	4	4	4	voi
59	6	8	8	li onorati nomi
60	2	2	2	affezion
61	2	3	3	lo fele
61	7	8	8	dolci pomi
62	3	3	3	me
62	5	7	7	lo verace duca
63	3	4	4	al centro
63	8	8	8	i'
64	3	4	4	l'anima
65	1	3	2	le membra tue
65	5	5	5	quelli
66	3	5	4	la fama tua
66	7	7	7	te
67	1	3	1	cortesia e valor
67	1	1	1	cortesia
67	3	3	3	valor
68	2	4	4	la nostra città
68	3	4	4	nostra città
68	4	4	4	città
69	3	4	4	del tutto
69	4	4	4	tutto
70	2	3	3	Guiglielmo Borsiere
70	2	2	2	Guiglielmo
70	4	5	5	il qual
71	2	2	2	noi
71	4	4	4	poco
71	9	9	9	compagni
72	5	7	7	le sue parole
73	1	7	2	La gente nuova e i sùbiti guadagni
73	1	3	2	La gente nuova
73	5	7	7	i sùbiti guadagni
74	1	3	1	orgoglio e dismisura
