line	start	end	head	text
1	1	1	1	+mi
1	2	4	4	l'alto sonno
1	6	7	7	la testa
2	1	3	3	un greve truono
2	6	6	6	io
3	2	7	2	persona ch'è per forza desta
3	2	2	2	persona
3	6	6	6	forza
4	2	4	3	l'occhio riposato
4	2	3	3	l'occhio
5	0	0	0	
6	3	7	4	lo loco dov' io fossi
6	3	4	4	lo loco
6	6	6	6	io
7	1	1	1	Vero
7	6	7	7	la proda
8	2	6	3	la valle d'abisso dolorosa
8	2	5	3	la valle d'abisso
8	3	6	3	valle d'abisso dolorosa
8	3	5	3	valle d'abisso
8	5	6	5	abisso dolorosa
8	5	5	5	abisso
9	1	1	1	che
9	4	6	6	d'infiniti guai
9	5	6	6	infiniti guai
10	0	0	0	
11	5	6	6	lo viso
11	8	8	8	fondo
12	1	1	1	io
12	5	6	6	alcuna cosa
13	6	7	7	cieco mondo
14	2	5	3	il poeta tutto smorto
14	2	3	3	il poeta
15	1	1	1	Io
15	5	5	5	tu
16	2	2	2	io
16	4	5	5	del color
16	5	5	5	color
17	5	5	5	tu
18	3	5	5	al mio dubbiare
18	4	5	5	mio dubbiare
18	5	5	5	dubbiare
18	7	7	7	conforto
19	2	2	2	elli
19	4	4	4	me
19	5	9	6	L'angoscia de le genti
19	8	9	9	le genti
20	1	1	1	che
20	6	6	6	viso
20	7	7	7	mi
21	1	7	2	quella pietà che tu per tema senti
21	1	2	2	quella pietà
21	3	3	3	che
21	4	4	4	tu
21	6	6	6	tema
22	3	5	4	la via lunga
23	0	0	0	
24	2	7	3	primo cerchio che l'abisso cigne
24	2	3	3	primo cerchio
24	5	6	6	l'abisso
25	0	0	0	
26	3	3	3	pianto
26	7	7	7	sospiri
27	2	4	3	l'aura etterna
27	3	4	3	aura etterna
27	3	3	3	aura
28	1	1	1	ciò
28	4	6	4	duol sanza martìri
28	6	6	6	martìri
29	3	4	4	le turbe
30	2	2	2	infanti
30	5	5	5	femmine
30	8	8	8	viri
31	1	3	3	Lo buon maestro
31	5	5	5	me
31	6	6	6	Tu
32	1	2	2	che spiriti
32	2	2	2	spiriti
32	4	7	4	questi che tu vedi
32	4	4	4	questi
32	6	6	6	tu
33	0	0	0	
34	2	2	2	ei
34	7	7	7	elli
34	9	9	9	mercedi
35	6	6	6	battesmo
36	3	9	3	porta de la fede che tu credi
36	5	9	6	la fede che tu credi
36	5	6	6	la fede
36	8	8	8	tu
37	3	3	3	e'
37	7	7	7	cristianesmo
38	5	5	5	Dio
39	3	4	3	questi cotai
39	3	3	3	questi
39	4	4	4	cotai
39	6	7	6	io medesmo
39	6	6	6	io
40	2	3	3	tai difetti
40	6	7	7	altro rio
41	6	6	6	tanto
42	3	3	3	speme
42	6	6	6	disio
43	1	2	2	Gran duol
43	5	6	6	al cor
43	8	8	8	lo
44	3	6	3	gente di molto valore
44	5	6	6	molto valore
45	4	5	5	quel limbo
46	1	1	1	+mi
46	2	3	2	maestro mio
46	4	4	4	+mi
46	5	5	5	segnore
47	2	2	2	io
48	2	7	3	quella fede che vince ogne errore
48	2	3	3	quella fede
48	6	7	7	ogne errore
49	3	3	3	alcuno
49	6	7	7	suo merto
50	3	3	3	altrui
51	2	8	2	quei che 'ntese il mio parlar coverto
51	2	2	2	quei
51	5	8	7	il mio parlar coverto
51	6	8	7	mio parlar coverto
51	7	8	7	parlar coverto
52	2	2	2	Io
52	6	7	7	questo stato
53	5	6	6	un possente
54	2	4	2	segno di vittoria
54	4	4	4	vittoria
55	2	6	3	l'ombra del primo parente
55	2	3	3	l'ombra
55	4	6	6	del primo parente
55	5	6	6	primo parente
56	2	4	2	Abèl suo figlio
56	2	2	2	Abèl
56	3	4	4	suo figlio
56	6	8	6	quella di Noè
56	6	6	6	quella
56	8	8	8	Noè
57	2	5	2	Moïsè legista e ubidente
57	2	2	2	Moïsè
58	1	2	1	Abraàm patrïarca
58	1	1	1	Abraàm
58	2	2	2	patrïarca
58	4	5	4	Davìd re
58	4	4	4	Davìd
58	5	5	5	re
59	1	1	1	Israèl
59	3	4	4	lo padre
59	4	4	4	padre
59	7	8	8	suoi nati
59	8	8	8	nati
60	3	3	3	Rachele
60	5	5	5	cui
61	2	3	2	altri molti
61	2	2	2	altri
61	5	5	5	+li
62	8	8	8	essi
63	1	2	1	spiriti umani
63	1	1	1	spiriti
64	3	4	4	l'andar
64	6	6	6	ei
65	3	4	4	la selva
66	1	6	2	la selva, dico, di spiriti spessi
66	1	2	2	la selva
66	5	6	5	spiriti spessi
67	5	7	7	la nostra via
67	6	7	7	nostra via
67	7	7	7	via
68	4	4	4	sonno
68	6	6	6	io
68	8	9	9	un foco
68	9	9	9	foco
69	2	4	2	emisperio di tenebre
69	2	2	2	emisperio
69	4	4	4	tenebre
70	2	2	2	lungi
70	6	7	7	un poco
71	5	5	5	io
71	9	9	9	parte
72	2	3	3	orrevol gente
72	5	6	6	quel loco
