line	start	end	head	text
1	3	3	3	ponte
1	5	5	5	ponte
1	6	6	6	altro
2	2	4	4	la mia comedìa
2	4	4	4	comedìa
3	4	5	5	'l colmo
3	5	5	5	colmo
4	4	6	6	l'altra fessura
4	6	6	6	fessura
5	2	2	2	Malebolge
5	4	7	6	li altri pianti vani
5	5	7	6	altri pianti vani
5	6	7	6	pianti vani
5	6	6	6	pianti
6	2	2	2	+la
7	3	6	4	l'arzanà de' Viniziani
7	3	4	4	l'arzanà
7	6	6	6	Viniziani
8	2	3	3	l'inverno
8	4	6	6	la tenace pece
9	3	7	4	i legni lor non sani
10	6	7	7	quella vece
11	1	1	1	chi
11	3	5	4	suo legno novo
11	7	7	7	chi
12	1	2	2	le coste
12	4	8	4	quel che più vïaggi fece
12	4	4	4	quel
12	6	7	7	più vïaggi
13	1	1	1	chi
13	4	4	4	proda
13	6	6	6	chi
13	8	8	8	poppa
14	1	1	1	altri
14	3	3	3	remi
14	5	5	5	altri
14	7	7	7	sarte
15	1	1	1	chi
15	2	4	2	terzeruolo e artimon
15	2	2	2	terzeruolo
15	4	4	4	artimon
16	1	1	1	tal
16	4	4	4	foco
16	7	8	8	divin' arte
17	4	6	5	una pegola spessa
18	3	7	4	la ripa d'ogne parte
18	6	7	7	ogne parte
19	1	1	1	I'
19	3	3	3	lei
19	8	8	8	essa
20	3	8	4	le bolle che 'l bollor levava
20	3	4	4	le bolle
20	6	7	7	'l bollor
21	3	3	3	tutta
21	6	6	6	compressa
22	2	2	2	io
23	1	3	2	lo duca mio
24	1	1	1	mi
24	4	4	4	sé
24	6	9	6	loco dov' io stava
24	8	8	8	io
25	5	8	6	l'uom cui tarda
25	5	6	6	l'uom
26	3	7	3	quel che li convien fuggire
26	3	3	3	quel
27	3	5	3	paura sùbita sgagliarda
28	3	3	3	veder
28	6	7	7	'l partire
29	5	5	5	noi
29	6	8	7	un diavol nero
30	4	5	5	lo scoglio
31	3	3	3	elli
31	6	8	7	l'aspetto fero
32	3	3	3	mi
32	6	8	7	l'atto acerbo
33	2	4	3	l'ali aperte
33	7	9	8	i piè leggero
34	1	3	2	L'omero suo
34	2	3	2	omero suo
34	2	2	2	omero
35	2	3	3	un peccator
35	3	3	3	peccator
35	5	7	7	ambo l'anche
35	6	7	7	l'anche
35	7	7	7	anche
36	2	2	2	quei
36	5	5	5	piè
36	7	8	8	'l nerbo
36	8	8	8	nerbo
37	2	3	3	nostro ponte
37	6	6	6	Malebranche
38	2	8	2	un de li anzïan di Santa Zita
38	4	8	5	li anzïan di Santa Zita
38	5	8	5	anzïan di Santa Zita
38	7	8	8	Santa Zita
39	1	1	1	+lo
39	4	4	4	i'
39	7	7	7	anche
40	2	3	3	quella terra
40	3	3	3	terra
40	4	4	4	che
41	1	2	2	ogn' uom
41	2	2	2	uom
41	5	5	5	barattier
41	8	8	8	Bonturo
42	2	2	2	no
42	4	5	5	li denar
42	5	5	5	denar
42	9	9	9	ita
43	3	3	3	'l
43	7	9	8	lo scoglio duro
44	7	8	7	mastino sciolto
45	2	3	3	tanta fretta
45	6	7	7	lo furo
46	1	1	1	Quel
47	2	8	3	i demon che del ponte avean coperchio
47	2	3	3	i demon
47	3	8	3	demon che del ponte avean coperchio
47	3	3	3	demon
47	6	6	6	ponte
47	8	8	8	coperchio
48	5	5	5	loco
48	6	8	8	il Santo Volto
49	7	7	7	Serchio
50	3	3	3	tu
50	7	8	8	nostri graffi
51	4	5	5	la pegola
51	6	6	6	soverchio
52	2	3	3	l'addentar
52	5	8	5	più di cento raffi
52	7	8	8	cento raffi
52	8	8	8	raffi
53	2	2	2	Coverto
54	0	0	0	
55	3	4	4	i cuoci
55	6	7	7	lor vassalli
56	4	4	4	mezzo
56	5	6	6	la caldaia
57	1	2	2	la carne
57	4	5	5	li uncin
58	1	3	3	Lo buon maestro
59	0	0	0	
60	2	3	3	uno scheggio
60	5	6	6	alcun schermo
61	3	8	4	nulla offension che mi sia fatta
61	3	4	4	nulla offension
61	4	4	4	offension
62	3	3	3	tu
62	5	5	5	i'
62	7	9	8	le cose conte
62	7	8	8	le cose
62	8	8	8	cose
63	2	3	3	altra volta
63	3	3	3	volta
63	6	7	7	tal baratta
63	7	7	7	baratta
64	6	8	6	co del ponte
64	8	8	8	ponte
65	3	3	3	el
65	7	9	8	la ripa sesta
65	7	8	8	la ripa
65	8	9	8	ripa sesta
65	8	8	8	ripa
66	1	1	1	mestier
66	2	2	2	li
66	6	7	7	sicura fronte
66	7	7	7	fronte
67	2	3	3	quel furore
67	6	7	7	quella tempesta
68	3	4	4	i cani
68	6	8	6	dosso al poverello
68	7	8	8	al poverello
69	2	3	3	di sùbito
69	3	3	3	sùbito
70	2	6	2	quei di sotto al ponticello
70	2	2	2	quei
70	6	6	6	ponticello
71	4	4	4	lui
71	5	7	7	tutt' i runcigli
71	6	7	7	i runcigli
71	7	7	7	runcigli
72	2	2	2	el
72	4	6	4	Nessun di voi
72	4	4	4	Nessun
72	6	6	6	voi
73	3	5	4	l'uncin vostro
73	3	4	4	l'uncin
74	1	1	1	+si
74	3	9	4	l'un di voi che m'oda
74	3	6	4	l'un di voi
74	3	4	4	l'un
74	6	9	6	voi che m'oda
74	6	6	6	voi
75	4	4	4	arruncigliarmi
75	4	4	4	+mi
75	5	5	5	si
76	1	1	1	Tutti
76	4	4	4	Malacoda
77	3	3	3	un
77	7	8	8	li altri
77	8	8	8	altri
78	4	4	4	lui
78	7	7	7	li
79	2	2	2	tu
79	3	3	3	Malacoda
79	5	5	5	+mi
80	4	6	6	'l mio maestro
80	5	6	6	mio maestro
81	4	6	6	tutti vostri schermi
81	5	6	6	vostri schermi
82	2	6	2	voler divino e fato destro
82	2	3	2	voler divino
82	5	6	5	fato destro
83	5	5	5	cielo
84	5	7	6	questo cammin silvestro
84	6	7	6	cammin silvestro
85	2	2	2	li
85	4	5	5	l'orgoglio
86	2	2	2	e'
86	6	7	7	l'uncino
86	9	9	9	piedi
87	4	5	5	li altri
88	2	4	3	'l duca mio
88	3	4	3	duca mio
88	6	6	6	me
88	8	8	8	tu
89	2	7	3	li scheggion del ponte quatto quatto
89	3	7	3	scheggion del ponte quatto quatto
89	5	7	5	ponte quatto quatto
90	4	4	4	me
91	3	3	3	io
91	8	8	8	lui
92	2	3	3	i diavoli
92	6	6	6	tutti
93	3	3	3	io
93	6	6	6	ei
93	8	8	8	patto
94	3	3	3	ïo
94	6	7	7	li fanti
95	5	5	5	Caprona
96	2	2	2	sé
96	4	5	4	nemici cotanti
97	1	1	1	I'
97	5	7	7	tutta la persona
97	6	7	7	la persona
98	2	4	4	'l mio duca
98	3	4	4	mio duca
98	8	9	9	li occhi
99	2	8	3	la sembianza lor ch'era non buona
99	2	4	3	la sembianza lor
99	3	4	3	sembianza lor
100	1	1	1	Ei
100	3	4	4	li raffi
100	4	4	4	raffi
100	8	8	8	'l
101	2	3	3	l'un
101	3	3	3	un
101	5	6	6	l'altro
101	6	6	6	altro
101	8	9	9	sul groppone
101	9	9	9	groppone
102	6	6	6	gliel'
102	6	6	6	+gli
102	6	6	6	+lo
103	2	6	3	quel demonio che tenea sermone
103	2	3	3	quel demonio
103	3	3	3	demonio
103	6	6	6	sermone
104	1	3	2	col duca mio
104	2	3	2	duca mio
104	2	2	2	duca
105	5	5	5	Scarmiglione
106	4	4	4	noi
107	1	1	1	iscoglio
108	4	4	4	fondo
108	5	7	6	l'arco sesto
108	5	6	6	l'arco
108	6	7	6	arco sesto
