line	start	end	head	text
1	1	3	3	Una medesma lingua
2	5	10	10	l'una e l'altra guancia
2	5	6	6	l'una
2	8	10	10	l'altra guancia
2	10	10	10	guancia
3	3	4	4	la medicina
4	3	3	3	io
4	7	8	8	la lancia
5	2	2	2	Achille
5	5	6	6	suo padre
5	8	8	8	cagione
6	3	3	3	trista
6	7	8	8	buona mancia
7	1	1	1	Noi
7	3	4	4	il dosso
7	5	7	7	al misero vallone
7	6	7	7	misero vallone
8	3	8	4	la ripa che 'l cinge dintorno
8	3	4	4	la ripa
8	6	6	6	'l
9	3	4	4	alcun sermone
10	5	5	5	notte
10	9	9	9	giorno
11	3	4	4	'l viso
11	5	5	5	m'
12	2	2	2	io
12	5	7	7	un alto corno
13	4	5	5	ogne tuon
13	5	5	5	tuon
14	3	3	3	sé
14	4	6	6	la sua via
14	5	6	6	sua via
14	6	6	6	via
15	2	5	3	li occhi miei tutti
15	2	4	3	li occhi miei
15	2	3	3	li occhi
15	3	5	3	occhi miei tutti
15	3	4	3	occhi miei
15	3	3	3	occhi
15	7	8	8	un loco
15	8	8	8	loco
16	2	4	4	la dolorosa rotta
17	1	2	1	Carlo Magno
17	4	6	6	la santa gesta
18	5	5	5	Orlando
19	6	7	7	la testa
20	5	7	7	molte alte torri
21	2	2	2	io
21	3	3	3	Maestro
21	5	6	6	che terra
21	8	8	8	questa
22	2	2	2	elli
22	4	4	4	me
22	7	7	7	tu
23	2	3	3	le tenebre
23	6	7	7	la lungi
24	5	5	5	maginare
25	1	1	1	Tu
25	5	5	5	tu
26	2	3	3	'l senso
26	3	3	3	senso
26	7	7	7	lontano
27	4	5	4	te stesso
27	4	4	4	te
28	3	3	3	mi
28	6	6	6	mano
29	5	5	5	noi
30	3	4	4	'l fatto
30	6	6	6	ti
31	5	5	5	torri
31	7	7	7	giganti
32	4	5	4	pozzo intorno
32	4	4	4	pozzo
32	7	8	8	la ripa
33	2	3	3	l'umbilico
33	6	7	6	tutti quanti
34	3	4	4	la nebbia
35	1	2	2	lo sguardo
36	1	9	1	ciò che cela 'l vapor che l'aere stipa
36	4	9	5	'l vapor che l'aere stipa
36	4	5	5	'l vapor
36	7	8	8	l'aere
37	3	7	4	l'aura grossa e scura
37	3	4	4	l'aura
38	6	7	7	la sponda
39	1	1	1	+mi
39	2	2	2	errore
39	4	4	4	+mi
39	5	5	5	paura
40	5	7	6	la cerchia tonda
41	1	3	1	Montereggion di torri
41	3	3	3	torri
42	2	7	3	la proda che 'l pozzo circonda
42	2	3	3	la proda
42	5	6	6	'l pozzo
43	3	5	5	mezza la persona
43	3	3	3	mezza
43	4	5	5	la persona
44	1	3	3	li orribili giganti
44	4	4	4	cui
45	1	3	1	Giove del cielo
