line	start	end	head	text
1	2	3	3	nova pena
1	7	7	7	versi
2	3	3	3	matera
2	5	6	6	ventesimo canto
3	2	4	4	la prima canzon
3	8	9	9	i sommersi
4	1	1	1	Io
5	4	6	6	lo scoperto fondo
6	1	1	1	che
6	5	6	6	angoscioso pianto
7	3	3	3	gente
7	5	7	6	lo vallon tondo
7	6	7	6	vallon tondo
7	6	6	6	vallon
8	6	6	6	passo
9	3	4	4	le letane
9	4	4	4	letane
9	6	7	7	questo mondo
9	7	7	7	mondo
10	2	3	3	'l viso
10	7	9	7	lor più basso
10	7	7	7	lor
11	0	0	0	
12	1	1	1	ciascun
12	3	4	4	'l mento
12	6	9	7	'l principio del casso
12	7	9	7	principio del casso
12	9	9	9	casso
13	3	4	4	le reni
13	7	8	8	'l volto
14	5	5	5	li
15	2	4	3	'l veder dinanzi
15	2	3	3	'l veder
15	6	6	6	lor
16	3	6	3	forza già di parlasia
16	6	6	6	parlasia
17	4	6	4	alcun del tutto
17	4	4	4	alcun
17	6	6	6	tutto
18	2	2	2	io
18	3	3	3	+lo
19	2	2	2	Dio
19	5	5	5	lettor
19	7	7	7	frutto
20	2	3	3	tua lezione
20	7	8	7	te stesso
21	2	2	2	io
21	5	7	6	lo viso asciutto
22	2	6	4	la nostra imagine di presso
22	2	4	4	la nostra imagine
22	3	4	4	nostra imagine
22	4	6	4	imagine di presso
22	5	6	6	di presso
23	5	9	6	'l pianto de li occhi
23	5	6	6	'l pianto
23	6	9	6	pianto de li occhi
23	8	9	9	li occhi
24	1	2	2	le natiche
24	5	6	6	lo fesso
25	2	2	2	io
25	6	8	6	un de' rocchi
25	7	8	8	de' rocchi
25	8	8	8	rocchi
26	1	3	3	del duro scoglio
26	2	3	3	duro scoglio
26	3	3	3	scoglio
26	6	8	8	la mia scorta
26	7	8	8	mia scorta
26	8	8	8	scorta
27	5	5	5	tu
27	7	9	9	li altri sciocchi
27	8	9	9	altri sciocchi
27	9	9	9	sciocchi
28	3	4	4	la pietà
29	1	1	1	chi
29	6	6	6	colui
30	1	1	1	che
30	2	4	3	al giudicio divin
30	5	5	5	passion
31	2	3	3	la testa
31	8	8	8	cui
32	4	8	5	li occhi d'i Teban
32	4	5	5	li occhi
32	5	8	5	occhi d'i Teban
32	7	8	8	i Teban
32	9	10	10	la terra
33	3	3	3	ei
33	5	5	5	tutti
34	1	1	1	Anfïarao
34	4	5	5	la guerra
35	5	7	5	ruinare a valle
35	7	7	7	valle
36	3	3	3	Minòs
36	5	5	5	ciascheduno
37	5	8	5	petto de le spalle
37	5	5	5	petto
37	7	8	8	le spalle
37	8	8	8	spalle
38	0	0	0	
39	2	2	2	retro
39	6	7	7	retroso calle
39	7	7	7	calle
40	2	2	2	Tiresia
40	5	5	5	sembiante
41	3	3	3	maschio
41	4	4	4	femmina
42	2	5	3	le membra tutte quante
42	2	3	3	le membra
43	5	5	5	li
44	1	4	3	li duo serpenti avvolti
44	1	3	3	li duo serpenti
44	6	7	7	la verga
45	3	5	5	le maschili penne
46	1	1	1	Aronta
46	3	9	3	quel ch'al ventre li s'atterga
46	3	3	3	quel
46	6	6	6	ventre
46	7	7	7	li
47	3	5	3	monti di Luni
47	3	3	3	monti
47	5	5	5	Luni
48	1	6	2	lo Carrarese che di sotto alberga
48	1	2	2	lo Carrarese
49	3	4	4	bianchi marmi
49	5	6	6	la spelonca
50	2	3	3	sua dimora
50	7	8	8	le stelle
51	2	3	3	'l mar
51	7	9	8	la veduta tronca
52	2	6	2	quella che ricuopre le mammelle
52	2	2	2	quella
52	5	6	6	le mammelle
53	2	2	2	tu
53	6	8	7	le trecce sciolte
54	5	7	7	ogne pilosa pelle
55	1	1	1	Manto
55	6	7	6	terre molte
56	7	7	7	io
57	2	3	3	un poco
58	3	5	4	'l padre suo
58	7	7	7	vita
59	3	3	3	serva
59	4	7	5	la città di Baco
59	7	7	7	Baco
60	1	1	1	questa
60	2	3	3	gran tempo
60	5	6	6	lo mondo
61	3	4	3	Italia bella
61	6	7	7	un laco
62	2	8	2	piè de l'Alpe che serra Lamagna
62	4	8	5	l'Alpe che serra Lamagna
62	4	5	5	l'Alpe
62	8	8	8	Lamagna
63	2	2	2	Tiralli
63	5	6	5	nome Benaco
63	5	5	5	nome
63	6	6	6	Benaco
64	2	3	3	mille fonti
65	2	7	2	Garda e Val Camonica e Pennino
65	2	2	2	Garda
65	4	5	4	Val Camonica
65	5	5	5	Camonica
65	7	7	7	Pennino
66	2	8	3	l'acqua che nel detto laco stagna
66	2	3	3	l'acqua
66	6	7	7	detto laco
67	1	1	1	Loco
67	4	4	4	mezzo
67	7	8	8	'l trentino
68	1	8	1	pastore e quel di Brescia e 'l veronese
68	1	1	1	pastore
68	3	5	3	quel di Brescia
68	5	5	5	Brescia
68	7	8	8	'l veronese
69	6	7	7	quel cammino
70	2	2	2	Peschiera
70	3	6	6	bello e forte arnese
70	6	6	6	arnese
71	3	5	3	Bresciani e Bergamaschi
71	3	3	3	Bresciani
71	5	5	5	Bergamaschi
72	2	4	3	la riva 'ntorno
72	2	3	3	la riva
72	3	3	3	riva
73	4	5	4	tutto quanto
74	1	9	1	ciò che 'n grembo a Benaco star non può
74	1	1	1	ciò
74	4	6	4	grembo a Benaco
74	4	4	4	grembo
74	6	6	6	Benaco
