line	start	end	head	text
1	2	5	2	tornar de la mente
1	4	5	5	la mente
2	3	8	4	la pietà d'i due cognati
2	6	8	8	i due cognati
3	3	3	3	trestizia
4	1	5	2	novi tormenti e novi tormentati
4	1	2	2	novi tormenti
4	4	5	5	novi tormentati
5	1	1	1	mi
5	6	6	6	io
6	3	3	3	io
6	3	3	3	io
6	4	4	4	mi
7	1	1	1	Io
7	4	5	5	terzo cerchio
7	7	8	8	la piova
8	0	0	0	
9	1	3	1	regola e qualità
9	1	1	1	regola
9	3	3	3	qualità
9	6	6	6	l'
10	1	6	1	Grandine grossa, acqua tinta e neve
10	1	2	1	Grandine grossa
10	3	6	3	acqua tinta e neve
10	3	4	3	acqua tinta
10	6	6	6	neve
11	2	4	3	l'aere tenebroso
12	2	6	3	la terra che questo riceve
12	2	3	3	la terra
12	5	5	5	questo
13	1	5	1	Cerbero, fiera crudele e diversa
13	1	1	1	Cerbero
13	2	5	2	fiera crudele e diversa
14	2	3	3	tre gole
15	2	7	3	la gente che quivi è sommersa
15	2	3	3	la gente
16	1	2	2	Li occhi
16	5	9	6	la barba unta e atra
16	5	6	6	la barba
17	2	4	3	'l ventre largo
17	2	3	3	'l ventre
17	7	8	8	le mani
18	2	3	3	li spirti
19	2	2	2	li
19	4	5	5	la pioggia
19	7	7	7	cani
20	2	5	3	l'un de' lati
20	5	5	5	lati
20	8	10	10	l'altro schermo
21	3	5	5	i miseri profani
22	4	7	4	Cerbero, il gran vermo
22	4	4	4	Cerbero
22	5	7	7	il gran vermo
22	7	7	7	vermo
23	1	3	2	le bocche aperse
23	1	2	2	le bocche
23	2	3	2	bocche aperse
23	2	2	2	bocche
23	6	7	7	le sanne
23	7	7	7	sanne
24	3	6	3	membro che tenesse fermo
24	3	3	3	membro
25	2	4	3	'l duca mio
25	6	8	8	le sue spanne
26	2	3	3	la terra
26	6	8	8	piene le pugna
26	7	8	8	le pugna
27	1	1	1	la
27	5	7	7	le bramose canne
28	1	1	1	Qual
28	3	7	4	quel cane ch'abbaiando agogna
28	3	4	4	quel cane
29	6	7	7	'l pasto
30	4	4	4	divorarlo
30	4	4	4	+lo
31	1	1	1	cotai
31	4	6	5	quelle facce lorde
31	5	6	5	facce lorde
31	5	5	5	facce
32	2	4	3	lo demonio Cerbero
32	2	3	3	lo demonio
32	3	4	3	demonio Cerbero
32	3	3	3	demonio
32	4	4	4	Cerbero
33	1	2	2	l'anime
33	2	2	2	anime
34	1	1	1	Noi
34	5	8	6	l'ombre che adona
34	5	6	6	l'ombre
35	1	3	3	la greve pioggia
35	6	7	7	le piante
36	2	6	3	lor vanità che par persona
36	2	3	3	lor vanità
36	6	6	6	persona
37	1	1	1	Elle
37	4	4	4	terra
37	5	6	5	tutte quante
38	3	9	3	una ch'a seder si levò, ratto
38	3	3	3	una
38	6	6	6	seder
39	2	2	2	ella
39	3	3	3	ci
40	2	8	2	tu che se' per questo 'nferno tratto
40	2	2	2	tu
40	6	7	7	questo 'nferno
40	7	7	7	'nferno
41	1	1	1	mi
41	3	3	3	+mi
42	1	1	1	tu
42	5	6	5	io disfatto
42	5	5	5	io
43	2	2	2	io
43	4	4	4	lui
43	5	9	6	L'angoscia che tu hai
43	5	6	6	L'angoscia
43	8	8	8	tu
44	6	8	8	la mia mente
45	6	6	6	i'
46	2	2	2	+mi
46	3	3	3	chi
46	4	4	4	tu
47	1	1	1	loco
47	6	8	8	sì fatta pena
47	8	8	8	pena
48	3	3	3	altra
48	6	6	6	nulla
49	2	2	2	elli
49	4	4	4	me
49	5	7	7	La tua città
50	2	2	2	invidia
50	7	8	8	il sacco
51	2	2	2	mi
51	5	7	6	la vita serena
52	1	2	1	Voi cittadini
52	1	1	1	Voi
52	2	2	2	cittadini
52	5	5	5	Ciacco
53	2	7	4	la dannosa colpa de la gola
53	2	4	4	la dannosa colpa
53	3	7	4	dannosa colpa de la gola
53	3	4	4	dannosa colpa
53	4	7	4	colpa de la gola
53	6	7	7	la gola
54	2	2	2	tu
54	5	6	6	la pioggia
55	2	4	2	io anima trista
55	2	2	2	io
55	3	4	3	anima trista
55	3	3	3	anima
56	2	3	3	tutte queste
56	3	3	3	queste
56	5	6	6	simil pena
56	6	6	6	pena
57	2	3	3	simil colpa
57	3	3	3	colpa
57	8	8	8	parola
58	1	1	1	Io
58	2	2	2	li
58	4	4	4	Ciacco
