line	token	word	role	arg_line	arg_token
1	3	prodeunt	subj	1	1
1	3	prodeunt	obl:verso	2	3
2	6	mira	subj	0	0
3	1	disse	subj	3	3
3	8	discerni	subj	3	6
3	8	discerni	obj	3	7
4	6	spira	subj	4	5
5	6	annotta	subj	5	4
6	1	par	subj	6	5
6	1	par	obl:di	6	3
6	9	gira	subj	6	8
6	9	gira	obj	6	6
7	1	veder	subj	0	0
7	1	veder	obj	7	6
7	3	parve	subj	7	1
7	3	parve	iobj	7	2
7	7	allotta	subj	7	6
8	6	ristrinsi	subj	0	0
8	6	ristrinsi	obj	8	5
8	6	ristrinsi	obl:per	8	4
8	6	ristrinsi	obl:a	9	2
9	7	era	subj	9	9
10	2	era	subj	0	0
10	7	metto	subj	0	0
10	7	metto	obj	10	6
10	7	metto	obl:con	10	5
10	7	metto	obl:in	10	9
11	7	coperte	subj	11	4
12	2	trasparien	subj	11	4
12	2	trasparien	obl:come	12	4
13	2	sono	subj	13	1
13	2	sono	xcomp	13	4
13	4	giacere	subj	13	1
13	6	stanno	subj	13	5
13	6	stanno	subj	14	1
13	6	stanno	subj	14	5
13	6	stanno	attr	13	7
13	7	erte	subj	13	5
13	7	erte	subj	14	1
13	7	erte	subj	14	5
14	0			0	0
15	8	rinverte	subj	15	1
15	8	rinverte	obj	15	5
15	8	rinverte	obl:come	15	3
15	8	rinverte	obl:a	15	7
16	4	fatti	subj	16	2
17	5	piacque	subj	17	7
17	5	piacque	iobj	17	4
17	7	mostrarmi	subj	0	0
17	7	mostrarmi	obj	18	2
18	4	ebbe	subj	18	3
18	4	ebbe	obj	18	7
19	5	tolse	subj	0	0
19	5	tolse	obj	19	3
19	5	tolse	obl:di	19	2
19	7	fé	subj	0	0
19	7	fé	xcomp	19	8
19	8	restarmi	subj	0	0
20	1	Ecco	subj	20	2
20	3	dicendo	subj	0	0
20	5	ecco	subj	20	7
21	2	convien	subj	21	7
21	7	armi	subj	21	6
21	7	armi	obl:di	21	5
22	3	divenni	subj	22	2
22	3	divenni	attr	22	5
22	3	divenni	attr	22	7
22	5	gelato	subj	22	2
22	7	fioco	subj	22	2
23	2	dimandar	subj	23	3
23	2	dimandar	obj	23	1
23	8	scrivo	subj	23	5
23	8	scrivo	obj	23	7
24	5	sarebbe	subj	24	4
24	5	sarebbe	attr	24	6
24	6	poco	subj	24	4
25	3	mori'	subj	25	1
25	6	rimasi	subj	25	1
25	6	rimasi	attr	25	7
25	7	vivo	subj	25	1
26	1	pensa	subj	0	0
26	1	pensa	ccomp	27	3
26	1	pensa	obl:per	26	4
26	6	hai	subj	0	0
26	6	hai	obj	26	7
27	3	divenni	subj	27	2
27	3	divenni	attr	27	1
27	9	privo	subj	27	2
27	9	privo	obl:di	27	5
28	0			0	0
29	5	uscia	subj	28	2
29	5	uscia	obl:da	29	2
29	5	uscia	obl:de	29	9
30	8	convegno	subj	30	6
30	8	convegno	obj	30	7
30	8	convegno	obl:con	30	5
31	5	fan	subj	31	3
31	5	fan	obl:con	31	9
32	1	vedi	subj	0	0
32	1	vedi	ccomp	32	5
32	4	esser	subj	32	7
32	4	esser	attr	32	3
32	5	dee	subj	32	7
32	5	dee	xcomp	32	4
33	7	confaccia	subj	33	1
33	7	confaccia	obl:a	33	5
34	5	bel	subj	34	2
34	10	brutto	subj	34	7
35	6	alzò	subj	0	0
35	6	alzò	obj	35	8
35	6	alzò	obl:contra	35	5
36	2	dee	subj	36	7
36	2	dee	xcomp	36	5
36	5	procedere	subj	36	7
36	5	procedere	obl:da	36	4
37	3	parve	subj	37	7
37	3	parve	obl:a	37	5
38	3	vidi	subj	38	2
38	3	vidi	obj	38	5
38	3	vidi	obl:a	38	9
39	6	era	subj	39	5
39	6	era	attr	39	7
39	7	vermiglia	subj	39	5
40	3	eran	subj	40	2
40	3	eran	attr	40	4
40	4	due	subj	40	2
40	7	aggiugnieno	subj	40	5
40	7	aggiugnieno	obl:a	40	9
40	7	aggiugnieno	obl:sovresso	41	3
41	0			0	0
42	3	giugnieno	subj	0	0
42	3	giugnieno	obj	42	2
42	3	giugnieno	obl:a	42	5
43	4	parea	subj	43	3
43	4	parea	attr	43	6
43	4	parea	attr	43	8
43	6	bianca	subj	43	3
43	8	gialla	subj	43	3
44	4	vedere	subj	0	0
44	5	era	subj	44	2
44	5	era	attr	44	6
44	6	tal	subj	44	2
44	6	tal	obl:a	44	4
45	1	vegnon	subj	44	7
45	1	vegnon	obl:di	45	3
45	8	avvalla	subj	45	6
46	3	uscivan	subj	46	6
46	3	uscivan	obl:sotto	46	2
47	3	convenia	subj	0	0
47	3	convenia	obl:a	47	6
48	5	vid'	subj	48	6
48	5	vid'	obj	48	1
49	2	avean	subj	0	0
49	2	avean	obj	49	3
49	6	vispistrello	subj	50	3
50	1	era	subj	50	3
50	1	era	attr	49	6
50	6	svolazzava	subj	50	5
51	6	movean	subj	51	4
51	6	movean	obj	51	5
51	6	movean	obl:da	51	8
52	5	aggelava	subj	52	2
52	5	aggelava	obj	52	4
53	4	piangëa	subj	0	0
