line	token	word	role	arg_line	arg_token
1	0			0	0
2	6	par	subj	0	0
2	6	par	obl	1	1
2	6	par	obl:tra	1	4
2	6	par	obl:tra	2	3
2	6	par	obl:di	2	9
3	7	scherza	subj	3	1
3	7	scherza	obl	3	2
3	7	scherza	obl:a	3	4
4	2	pareva	subj	4	6
4	2	pareva	xcomp	5	7
4	2	pareva	obl	4	1
4	2	pareva	obl	4	3
4	2	pareva	obl	4	4
5	7	rimaso	subj	4	6
5	7	rimaso	obl:a	5	3
6	7	era	subj	6	1
6	7	era	subj	6	6
6	7	era	obl	6	2
6	7	era	obl	6	4
7	5	ferien	subj	7	3
7	5	ferien	obl	7	4
7	5	ferien	obl:per	7	7
8	4	girato	subj	8	8
8	4	girato	obl:per	8	3
9	4	andavamo	subj	0	0
9	4	andavamo	obl:inver'	9	7
10	3	senti'	subj	10	2
10	3	senti'	iobj	10	5
10	3	senti'	xcomp	10	6
10	6	gravar	obj	10	8
10	6	gravar	obl:a	11	3
11	0			0	0
12	4	eran	subj	12	6
12	4	eran	iobj	12	3
12	4	eran	attr	12	2
13	3	levai	subj	13	2
13	3	levai	obj	13	5
13	3	levai	obl:inver'	13	8
14	6	fecimi	subj	14	8
15	5	lima	subj	15	1
15	5	lima	obj	15	3
16	0			0	0
17	1	salta	subj	17	3
17	1	salta	obl:da	16	5
17	1	salta	obl:da	16	9
17	1	salta	obl:a	17	7
18	1	salendo	subj	0	0
18	1	salendo	obl:per	18	5
19	4	scende	subj	19	3
19	8	diparte	subj	19	3
19	8	diparte	obl:da	20	2
19	8	diparte	obl:in	20	8
20	0			0	0
21	3	mostra	subj	21	4
21	3	mostra	subj	21	6
22	3	parve	iobj	22	2
22	3	parve	xcomp	23	6
22	3	parve	obl:da	22	5
23	6	percosso	subj	0	0
23	6	percosso	obl:a	23	4
24	4	fuggir	subj	0	0
24	8	fu	subj	24	7
24	8	fu	attr	24	9
24	8	fu	xcomp	24	4
25	2	è	subj	25	3
25	2	è	attr	25	1
25	9	posso	subj	0	0
25	9	posso	xcomp	26	1
25	9	posso	obl:a	25	7
26	1	schermar	subj	0	0
26	1	schermar	obj	26	3
26	7	vaglia	subj	0	0
26	7	vaglia	iobj	26	6
27	1	diss'	subj	27	2
27	1	diss'	ccomp	27	4
27	4	pare	subj	0	0
27	4	pare	xcomp	27	7
27	7	esser	subj	27	6
27	7	esser	attr	27	8
28	3	maravigliar	subj	0	0
28	3	maravigliar	obj	28	2
28	7	abbaglia	subj	29	2
28	7	abbaglia	obj	28	6
29	7	rispuose	subj	0	0
29	7	rispuose	iobj	29	6
29	7	rispuose	ccomp	28	3
29	7	rispuose	ccomp	30	2
30	2	è	subj	0	0
30	2	è	attr	30	1
30	2	è	ccomp	30	4
30	4	viene	subj	0	0
30	4	viene	xcomp	30	6
30	6	invitar	subj	0	0
30	6	invitar	ccomp	30	9
30	9	saglia	subj	30	8
31	2	sarà	subj	0	0
31	2	sarà	ccomp	32	3
31	5	veder	subj	0	0
31	5	veder	obj	31	7
32	3	fia	subj	0	0
32	3	fia	iobj	32	2
32	3	fia	attr	32	4
32	3	fia	obl	31	5
32	6	fieti	subj	32	7
33	4	sentir	subj	0	0
33	6	dispuose	subj	33	2
33	6	dispuose	obj	33	5
33	6	dispuose	xcomp	33	4
33	6	dispuose	obl	33	1
34	3	fummo	subj	0	0
34	3	fummo	attr	34	2
34	3	fummo	obl:a	34	6
35	4	disse	subj	0	0
35	4	disse	ccomp	35	5
35	4	disse	obl:con	35	3
35	5	Intrate	subj	0	0
35	5	Intrate	obl:a	36	3
36	9	eretto	subj	36	3
36	9	eretto	obl	36	8
37	2	montavam	subj	37	1
38	0			0	0
39	4	Godi	subj	39	5
39	7	vinci	subj	39	6
40	0			0	0
41	2	andavamo	subj	40	3
41	2	andavamo	subj	40	5
41	2	andavamo	obl	41	1
41	5	pensai	subj	41	4
41	5	pensai	ccomp	42	2
41	5	pensai	obl	41	6
41	6	andando	subj	0	0
42	2	acquistar	subj	0	0
42	2	acquistar	obl:in	42	5
43	2	dirizza'	subj	0	0
43	2	dirizza'	obj	43	3
43	2	dirizza'	obl:a	43	5
43	2	dirizza'	obl	43	7
43	7	dimandando	subj	0	0
43	7	dimandando	ccomp	44	2
44	2	volse	subj	44	5
44	2	volse	xcomp	44	3
44	3	dir	subj	0	0
44	3	dir	obj	44	1
44	3	dir	obl	45	5
45	5	menzionando	subj	0	0
45	5	menzionando	obj	45	2
45	5	menzionando	obj	45	4
46	0			0	0
47	1	conosce	subj	46	3
47	1	conosce	obj	47	3
47	1	conosce	obl:di	46	9
47	8	ammiri	subj	46	3
47	8	ammiri	obj	47	7
47	8	ammiri	xcomp	48	3
47	8	ammiri	obl	47	5
48	3	riprende	subj	46	3
48	3	riprende	obl	48	2
48	3	riprende	obl	48	7
48	7	piagna	subj	46	3
48	7	piagna	obj	48	6
48	7	piagna	obl	48	5
49	3	appuntano	subj	49	6
49	3	appuntano	obj	49	2
49	3	appuntano	obl	50	6
50	6	scema	subj	50	4
50	6	scema	obj	50	5
50	6	scema	obl	50	1
50	6	scema	obl:per	50	3
51	2	move	subj	51	1
51	2	move	obj	51	4
51	2	move	obl:a	51	6
52	0			0	0
53	1	torcesse	subj	52	4
53	1	torcesse	obj	53	5
53	1	torcesse	obl:in	53	3
54	3	sarebbe	subj	54	7
54	3	sarebbe	iobj	54	2
54	3	sarebbe	obl:a	54	5
55	5	dice	subj	0	0
55	5	dice	obj	55	8
55	5	dice	obl:per	55	3
55	5	dice	obl	55	6
55	5	dice	obl	55	7
56	2	possiede	subj	56	6
56	2	possiede	obj	56	5
56	2	possiede	obl	56	1
57	5	arde	subj	56	6
57	5	arde	obl	57	2
57	5	arde	obl:di	57	4
57	5	arde	obl:in	57	8
58	2	son	subj	58	1
58	2	son	xcomp	58	4
58	4	esser	subj	0	0
58	4	esser	attr	58	5
58	4	esser	attr	58	7
59	1	diss'	subj	59	2
59	1	diss'	ccomp	58	2
59	1	diss'	ccomp	60	8
59	8	taciuto	subj	0	0
59	8	taciuto	iobj	59	5
60	8	aduno	subj	0	0
60	8	aduno	obj	60	4
60	8	aduno	obl	59	8
60	8	aduno	obl:in	60	7
61	2	esser	subj	0	0
61	2	esser	ccomp	62	4
61	3	puote	subj	0	0
61	3	puote	xcomp	61	2
61	7	distributo	subj	61	6
61	7	distributo	obl:in	62	3
62	4	faccia	subj	61	6
62	4	faccia	xcomp	62	6
62	6	ricchi	subj	0	0
62	6	ricchi	obl:di	63	2
63	8	posseduto	subj	61	6
63	8	posseduto	obl:da	63	6
