line	token	word	role	arg_line	arg_token
1	0			0	0
2	5	seppe	subj	1	3
2	5	seppe	obj	2	3
2	5	seppe	obj	2	7
3	0			0	0
4	3	faceva	subj	1	3
4	3	faceva	obj	4	5
4	3	faceva	xcomp	4	6
4	6	accorto	subj	4	5
4	6	accorto	obl:di	5	3
5	8	face	subj	5	7
6	2	temon	subj	0	0
6	2	temon	obj	6	1
6	3	gira	subj	6	1
6	3	gira	xcomp	6	5
6	5	venire	subj	0	0
6	5	venire	obl:a	6	7
7	3	affisse	subj	1	3
7	3	affisse	obj	7	2
7	3	affisse	attr	7	1
8	1	venuta	subj	7	5
8	1	venuta	obl:tra	8	5
8	1	venuta	obl:tra	8	7
9	3	volse	subj	7	5
9	3	volse	obj	9	4
9	3	volse	obl:a	9	2
9	3	volse	obl:a	9	8
10	8	messo	subj	10	2
10	8	messo	obl:da	10	7
11	1	Veni	subj	0	0
11	1	Veni	obl:de	11	4
11	5	cantando	subj	10	2
11	5	cantando	ccomp	11	1
12	1	gridò	subj	10	2
12	1	gridò	obl	12	3
13	0			0	0
14	1	surgeran	subj	13	3
14	1	surgeran	obl:a	13	6
14	1	surgeran	obl	14	2
14	1	surgeran	obl:di	14	6
15	4	alleluiando	subj	15	3
16	0			0	0
17	2	levar	subj	17	3
17	2	levar	obl	16	1
17	2	levar	obl:in	16	6
17	2	levar	obl:ad	17	5
18	0			0	0
19	2	dicean	subj	19	1
19	2	dicean	ccomp	19	3
19	2	dicean	ccomp	21	3
19	2	dicean	obl	20	3
19	3	Benedictus	subj	19	4
19	5	venis	subj	19	4
20	3	gittando	subj	19	1
20	3	gittando	obj	20	2
20	3	gittando	obl:di	20	6
20	3	gittando	obl	20	8
21	3	date	subj	0	0
21	3	date	obj	21	4
21	3	date	obl	21	1
22	2	vidi	subj	22	1
22	2	vidi	obj	23	2
22	2	vidi	obj	24	4
22	2	vidi	obj	25	3
22	2	vidi	obl:in	22	5
23	0			0	0
24	0			0	0
25	6	nascere	subj	25	5
26	0			0	0
27	4	sostenea	subj	27	2
27	4	sostenea	obj	27	3
27	4	sostenea	obl:per	26	4
27	4	sostenea	obl	27	6
28	0			0	0
29	6	saliva	subj	29	1
29	6	saliva	obl:da	29	4
30	2	ricadeva	subj	29	1
30	2	ricadeva	obl:in	30	4
30	2	ricadeva	obl	30	5
30	2	ricadeva	obl:di	30	8
31	4	cinta	subj	32	1
31	4	cinta	obl:di	31	6
32	3	apparve	subj	32	1
32	3	apparve	iobj	32	2
32	3	apparve	obl:dentro	28	4
32	3	apparve	obl:sovra	31	3
32	3	apparve	obl:sotto	32	6
33	1	vestita	subj	32	1
33	1	vestita	obl:di	33	3
34	0			0	0
35	3	stato	subj	34	5
35	3	stato	ccomp	36	2
35	3	stato	obl	35	1
36	2	era	subj	35	4
36	2	era	attr	36	6
36	2	era	obl:a	35	8
36	2	era	obl:di	36	4
36	2	era	obl	37	5
36	5	tremando	subj	0	0
37	5	aver	subj	0	0
37	5	aver	obj	37	7
37	5	aver	obl:di	37	4
38	7	mosse	subj	38	4
38	7	mosse	obl:da	38	6
39	4	sentì	subj	34	3
39	4	sentì	obj	39	7
39	4	sentì	obl:per	38	3
39	4	sentì	obl:di	39	3
40	7	percosse	subj	41	3
40	7	percosse	obj	40	6
40	7	percosse	obl:in	40	5
41	8	trafitto	subj	41	4
41	8	trafitto	obj	41	6
42	7	fosse	subj	42	3
42	7	fosse	obl:di	42	6
43	1	volsimi	subj	0	0
43	1	volsimi	obl:a	43	4
43	1	volsimi	obl:con	43	6
44	5	corre	subj	44	4
44	5	corre	obl:con	44	2
44	5	corre	obl:a	44	8
45	2	ha	subj	0	0
45	2	ha	obj	45	3
45	8	afflitto	subj	45	6
46	2	dicere	subj	0	0
46	2	dicere	iobj	46	4
46	2	dicere	ccomp	47	5
47	5	rimaso	subj	46	7
47	5	rimaso	iobj	47	3
47	8	tremi	subj	0	0
48	1	conosco	subj	0	0
48	1	conosco	obj	48	3
49	5	lasciati	subj	49	2
49	5	lasciati	obj	49	3
49	5	lasciati	attr	49	6
50	0			0	0
51	7	die'	subj	0	0
51	7	die'	iobj	51	8
51	7	die'	obl:a	51	3
51	7	die'	obl:per	51	6
52	3	perdeo	subj	0	0
52	3	perdeo	obj	52	6
53	1	valse	subj	0	0
53	1	valse	ccomp	54	4
53	1	valse	obl	52	3
53	1	valse	obl:a	53	4
54	2	lagrimando	subj	54	5
54	4	tornasser	subj	54	5
55	6	vada	subj	55	3
55	6	vada	obj	55	4
55	6	vada	obl	55	5
56	2	pianger	subj	0	0
56	5	piangere	subj	0	0
57	2	pianger	subj	0	0
57	4	conven	subj	57	2
57	4	conven	iobj	57	3
57	4	conven	obl:per	57	7
58	0			0	0
59	1	viene	subj	58	3
59	1	viene	xcomp	59	3
59	1	viene	obl:in	58	5
59	1	viene	obl:in	58	8
59	3	veder	subj	0	0
59	3	veder	obj	59	5
59	7	ministra	subj	59	6
59	7	ministra	obl:per	60	4
60	8	far	subj	0	0
60	8	far	obj	60	10
61	0			0	0
62	3	volsi	subj	0	0
62	3	volsi	obj	62	2
62	3	volsi	obl:a	62	5
63	6	registra	subj	63	1
63	6	registra	obl:di	63	3
64	1	vidi	subj	0	0
64	1	vidi	obj	64	3
64	1	vidi	xcomp	66	1
64	7	appario	subj	64	4
64	7	appario	iobj	64	6
65	0			0	0
66	1	drizzar	subj	64	3
66	1	drizzar	obj	66	3
66	1	drizzar	obl:verso	66	5
66	1	drizzar	obl:da	66	9
67	7	scendea	subj	67	4
67	7	scendea	iobj	67	6
67	7	scendea	obl:di	67	9
68	0			0	0
69	3	lasciasse	subj	67	4
69	3	lasciasse	obj	69	2
69	3	lasciasse	xcomp	69	4
69	4	parer	subj	69	2
69	4	parer	attr	69	5
70	0			0	0
71	1	continüò	subj	0	0
71	1	continüò	obl	71	3
71	5	dice	subj	71	3
71	5	dice	ccomp	73	1
72	7	reserva	subj	71	3
72	7	reserva	obj	72	5
72	7	reserva	obl	72	6
73	1	Guardaci	subj	0	0
73	4	son	subj	0	0
73	4	son	attr	73	7
73	6	son	subj	0	0
73	6	son	attr	73	7
74	2	degnasti	subj	0	0
74	2	degnasti	xcomp	74	4
74	2	degnasti	obl	74	1
74	4	accedere	subj	0	0
74	4	accedere	obl:a	74	6
75	2	sapei	subj	75	3
75	6	è	subj	75	8
76	4	cadder	subj	76	2
76	4	cadder	iobj	76	3
76	4	cadder	obl	76	5
76	4	cadder	obl:in	76	8
77	2	veggendomi	subj	0	0
77	2	veggendomi	obl:in	77	4
77	6	trassi	subj	0	0
77	6	trassi	obj	77	5
77	6	trassi	obl:a	77	9
78	4	gravò	subj	78	2
78	4	gravò	obj	78	6
78	4	gravò	iobj	78	3
79	6	par	subj	79	3
79	6	par	attr	79	7
79	6	par	obl	79	1
79	6	par	obl:a	79	5
80	3	parve	subj	80	2
80	3	parve	obl:a	80	5
81	1	sente	subj	0	0
81	1	sente	obj	81	3
82	3	tacque	subj	82	1
82	7	cantaro	subj	82	6
82	7	cantaro	ccomp	83	6
82	7	cantaro	obl	83	2
83	6	speravi	subj	0	0
83	6	speravi	obl:in	83	4
84	6	passaro	subj	0	0
84	6	passaro	obl:oltre	84	3
85	0			0	0
86	7	congela	subj	85	3
86	7	congela	obl:per	86	3
87	1	soffiata	subj	85	3
87	1	soffiata	obl:da	87	6
87	3	stretta	subj	85	3
87	3	stretta	obl:da	87	6
88	2	liquefatta	subj	85	3
88	6	trapela	subj	85	3
88	6	trapela	obl:in	88	4
89	6	perde	subj	89	5
89	6	perde	obj	89	7
89	8	spiri	subj	89	4
90	3	par	subj	0	0
90	3	par	attr	90	5
90	5	fonder	subj	90	4
90	5	fonder	obj	90	7
91	2	fui	subj	0	0
91	2	fui	obl:sanza	91	4
92	7	notan	subj	92	6
92	7	notan	obl:dietro	93	4
93	0			0	0
94	4	'ntesi	subj	0	0
94	4	'ntesi	xcomp	95	2
94	4	'ntesi	obl:in	94	8
95	2	compatire	subj	95	1
95	2	compatire	obl:a	95	4
95	5	par	ccomp	95	8
95	8	detto	subj	0	0
95	8	detto	ccomp	96	6
96	6	stempre	subj	0	0
96	6	stempre	obj	96	5
97	5	era	subj	97	3
97	5	era	iobj	97	4
97	5	era	attr	97	9
97	5	era	obl	97	6
97	5	era	obl:a	97	8
98	4	fessi	subj	97	3
98	4	fessi	obj	98	1
98	4	fessi	obj	98	3
99	8	uscì	subj	97	2
99	8	uscì	obl:di	99	3
99	8	uscì	obl:di	99	7
99	8	uscì	obl:di	99	10
100	0			0	0
101	3	stando	subj	100	1
101	3	stando	attr	100	3
101	3	stando	obl:in	100	8
101	3	stando	obl:a	101	6
102	1	volse	subj	100	1
102	1	volse	obj	102	4
102	1	volse	ccomp	103	2
102	1	volse	obl	101	3
102	1	volse	obl	106	5
103	2	vigilate	subj	103	1
103	2	vigilate	ccomp	104	9
103	2	vigilate	obl:in	103	6
104	9	fura	subj	104	3
104	9	fura	subj	104	5
104	9	fura	attr	105	1
104	9	fura	obl:a	104	7
105	3	faccia	subj	105	5
105	3	faccia	obj	105	2
105	3	faccia	obl:per	105	8
106	5	è	subj	106	4
106	5	è	ccomp	107	3
106	5	è	obl:con	106	8
107	3	intenda	subj	107	4
107	3	intenda	obj	107	2
107	3	intenda	ccomp	108	2
107	8	piagne	subj	107	5
107	8	piagne	obl:di	107	7
108	2	sia	subj	0	0
108	2	sia	attr	108	3
109	0			0	0
110	2	drizzan	subj	110	1
110	2	drizzan	obj	110	4
110	2	drizzan	obl:ad	110	7
110	2	drizzan	obl	111	5
111	5	son	subj	111	4
111	5	son	attr	111	6
112	0			0	0
113	5	hanno	subj	113	1
113	5	hanno	obj	113	4
113	5	hanno	obl:a	113	8
113	5	hanno	obl	114	6
114	6	van	subj	114	3
114	6	van	attr	114	7
114	6	van	obl	114	4
115	2	fu	subj	115	1
115	2	fu	attr	115	3
115	2	fu	obl:per	109	4
115	2	fu	obl:per	112	3
115	2	fu	obl:ne	115	7
116	0			0	0
117	2	averebbe	subj	116	4
117	2	averebbe	obj	117	6
117	2	averebbe	obl:in	117	4
118	0			0	0
119	2	fa	subj	119	4
119	2	fa	attr	118	4
119	2	fa	attr	118	7
119	2	fa	attr	119	10
119	2	fa	obl:con	119	7
120	3	ha	subj	120	2
120	3	ha	obj	120	7
121	4	sostenni	subj	0	0
