line	token	word	role	arg_line	arg_token
1	0			0	0
2	3	imbiancava	subj	1	2
2	3	imbiancava	obl:a	2	5
2	3	imbiancava	obl	3	1
3	0			0	0
4	6	era	subj	4	5
4	6	era	attr	4	7
4	6	era	obl:di	4	2
5	1	poste	subj	4	2
5	1	poste	obl:in	5	3
6	5	percuote	subj	6	1
6	5	percuote	obj	6	7
6	5	percuote	obl:con	6	4
7	8	sale	subj	7	3
7	8	sale	obl:con	7	7
8	2	avea	subj	0	0
8	2	avea	obj	8	3
8	2	avea	obl:in	8	5
8	7	eravamo	subj	0	0
8	7	eravamo	obl:in	8	5
9	5	chinava	subj	9	3
9	5	chinava	obj	9	9
9	5	chinava	obl:in	9	7
10	5	avea	subj	10	3
10	5	avea	obj	10	7
10	5	avea	obl:con	10	4
11	1	vinto	subj	10	2
11	1	vinto	obl:da	11	3
11	8	inchinai	subj	10	2
11	8	inchinai	obl:in	11	7
12	7	sedavamo	subj	12	4
12	7	sedavamo	obl	12	1
13	5	comincia	subj	14	2
13	5	comincia	obj	13	8
13	5	comincia	obl:ne	13	3
13	5	comincia	obl:presso	14	6
13	5	comincia	obl:a	15	3
14	0			0	0
15	0			0	0
16	0			0	0
17	0			0	0
18	6	è	subj	16	4
18	6	è	attr	18	7
18	6	è	obl:a	18	4
19	4	parea	subj	0	0
19	4	parea	iobj	19	3
19	4	parea	xcomp	19	5
19	4	parea	obl:ne	13	3
19	4	parea	obl:in	19	2
19	5	veder	subj	0	0
19	5	veder	obj	20	2
19	5	veder	attr	19	6
19	5	veder	obl:in	20	4
19	5	veder	obl:con	20	6
19	5	veder	obl:con	21	3
20	0			0	0
21	7	calare	subj	20	2
21	8	intesa	subj	20	2
21	8	intesa	xcomp	21	7
22	2	esser	subj	0	0
22	4	parea	subj	0	0
22	4	parea	iobj	22	3
22	4	parea	xcomp	22	2
22	4	parea	obl	22	5
22	7	fuoro	subj	23	3
22	7	fuoro	xcomp	23	1
22	7	fuoro	obl:da	23	5
23	1	abbandonati	subj	23	3
24	2	fu	subj	23	5
24	2	fu	xcomp	24	3
24	2	fu	obl:a	24	6
24	3	ratto	subj	23	5
25	3	pensava	subj	0	0
25	3	pensava	ccomp	25	6
25	6	fiede	subj	25	5
25	6	fiede	obl	26	2
25	6	fiede	obl:per	26	4
26	0			0	0
27	1	disdegna	subj	0	0
27	1	disdegna	xcomp	27	3
27	1	disdegna	obl:di	26	9
27	3	portarne	subj	0	0
27	3	portarne	obl	27	4
27	3	portarne	obl:in	27	6
28	3	parea	iobj	28	2
28	3	parea	ccomp	29	4
28	6	rotata	subj	0	0
28	6	rotata	obl	28	8
29	4	discendesse	subj	0	0
29	4	discendesse	obl:come	29	3
30	3	rapisse	subj	0	0
30	3	rapisse	obj	30	2
30	3	rapisse	obl	30	4
30	3	rapisse	obl:a	30	7
31	2	parea	subj	0	0
31	2	parea	ccomp	31	7
31	2	parea	obl	31	1
31	7	ardesse	subj	31	4
32	6	cosse	subj	32	4
32	6	cosse	obl	32	2
33	2	convenne	subj	0	0
33	2	convenne	ccomp	33	7
33	7	rompesse	subj	33	5
34	5	riscosse	subj	34	3
34	5	riscosse	obj	34	4
35	4	rivolgendo	subj	0	0
35	4	rivolgendo	obj	35	2
35	4	rivolgendo	obl:in	35	6
36	3	sappiendo	subj	0	0
36	3	sappiendo	ccomp	36	7
36	7	fosse	subj	36	6
36	7	fosse	obl	36	5
37	0			0	0
38	1	trafuggò	subj	37	3
38	1	trafuggò	obj	38	2
38	1	trafuggò	obl:da	37	5
38	1	trafuggò	obl:a	37	7
38	1	trafuggò	obl:in	38	7
38	3	dormendo	subj	38	2
38	3	dormendo	obl:in	38	7
39	7	dipartiro	subj	39	5
39	7	dipartiro	obj	39	6
39	7	dipartiro	obl	39	2
40	3	scoss'	subj	40	4
40	3	scoss'	obj	40	2
41	2	fuggì	subj	41	4
41	2	fuggì	iobj	41	1
41	6	diventa'	subj	0	0
41	6	diventa'	attr	41	7
42	2	fa	subj	42	4
42	7	agghiaccia	subj	42	5
43	1	Dallato	iobj	43	2
44	0			0	0
45	0			0	0
46	2	aver	subj	0	0
46	2	aver	obj	46	3
46	4	disse	subj	46	7
46	4	disse	ccomp	46	2
47	1	fatti	subj	0	0
47	1	fatti	attr	47	2
47	1	fatti	obl	47	5
47	5	semo	subj	47	4
47	5	semo	obl:a	47	8
48	2	stringer	subj	0	0
48	4	rallarga	subj	0	0
48	4	rallarga	obj	48	6
49	6	giunto	subj	49	1
49	6	giunto	obl:a	49	5
50	1	vedi	subj	0	0
50	1	vedi	obj	50	4
50	1	vedi	obl	50	2
50	7	chiude	subj	50	5
50	7	chiude	obj	50	6
50	7	chiude	obl	50	8
51	1	vedi	subj	0	0
51	1	vedi	obj	51	3
51	1	vedi	obl	51	4
51	6	par	subj	0	0
51	6	par	attr	51	7
51	6	par	obl	51	5
52	6	procede	subj	52	5
52	6	procede	obl:a	52	8
53	6	dormia	subj	53	3
53	6	dormia	obl	53	5
54	5	è	subj	54	4
54	5	è	attr	54	8
54	5	è	obl	54	6
54	5	è	obl	54	7
55	1	venne	subj	55	3
55	5	disse	subj	55	3
55	5	disse	ccomp	55	7
55	5	disse	ccomp	56	1
55	5	disse	ccomp	57	3
55	7	son	subj	55	6
55	7	son	attr	55	8
56	1	lasciatemi	subj	0	0
56	1	lasciatemi	xcomp	56	2
56	2	pigliar	subj	56	1
56	2	pigliar	obj	56	3
56	5	dorme	subj	56	4
57	3	agevolerò	subj	0	0
57	3	agevolerò	obj	57	2
57	3	agevolerò	obl:per	57	7
58	2	rimase	subj	58	1
58	2	rimase	subj	58	6
59	3	tolse	subj	59	1
59	3	tolse	obj	59	2
59	8	fu	subj	59	7
59	8	fu	attr	59	9
60	2	venne	subj	0	0
60	2	venne	subj	60	5
60	2	venne	obl	60	1
60	2	venne	obl	60	3
60	2	venne	obl:per	60	9
