line	token	word	role	arg_line	arg_token
1	0			0	0
2	1	facea	subj	1	3
2	1	facea	subj	1	8
2	1	facea	obj	1	9
2	1	facea	attr	1	11
2	3	ragionando	subj	0	0
2	4	andavam	subj	0	0
2	4	andavam	obl	2	3
2	4	andavam	obl	2	5
3	4	pinta	subj	3	3
3	4	pinta	obl:da	3	7
4	5	parean	subj	4	4
4	5	parean	attr	4	6
5	0			0	0
6	1	traean	subj	4	3
6	1	traean	obj	5	7
6	1	traean	obl:per	5	3
6	1	traean	obl:di	6	3
6	1	traean	obl:di	6	6
7	0			0	0
8	1	dissi	subj	7	2
8	4	va	subj	8	2
9	3	farebbe	obl:per	9	6
10	2	dimmi	subj	0	0
10	2	dimmi	ccomp	10	5
10	5	sai	subj	10	4
10	5	sai	ccomp	10	7
10	7	è	subj	10	8
10	7	è	obl	10	6
11	1	dimmi	subj	0	0
11	1	dimmi	ccomp	11	4
11	4	veggio	subj	11	3
11	4	veggio	obj	11	7
11	6	notar	obj	11	7
12	7	riguarda	subj	12	4
12	7	riguarda	obj	12	6
12	7	riguarda	obl	12	5
13	0			0	0
14	2	so	subj	0	0
14	2	so	ccomp	14	4
14	2	so	obl	13	4
14	4	fosse	subj	14	3
14	4	fosse	obl:tra	13	6
14	4	fosse	obl	14	5
14	6	trïunfa	subj	13	3
14	6	trïunfa	obl	14	7
14	6	trïunfa	obl:in	15	4
14	6	trïunfa	obl:di	15	8
15	0			0	0
16	2	disse	subj	0	0
16	2	disse	ccomp	16	9
16	2	disse	obl	16	1
16	2	disse	obl	16	3
16	9	vieta	subj	0	0
16	9	vieta	xcomp	17	2
16	9	vieta	obl	16	5
16	9	vieta	obl	16	6
16	9	vieta	obl	17	6
17	2	nominar	subj	0	0
17	2	nominar	obj	17	3
17	6	è	subj	18	2
17	6	è	attr	17	8
17	6	è	obl	18	3
17	6	è	obl:per	18	6
18	0			0	0
19	3	mostrò	subj	0	0
19	3	mostrò	obl:col	19	5
19	6	è	subj	19	1
19	6	è	attr	19	7
20	0			0	0
21	9	trapunta	subj	20	6
21	9	trapunta	obl:da	21	4
22	1	ebbe	subj	19	1
