line	start	end	head	text
1	1	5	2	La concubina di Titone antico
1	1	2	2	La concubina
1	4	5	4	Titone antico
2	5	7	5	balco d'orïente
2	7	7	7	orïente
3	3	8	4	le braccia del suo dolce amico
3	3	4	4	le braccia
3	6	8	8	suo dolce amico
4	2	2	2	gemme
4	3	5	5	la sua fronte
5	3	6	3	figura del freddo animale
5	5	6	6	freddo animale
6	3	4	4	la coda
6	6	7	7	la gente
7	2	3	3	la notte
7	5	8	5	passi con che sale
7	7	7	7	che
8	3	3	3	due
8	5	7	5	loco ov' eravamo
9	2	3	3	'l terzo
9	8	9	9	l'ale
10	2	2	2	io
10	4	4	4	+me
10	7	9	7	quel d'Adamo
10	9	9	9	Adamo
11	2	3	3	dal sonno
11	6	7	7	l'erba
12	4	6	4	tutti e cinque
13	2	8	3	l'ora che comincia i tristi lai
13	2	3	3	l'ora
13	6	8	8	i tristi lai
14	1	2	2	la rondinella
14	5	6	6	la mattina
15	3	7	3	memoria de' suo' primi guai
15	3	3	3	memoria
15	5	7	7	suo' primi guai
16	3	6	4	la mente nostra, peregrina
16	3	5	4	la mente nostra
16	3	4	4	la mente
16	4	5	4	mente nostra
16	4	4	4	mente
17	3	4	4	la carne
17	4	4	4	carne
17	8	8	8	pensier
18	2	4	4	le sue visïon
18	3	4	4	sue visïon
18	4	4	4	visïon
19	2	2	2	sogno
20	1	8	2	un'aguglia nel ciel con penne d'oro
20	1	4	2	un'aguglia nel ciel
20	1	2	2	un'aguglia
20	4	8	4	ciel con penne d'oro
20	4	4	4	ciel
20	6	8	6	penne d'oro
20	6	6	6	penne
20	8	8	8	oro
21	2	4	3	l'ali aperte
21	2	3	3	l'ali
22	0	0	0	
23	2	3	3	i suoi
23	5	5	5	Ganimede
24	5	6	6	sommo consistoro
25	2	2	2	me
25	5	5	5	questa
26	4	4	4	uso
26	8	9	9	altro loco
27	3	3	3	+ne
27	6	6	6	piede
28	2	2	2	mi
28	7	8	8	un poco
29	3	3	3	folgor
30	2	2	2	me
30	6	7	7	al foco
31	4	6	4	ella e io
31	4	4	4	ella
31	6	6	6	io
32	3	5	4	lo 'ncendio imaginato
32	3	4	4	lo 'ncendio
32	4	5	4	'ncendio imaginato
32	4	4	4	'ncendio
33	4	5	5	'l sonno
33	5	5	5	sonno
34	3	3	3	Achille
35	1	3	2	li occhi svegliati
35	2	3	2	occhi svegliati
35	2	2	2	occhi
35	6	6	6	giro
36	6	6	6	si
37	2	7	3	la madre da Chirón a Schiro
37	2	3	3	la madre
37	5	5	5	Chirón
37	7	7	7	Schiro
38	2	2	2	lui
38	5	7	7	le sue braccia
39	4	5	5	li Greci
39	6	6	6	il
40	1	1	1	che
40	4	4	4	io
40	8	9	9	la faccia
41	3	4	4	'l sonno
42	3	7	4	l'uom che, spaventato, agghiaccia
42	3	4	4	l'uom
42	5	5	5	che
43	5	7	7	il mio conforto
44	2	3	3	'l sole
44	9	10	10	due ore
45	2	3	3	'l viso
45	7	8	8	la marina
46	3	3	3	tema
46	5	7	7	il mio segnore
46	6	7	7	mio segnore
46	7	7	7	segnore
47	4	4	4	noi
47	7	8	8	buon punto
47	8	8	8	punto
48	5	6	6	ogne vigore
48	6	6	6	vigore
49	1	1	1	Tu
49	5	5	5	purgatorio
50	3	8	4	il balzo che 'l chiude dintorno
50	3	4	4	il balzo
50	6	6	6	'l
51	2	3	3	l'entrata
52	3	8	4	l'alba che procede al giorno
52	3	4	4	l'alba
52	8	8	8	giorno
53	2	4	3	l'anima tua
54	2	8	3	li fiori ond' è là giù addorno
54	2	3	3	li fiori
55	2	3	3	una donna
55	6	6	6	I'
55	8	8	8	Lucia
56	1	1	1	+mi
56	3	5	3	costui che dorme
56	3	3	3	costui
57	5	7	7	la sua via
58	1	1	1	Sordel
58	4	7	6	l'altre genti forme
58	5	7	6	altre genti forme
58	6	7	6	genti forme
58	6	6	6	genti
59	1	1	1	ella
59	2	2	2	ti
59	6	7	7	'l dì
59	7	7	7	dì
60	1	1	1	sen
60	5	5	5	io
60	7	9	9	le sue orme
60	8	9	9	sue orme
60	9	9	9	orme
61	2	2	2	ti
61	6	6	6	mi
62	1	4	2	li occhi suoi belli
62	2	4	2	occhi suoi belli
62	5	7	6	quella intrata aperta
62	6	7	6	intrata aperta
63	2	5	2	ella e 'l sonno
63	2	2	2	ella
63	4	5	5	'l sonno
63	5	5	5	sonno
63	7	7	7	una
63	8	8	8	se
64	2	9	2	guisa d'uom che 'n dubbio si raccerta
64	2	4	2	guisa d'uom
64	4	9	4	uom che 'n dubbio si raccerta
64	4	4	4	uom
64	7	7	7	dubbio
65	5	5	5	conforto
65	6	7	7	sua paura
66	3	4	4	la verità
67	1	1	1	mi
67	3	3	3	io
67	7	7	7	cura
68	2	2	2	me
68	3	5	4	'l duca mio
68	8	9	9	lo balzo
69	4	4	4	io
69	6	6	6	rietro
69	8	9	9	l'altura
70	1	1	1	Lettor
70	2	2	2	tu
70	6	6	6	io
71	1	3	3	la mia matera
71	2	3	3	mia matera
71	3	3	3	matera
71	7	8	8	più arte
71	8	8	8	arte
72	2	2	2	ti
72	5	5	5	io
72	6	6	6	la
73	1	1	1	Noi
73	7	7	7	parte
74	4	4	4	+mi
75	3	7	4	un fesso che muro diparte
75	3	4	4	un fesso
75	6	6	6	muro
76	2	3	3	una porta
76	5	8	6	tre gradi di sotto
76	6	8	6	gradi di sotto
77	4	4	4	essa
77	6	7	6	color diversi
78	2	8	3	un portier ch'ancor non facea motto
78	2	3	3	un portier
78	8	8	8	motto
79	3	4	4	l'occhio
80	1	1	1	+lo
80	4	6	5	'l grado sovrano
81	3	4	4	la faccia
81	6	6	6	io
81	8	8	8	lo
82	2	4	3	una spada nuda
82	7	7	7	mano
83	3	4	4	i raggi
83	7	7	7	noi
84	2	2	2	io
84	5	6	6	il viso
84	8	8	8	vano
85	5	5	5	voi
86	2	2	2	elli
86	7	8	8	la scorta
87	3	5	4	'l venir sù
87	7	7	7	vi
88	1	7	1	Donna del ciel, di queste cose accorta
88	1	3	1	Donna del ciel
88	3	3	3	ciel
88	5	6	6	queste cose
89	2	4	4	'l mio maestro
89	3	4	4	mio maestro
89	6	6	6	lui
90	1	1	1	ne
90	7	8	8	la porta
91	2	2	2	ella
91	3	5	4	i passi vostri
91	7	7	7	bene
92	2	4	4	il cortese portinaio
93	4	5	5	nostri gradi
94	5	7	6	lo scaglion primaio
94	6	7	6	scaglion primaio
94	6	6	6	scaglion
95	1	2	2	bianco marmo
95	2	2	2	marmo
96	2	2	2	io
96	2	2	2	io
96	6	6	6	esso
97	2	3	3	il secondo
97	3	3	3	secondo
98	2	6	3	una petrina ruvida e arsiccia
98	2	3	3	una petrina
98	3	6	3	petrina ruvida e arsiccia
98	3	3	3	petrina
99	3	4	4	lo lungo
99	4	4	4	lungo
99	7	7	7	traverso
100	1	2	2	Lo terzo
101	0	0	0	
102	2	7	2	sangue che fuor di vena spiccia
102	2	2	2	sangue
102	6	6	6	vena
103	2	2	2	questo
103	4	6	6	ambo le piante
103	5	6	6	le piante
104	1	4	2	l'angel di Dio
104	4	4	4	Dio
104	8	9	9	la soglia
105	4	6	4	pietra di diamante
105	6	6	6	diamante
106	2	8	4	li tre gradi sù di buona voglia
106	2	4	4	li tre gradi
106	7	8	8	buona voglia
107	1	1	1	mi
107	3	5	4	il duca mio
108	3	4	4	'l serrame
109	2	2	2	mi
109	5	6	6	santi piedi
110	1	1	1	misericordia
110	5	5	5	el
110	6	6	6	m'
111	2	3	3	tre volte
111	5	5	5	petto
111	7	7	7	mi
112	1	2	2	Sette P
