line	start	end	head	text
1	2	9	3	l'ora che non può 'l calor dïurno
1	2	3	3	l'ora
1	7	9	8	'l calor dïurno
1	8	9	8	calor dïurno
2	3	7	4	'l freddo de la luna
2	4	7	4	freddo de la luna
2	6	7	7	la luna
3	3	3	3	terra
3	7	7	7	Saturno
4	2	3	3	i geomanti
4	4	6	6	lor Maggior Fortuna
5	3	3	3	orïente
5	6	7	7	l'alba
6	3	8	3	via che poco le sta bruna
6	6	6	6	le
7	4	4	4	sogno
7	5	7	6	una femmina balba
8	2	4	3	li occhi guercia
8	7	9	8	i piè distorta
9	2	4	3	le man monche
9	7	8	7	colore scialba
10	1	1	1	Io
10	2	2	2	la
10	6	7	7	'l sol
11	1	7	3	le fredde membra che la notte aggrava
11	1	3	3	le fredde membra
11	5	6	6	la notte
12	2	4	3	lo sguardo mio
12	5	5	5	le
12	7	7	7	scorta
13	1	2	2	la lingua
14	2	4	2	poco d'ora
14	4	4	4	ora
14	6	8	8	lo smarrito volto
15	2	2	2	amor
16	3	3	3	ell'
16	5	8	6	'l parlar così disciolto
16	5	6	6	'l parlar
17	7	7	7	pena
18	2	2	2	lei
18	4	6	5	mio intento rivolto
18	4	5	5	mio intento
19	1	1	1	Io
19	1	1	1	Io
19	6	7	7	dolce serena
19	7	7	7	serena
20	2	5	2	marinari in mezzo mar
20	2	2	2	marinari
20	4	5	4	mezzo mar
20	5	5	5	mar
21	4	4	4	piacere
22	1	1	1	Io
22	3	7	3	Ulisse del suo cammin vago
22	3	3	3	Ulisse
22	5	7	6	suo cammin vago
23	2	3	2	canto mio
23	5	5	5	qual
24	2	2	2	sen
24	2	2	2	+si
24	2	2	2	+ne
24	5	7	7	tutto l'appago
24	6	7	7	l'appago
25	4	6	5	sua bocca richiusa
25	4	5	5	sua bocca
25	5	6	5	bocca richiusa
26	2	3	3	una donna
27	2	2	2	me
27	5	5	5	colei
28	2	2	2	Virgilio
28	3	3	3	Virgilio
28	4	4	4	chi
28	6	6	6	questa
29	4	4	4	el
30	2	4	3	li occhi fitti
30	3	4	3	occhi fitti
30	3	3	3	occhi
30	7	8	8	quella onesta
30	8	8	8	onesta
31	1	2	2	L'altra
32	2	3	3	i drappi
32	5	5	5	+mi
32	6	7	7	'l ventre
33	1	1	1	quel
33	5	8	5	puzzo che n'uscia
34	1	1	1	Io
34	3	4	4	li occhi
34	4	4	4	occhi
34	6	8	8	'l buon maestro
34	7	8	8	buon maestro
34	8	8	8	maestro
35	1	1	1	voci
35	2	2	2	t'
36	2	3	3	l'aperta
36	3	3	3	aperta
36	5	6	6	la qual
36	6	6	6	qual
36	7	7	7	tu
37	2	2	2	mi
37	5	5	5	tutti
38	2	4	4	l'alto dì
38	5	9	6	i giron del sacro monte
38	8	9	9	sacro monte
39	4	5	4	sol novo
39	7	8	8	le reni
40	2	2	2	lui
40	4	6	6	la mia fronte
40	5	6	6	mia fronte
41	2	8	2	colui che l'ha di pensier carca
41	2	2	2	colui
41	4	4	4	l'
41	7	7	7	pensier
42	4	4	4	sé
42	5	9	7	un mezzo arco di ponte
42	6	9	7	mezzo arco di ponte
42	7	9	7	arco di ponte
42	9	9	9	ponte
43	2	2	2	io
44	1	6	1	parlare in modo soave e benigno
44	3	6	3	modo soave e benigno
45	1	1	1	qual
45	6	8	8	questa mortal marca
46	2	4	3	l'ali aperte
46	8	8	8	cigno
47	1	1	1	+ci
47	4	7	4	colui che sì parlonne
47	7	7	7	+ne
48	2	6	3	due pareti del duro macigno
48	5	6	6	duro macigno
49	2	3	3	le penne
50	5	5	5	beati
51	5	7	6	l'anime donne
51	5	6	6	l'anime
51	7	7	7	donne
52	1	1	1	Che
52	6	7	7	la terra
53	1	3	2	la guida mia
53	6	6	6	+mi
54	2	2	2	amendue
54	4	5	5	l'angel
55	2	2	2	io
55	4	5	5	tanta sospeccion
55	7	7	7	+mi
56	1	7	2	novella visïon ch'a sé mi piega
56	1	2	2	novella visïon
56	5	5	5	sé
57	3	3	3	io
57	7	7	7	pensar
57	8	8	8	+mi
58	3	5	5	quell'antica strega
59	1	2	1	che sola
59	5	5	5	noi
60	3	4	4	l'uom
60	6	6	6	lei
61	5	5	5	terra
61	6	7	7	le calcagne
61	7	7	7	calcagne
62	1	2	2	li occhi
62	2	2	2	occhi
62	5	7	5	logoro che gira
62	5	5	5	logoro
63	1	3	2	lo rege etterno
63	2	3	2	rege etterno
63	2	2	2	rege
63	5	7	6	le rote magne
63	6	7	6	rote magne
63	6	6	6	rote
64	2	9	3	'l falcon, che prima a' pié si mira
64	2	3	3	'l falcon
64	6	7	7	a' pié
64	7	7	7	pié
65	4	5	5	al grido
65	5	5	5	grido
66	2	9	3	lo disio del pasto che là il tira
66	2	5	3	lo disio del pasto
66	2	3	3	lo disio
66	4	9	5	del pasto che là il tira
66	4	5	5	del pasto
66	5	9	5	pasto che là il tira
66	5	5	5	pasto
66	8	8	8	il
67	1	1	1	tal
67	4	4	4	io
67	6	6	6	tal
68	1	2	2	la roccia
68	5	9	5	via a chi va suso
68	5	5	5	via
68	7	9	7	chi va suso
68	7	7	7	chi
69	5	6	6	'l cerchiar
70	2	2	2	io
70	4	5	5	quinto giro
71	2	6	2	gente per esso che piangea
71	2	4	2	gente per esso
71	2	2	2	gente
71	4	4	4	esso
72	3	3	3	terra
72	7	7	7	giuso
73	2	2	2	pavimento
73	3	4	3	anima mea
73	3	3	3	anima
74	3	3	3	lor
74	5	7	7	sì alti sospiri
74	7	7	7	sospiri
75	2	3	3	la parola
75	3	3	3	parola
75	5	5	5	pena
76	2	4	2	eletti di Dio
76	2	2	2	eletti
76	4	4	4	Dio
76	5	7	7	li cui soffriri
76	7	7	7	soffriri
